date_index,equity
201,4511.743897961301
202,4506.231475573937
203,4513.507377580605
204,4452.835645900215
205,4439.9894634097
206,4441.427307975202
207,4449.448976851205
208,4415.486791679899
209,4482.828474645522
210,4511.550476273878
211,4538.80994290542
212,4555.501053629362
213,4575.7873044967155
214,4523.871482213789
215,4496.9031367609605
216,4512.329398849034
217,4490.126479829445
218,4432.682094229453
219,4447.837280792099
220,4489.733887382109
221,4487.004841298329
222,4515.5191775954445
223,4478.377903084582
224,4471.5881362113
225,4456.499400266744
226,4487.8583292997
227,4499.5383397523
228,4508.914145890385
229,4489.915433728644
230,4523.529952673144
231,4490.549366567962
232,4417.68546173005
233,4484.550458265737
234,4480.259186795686
235,4448.158573987285
236,4412.3608910718685
237,4419.493792279825
238,4378.7128818976435
239,4383.451409378845
240,4421.796469033896
241,4486.359481995236
242,4441.004964563808
243,4376.678914115451
244,4385.702784002672
245,4400.948037878541
246,4428.626032379501
247,4442.556896785383
248,4452.896751314716
249,4480.816818945723
250,4458.959670098078
251,4399.458948521202
252,4347.083120464368
253,4383.555198296808
254,4291.195917797251
255,4262.21259056553
256,4253.477001568573
257,4154.116265310353
258,4098.996460844567
259,4085.5301414361247
260,4151.965730164038
261,4113.177491777658
262,4106.331084305804
263,4077.476970599113
264,4110.478755972081
265,4155.517324712162
266,4030.207697540945
267,4140.288324451925
268,4095.1862293952654
269,4147.123333818643
270,4212.048773143695
271,4218.944365677813
272,4212.68532561518
273,4246.33592706882
274,4250.13237688271
275,4222.170004074241
276,4200.852207065881
277,4122.573445737071
278,4160.8507751830175
279,4118.6570683649625
280,4184.706543942031
281,4236.135225351292
282,4319.098698814066
283,4318.020274768028
284,4269.322662241448
285,4350.8726291433195
286,4278.676968227317
287,4303.050894111904
288,4282.329941301989
289,4274.872232026173
290,4263.708316113364
291,4313.66923236354
292,4378.548202990967
293,4387.240728091888
294,4339.807131392526
295,4438.772343953344
296,4382.149217246156
297,4344.879412853148
298,4372.334467724679
299,4390.712802129774
300,4402.0083439760665
301,4412.295861615604
302,4450.030529672477
303,4405.438707189363
304,4397.35060135821
305,4346.188243507048
306,4356.275291175832
307,4353.167823010749
308,4367.709079587196
309,4388.930286517794
310,4427.67133295703
311,4425.43131366972
312,4468.45075384757
313,4456.689428087892
314,4438.664016746149
315,4368.138338370806
316,4397.721078702789
317,4384.471163386823
318,4427.096846758122
319,4396.681306000193
320,4484.205030080851
321,4479.556045752599
322,4457.106697025547
323,4469.813059279035
324,4578.841077974955
325,4601.18528406861
326,4558.717893591527
327,4533.833964419364
328,4570.28453302893
329,4542.396315416757
330,4572.817264214918
331,4623.6090969502
332,4510.299983515574
333,4474.040700060081
334,4496.249967719729
335,4448.399943100129
336,4448.92936860561
337,4454.394998386838
338,4486.825621354406
339,4507.387039805045
340,4558.040979360763
341,4501.696433263023
342,4517.34396022817
343,4486.114039267679
344,4511.139503907255
345,4524.080895382575
346,4491.33046147332
347,4462.125748468693
348,4468.101438411406
349,4461.533316584077
350,4552.545290316143
351,4567.881716246532
352,4603.596596566389
353,4613.340170740487
354,4606.941531949513
355,4618.925426171969
356,4630.481349538904
357,4616.2695246343865
358,4632.187187736928
359,4686.836925381962
360,4710.133574170309
361,4747.579444764906
362,4670.650570197944
363,4616.430891896061
364,4619.030202668154
365,4636.932508303126
366,4647.116034111861
367,4695.663006266611
368,4721.140829354243
369,4740.068067329505
370,4720.499993413652
371,4745.953725565084
372,4602.045752891307
373,4598.155494014374
374,4620.33905182985
375,4600.267101335702
376,4686.11105280186
377,4689.498849011757
378,4690.240585345966
379,4711.719116041626
380,4695.224311769401
381,4729.908821078565
382,4703.328891004798
383,4730.194719480789
384,4712.227995661422
385,4714.264081379998
386,4705.3608733080855
387,4667.189548325427
388,4703.534178574652
389,4699.286400833306
390,4699.308718928074
391,4743.932822940616
392,4732.087237729176
393,4709.475212280971
394,4682.912016098314
395,4722.097155596533
396,4743.408450411623
397,4750.938134370869
398,4719.068377503869
399,4699.0005596068
400,4717.530089710883
401,4739.081367649421
402,4714.95598283174
403,4721.3280427090185
404,4745.613661577167
405,4749.161117595826
406,4759.613689460804
407,4754.987062475178
408,4714.685611156813
409,4762.221144586004
410,4773.494490607178
411,4758.672892363529
412,4762.53383071843
413,4729.632253613984
414,4714.681000086169
415,4728.730132145757
416,4726.581328418974
417,4735.331792417779
418,4719.641595223024
419,4713.255780577229
420,4711.31031296729
421,4732.41614916544
422,4716.642254221731
423,4711.375472602379
424,4712.333209456652
425,4633.5983122404705
426,4657.918785917184
427,4644.89631856453
428,4671.289673266937
429,4707.667394871058
430,4684.263744670308
431,4650.731314542926
432,4646.2434898537085
433,4668.700490916779
434,4674.198747454192
435,4663.065625973481
436,4617.980490479518
437,4632.345103642076
438,4653.597040907147
439,4620.994062985384
440,4647.335163670847
441,4637.439987086607
442,4666.153657566003
443,4710.385074351666
444,4729.771641922741
445,4723.070352022715
446,4723.3458185102945
447,4695.371162366778
448,4692.621706318977
449,4675.717892568151
450,4691.495993299143
451,4681.9452182869245
452,4688.579775285066
453,4696.459323598708
454,4660.36214872896
455,4644.6670213652815
456,4658.212698596053
457,4648.973388474911
458,4647.6724745302445
459,4681.263450701788
460,4690.015928269109
461,4691.096993300839
462,4679.395644778379
463,4671.794082713704
464,4675.639745503184
465,4653.931442873881
466,4717.512316812531
467,4725.605630177307
468,4834.7895807072655
469,4898.860182108289
470,4902.883060717371
471,4945.009396022662
472,4951.510974965478
473,4913.104510751978
474,4940.9625499325875
475,4972.795076089955
476,4968.219013459397
477,4989.623952728965
478,5007.190565857263
479,5014.514428136585
480,4982.168424219618
481,4960.275895709628
482,4974.249103971957
483,5023.645424580251
484,5007.80171866134
485,5021.4632694792
486,5044.596089472097
487,5064.64596576433
488,5101.845550794904
489,5043.559033164744
490,4984.01505385343
491,4976.627051946673
492,4927.311953069963
493,4956.570655348541
494,4879.72337827199
495,4873.550692989118
496,4888.201929837229
497,4885.222279641709
498,4851.684137724483
499,4866.415284700616
500,4868.194881305902
501,4834.235882050594
502,4862.777979390571
503,4860.325296054624
504,4847.139404845884
505,4892.223386350149
506,4880.756150079574
507,4883.42855069459
508,4841.442871247151
509,4829.5893965513515
510,4842.017875953267
511,4820.241716025
512,4836.366422602766
513,4861.60857364164
514,4886.620697392361
515,4848.802341897777
516,4879.526979255728
517,4836.845919684017
518,4861.06793313816
519,4898.565348056423
520,4924.597361891229
521,4925.902876206567
522,4908.82719535964
523,4941.593957006713
524,4887.393934312905
525,4923.79989755351
526,4916.813680906697
527,4930.743768270825
528,4938.458178453525
529,4922.4834998598
530,4945.498152772238
531,4972.470670908227
532,4978.614962924661
533,4973.80773555114
534,4968.871886332348
535,4995.025264480127
536,4999.794388039165
537,5033.11223831374
538,5026.569239373765
539,5053.183896465112
540,5068.478950079003
541,5081.923028433042
542,5075.480834854674
543,5079.673229650962
544,5040.370719258208
545,5034.2777610488965
546,5010.95384370634
547,5002.0963270323255
548,4980.2049643907185
549,4971.629719755353
550,5006.056032797881
551,5006.379455624488
552,5009.010103603514
553,5044.009468226845
554,5025.247372379689
555,5032.352612541585
556,4998.987038850357
557,4962.297989243072
558,4961.495008691571
559,4961.659653076878
560,4977.206951423994
561,4965.2055147463225
562,5000.557444874492
563,4988.2333034552175
564,5007.116255579431
565,4999.263575357058
566,4940.250393707908
567,4965.875505898692
568,4981.325204465716
569,5001.265392626817
570,4998.170391232214
571,4992.330024698609
572,4991.245330950879
573,4969.286101254438
574,4936.753766931017
575,4988.487010691474
576,4959.055847246183
577,4976.6317075179795
578,5006.332140671202
579,4991.7818927357375
580,5021.099255418896
581,5025.88369350795
582,5025.723999698845
583,5051.3966481874695
584,5032.199396399185
585,5036.255765260583
586,5037.459872676237
587,4987.323694933368
588,5023.761312577198
589,5030.510796006565
590,4986.449053238408
591,4995.616137609478
592,4981.851330555019
593,4972.786995738453
594,5284.744244750505
595,5340.527284640762
596,5289.29699704517
597,5195.901493784866
598,5269.621186830103
599,5264.419688270492
600,5348.785378156479
601,5380.583424940489
602,5356.95419674544
603,5398.348194721639
604,5402.965862216889
605,5413.749024694522
606,5481.7598261766525
607,5475.701730702101
608,5544.27643432771
609,5506.1039843278995
610,5486.812573021247
611,5452.290713993277
612,5473.940325227304
613,5376.992391186311
614,5356.324683896558
615,5371.246885518322
616,5366.624687730589
617,5372.14215722444
618,5402.970800975134
619,5471.100061249307
620,5420.08798314984
621,5428.948336652312
622,5375.414510012855
623,5443.654978640048
624,5414.013165478427
625,5318.054038878654
626,5356.237002287449
627,5290.847935571108
628,5258.151421541402
629,5270.516539840373
630,5263.430165655141
631,5225.978926764707
632,5272.703327850768
633,5269.936478210473
634,5286.663136991926
635,5300.23230945552
636,5263.328214771659
637,5289.1107866966395
638,5267.953120498004
639,5237.96741355127
640,5375.991057739733
641,5378.916509048481
642,5301.795166982089
643,5353.959296632437
644,5414.639852313792
645,5391.601197776872
646,5326.380471491473
647,5336.9183833997395
648,5343.972647533601
649,5365.371497655641
650,5394.258489108226
651,5421.057438659523
652,5408.883410391863
653,5466.6389690967735
654,5459.456487097628
655,5438.795341929373
656,5284.442034488666
657,5361.748242017158
658,5423.248367955602
659,5350.385203533751
660,5357.00397584225
661,5275.427220182926
662,5287.09317272135
663,5292.109784117689
664,5311.266989753337
665,5299.275463130021
666,5293.776648328707
667,5293.220214382232
668,5302.520565741805
669,5297.232118376187
670,5452.259647850985
671,5502.22346158518
672,5522.6522612135705
673,5485.043728505043
674,5493.459444708793
675,5561.640676270608
676,5522.287178059777
677,5656.916449974696
678,5681.137669280677
679,5627.249633008617
680,5625.486910756328
681,5645.243367278118
682,5678.522545626769
683,5706.91033549129
684,5631.573104309614
685,5629.4371873606015
686,5614.779413811772
687,5535.204423616771
688,5529.197028460278
689,5601.001848554755
690,5564.901044430963
691,5651.593099319052
692,5685.702144285964
693,5689.585705572217
694,5683.302254377072
695,5705.791008176873
696,5740.373104988416
697,5754.061833452634
698,5784.126892265964
699,5793.449633617095
700,5771.741847355315
701,5799.9458692684975
702,5732.143802007048
703,5724.125620763933
704,5737.026065191478
705,5711.475493860913
706,5735.834723336038
707,5711.544012974234
708,5710.383996486321
709,5676.0927099707715
710,5657.359381028893
711,5715.729880667128
712,5697.955219433459
713,5745.073429487926
714,5701.9113735648825
715,5710.934454672222
716,5721.904519705402
717,5852.634482803305
718,5839.750316961268
719,5767.5344529743525
720,5708.331464686468
721,5526.776418159905
722,5523.976235953015
723,5547.255631872798
724,5478.412558801185
725,5522.196304747247
726,5492.704601072998
727,5587.901753155742
728,5703.54374771617
729,5738.171826483095
730,5745.687945935029
731,5721.46872333245
732,5726.689144041709
733,5726.914419717463
734,5736.356897993766
735,5716.3230486329385
736,5769.56703193295
737,5719.47203991388
738,5731.937460935065
739,5720.263785350871
740,5730.306155215527
741,5737.53819778456
742,5744.874346731873
743,5774.103119658863
744,5754.517557725968
745,5824.833457221909
746,5825.159395257626
747,5799.830268661197
748,5766.6228198224335
749,5817.765613284781
750,5845.429765678288
751,5877.406840312162
752,5861.39537094071
753,5858.580707471763
754,5841.441750435348
755,5853.62444903289
756,5878.195995671189
757,5896.782329952486
758,5902.404725895267
759,5914.345015686551
760,5863.341633962125
761,5814.144766308408
762,5837.4680967307195
763,5863.054728576907
764,5830.7577366223895
765,5866.870662801135
766,5848.781804678923
767,5859.972236748255
768,5941.285894289698
769,5937.125810414215
770,5938.0840643469965
771,5944.796232094384
772,5967.301514888423
773,5914.595324163804
774,5824.978175201892
775,5827.200469251715
776,5765.571508374958
777,5670.804269601464
778,5563.582194317173
779,5573.6804855525515
780,5578.134057120307
781,5351.362117711477
782,5412.996055028167
783,5599.190732331932
784,5670.905047472591
785,5623.578346119679
786,5670.629790686119
787,5697.7666920058455
788,5576.652222235422
789,5625.732271410037
790,5535.942229888853
791,5585.78303993197
792,5724.829153827945
793,5746.724317118145
794,5956.876480497131
795,5896.450486550877
796,6006.032627717647
797,6168.098113027228
798,6228.622817214136
799,6226.4261754839745
800,6187.594254720469
801,6236.588533018798
802,6317.236947665949
803,6251.014223996166
804,6354.54714318673
805,6402.510702648983
806,6561.077833562725
807,6512.758912946109
808,6561.0837441959
809,6520.883373822134
810,6445.634654658041
811,6426.108331791828
812,6524.274357558236
813,6590.934189165724
814,6357.724750937924
815,6377.160461011959
816,6276.983993555565
817,6213.853997959839
818,6321.635892009364
819,6355.51933333502
820,6179.230297355473
821,6208.933325076525
822,6276.308605191721
823,6265.554584854999
824,6271.770575634493
825,6328.125285541001
826,6374.908045669242
827,6408.976359916509
828,6456.183399461103
829,6473.035138380687
830,6419.9323445009395
831,6418.942248580204
832,6355.887313573196
833,6341.1301257761825
834,6443.592105669685
835,6406.427411421828
836,6402.739833570677
837,6258.196049958348
838,6123.031866511675
839,6110.590194608298
840,6181.347262685798
841,6213.755959835658
842,6219.11602196811
843,6299.891794734167
844,6332.6555121038145
845,6329.5990223793
846,6316.043220712304
847,6260.293392213156
848,6244.607264302577
849,6292.359876006962
850,6276.023359740968
851,6340.48961090665
852,6292.821129942329
853,6235.840990584569
854,6244.005976742775
855,6165.547048613512
856,6155.664881732746
857,6213.762428425532
858,6148.016499244959
859,6214.84498836058
860,6243.095020357716
861,6289.591663552711
862,6344.672036465467
863,6343.096471208102
864,6380.674725476761
865,6410.944134684605
866,6408.547826564079
867,6382.889862846789
868,6394.45849011179
869,6427.7940002380865
870,6406.972651511614
871,6391.578671224512
872,6397.855099189518
873,6398.1913324669395
874,6359.648006601253
875,6314.900043862881
876,6312.298867725305
877,6251.385822337139
878,6235.602233495945
879,6211.680640080354
880,6234.184256510447
881,6206.839934424009
882,6246.626604846395
883,6267.083167840397
884,6273.5281517106705
885,5283.136221399409
886,5266.422517025057
887,5304.759170979595
888,5338.458402035831
889,5334.466391621148
890,5358.066834157085
891,5409.011077076148
892,5410.092942792729
893,5401.055876832288
894,5409.0597510322095
895,5277.073412232856
896,5279.692039422874
897,5318.256634514627
898,5258.043398832704
899,5237.264360102406
900,5271.431042097678
901,5232.712979733411
902,5274.162196955772
903,5256.461832941062
904,5282.506804154262
905,5289.97465998249
906,5287.556915921792
907,5290.019671672126
908,5241.841642596676
909,5210.859562844917
910,5256.611920613981
911,5225.914201015248
912,5261.8087575102245
913,5280.048963893798
914,5307.576352289729
915,5302.829709330669
916,5251.302921301703
917,5279.042319588398
918,5308.3893330504925
919,5340.410273903429
920,5345.737377960494
921,5359.966587967327
922,5329.267168304716
923,5336.303337721632
924,5351.0869277388
925,5310.651389492341
926,5280.643048035058
927,5268.448954410691
928,5337.965039667308
929,5344.126310204103
930,5313.828520127041
931,5343.122176777641
932,5372.269856267647
933,5335.457882904645
934,5383.68584251048
935,5393.017594097193
936,5415.068718384324
937,5429.469143849014
938,5405.009602494474
939,5387.5557804480195
940,5362.344907913413
941,5370.943954606645
942,5385.717205829524
943,5366.991771987633
944,5331.376846430913
945,5352.0606836832485
946,5272.577157509494
947,5195.857334394539
948,5194.80169566625
949,5239.321569420749
950,5100.359806376717
951,5016.457093223803
952,5024.066756274576
953,5033.979619131649
954,5128.652378141887
955,5134.079999100048
956,5136.1840928363345
957,5207.206100344407
958,5186.128452718083
959,5181.460615626606
960,5221.966756757434
961,5188.611105983535
962,5131.213647094553
963,5159.963616433288
964,5223.480642221036
965,5264.301213769283
966,5269.42060520241
967,5288.049122641498
968,5306.6753905958285
969,5356.85595628913
970,5378.844920463098
971,5439.6453122685525
972,5447.98448232216
973,5432.550693810571
974,5437.107071702672
975,5411.89691847422
976,5418.674624580542
977,5425.859706914773
978,5425.655723981112
979,5352.308208380384
980,5287.304141367384
981,5296.671647078752
982,5306.1822006795755
983,5342.028845312964
984,5326.414580971771
985,5341.383669414181
986,5374.402978014223
987,5366.136103702525
988,5323.51863101203
989,5344.612575110912
990,5270.0587301099295
991,5281.668982391389
992,5275.973481092632
993,5289.661364451484
994,5334.8533629653475
995,5309.118756687716
996,5105.087619415196
997,5125.4204851714
998,5142.011564921325
999,5101.020668847288
1000,5032.896172790942
1001,4908.795862413911
1002,5007.254098004067
1003,5037.988893052943
1004,5000.251103429926
1005,5006.116645559139
1006,5049.279040995134
1007,4907.555819938048
1008,5107.277663902429
1009,5263.588713799582
1010,5254.225261274409
1011,5292.597579468586
1012,5326.546725457054
1013,5329.824981957963
1014,5305.839645061195
1015,5330.428357378544
1016,5341.170879591964
1017,5401.7465628702685
1018,5402.279760124899
1019,5302.413758544485
1020,5290.754344960086
1021,5302.9580129184515
1022,5158.289129333461
1023,5162.138599922512
1024,5197.820000021509
1025,5281.922491820069
1026,5387.052260065881
1027,5382.797411450009
1028,5450.387107582693
1029,5451.3441654854505
1030,5436.449333563152
1031,5429.027206382258
1032,5420.089296397635
1033,5411.229754627278
1034,5512.837302584826
1035,5530.684712283231
1036,5599.884676264293
1037,5633.661511728657
1038,5681.271284400728
1039,5695.812374601398
1040,5674.695067990266
1041,5672.83392590654
1042,5638.051472026847
1043,5632.56380880428
1044,5650.8900693947535
1045,5598.98913792356
1046,5906.158313719967
1047,5852.803368700778
1048,5824.696053403145
1049,5800.396963916377
1050,5756.865585946379
1051,5773.854197561255
1052,5862.819011379786
1053,5870.516573361687
1054,5958.224344980085
1055,5993.251170076384
1056,6032.958657264346
1057,6021.090127158345
1058,6089.023425233249
1059,6083.207720532584
1060,6248.486325411282
1061,6097.2787589245945
1062,6136.919101121233
1063,6241.072617528667
1064,6192.863072133545
1065,6255.0458946030185
1066,6271.688381810931
1067,6249.689489442137
1068,6286.003393995872
1069,6283.046488877636
1070,6106.037635201512
1071,6147.081007878351
1072,6146.321694040497
1073,6178.261670433648
1074,6297.482044560749
1075,6271.7569564036485
1076,6248.073246846745
1077,6202.429509167174
1078,6164.501179857127
1079,6052.8077887607615
1080,6074.744099545906
1081,6107.673983781655
1082,6169.227441076211
1083,6181.368645027062
1084,6197.069934719195
1085,6157.0177193421205
1086,6181.922299595107
1087,6226.628640208518
1088,6181.731558845446
1089,6193.601630872076
1090,6234.4206729071675
1091,6259.233626547721
1092,6083.342039595538
1093,6117.973812805669
1094,6152.960033947872
1095,6308.753918692699
1096,6170.080025702557
1097,6299.566719957675
1098,6385.492426904477
1099,6514.883276683767
1100,6508.980665331434
1101,6440.899832538498
1102,6440.983378066685
1103,6454.963998692783
1104,6374.671616248636
1105,6386.9607357509785
1106,6380.537265031049
1107,6252.581140425511
1108,6334.352137440803
1109,6256.730509658757
1110,6186.682963173847
1111,6240.620255241331
1112,6320.36080323418
1113,6354.8392469811
1114,6375.988433819015
1115,6353.32885442549
1116,6341.032385648372
1117,6385.967420112811
1118,6347.318409134871
1119,6364.777145718849
1120,6388.941307055856
1121,6379.39210187111
1122,6437.732094560533
1123,6443.204007871492
1124,6414.570021019234
1125,6409.537842756417
1126,6376.59167586023
1127,6327.936985387719
1128,6322.543546899932
1129,6345.87202020614
1130,6365.229012438211
1131,6328.028472392958
1132,6361.218682236553
1133,6330.030056833621
1134,6329.348836855216
1135,6357.958747075483
1136,6392.906610414995
1137,6406.711839434977
1138,6397.857290388842
1139,6403.294510557135
1140,6358.223618954777
1141,6373.75790405955
1142,6399.210048264113
1143,6363.127182362699
1144,6380.089923806644
1145,6396.427605876465
1146,6393.780293814552
1147,6381.425002037469
1148,6393.743923137763
1149,6411.298216053096
1150,6431.974275433596
1151,6405.534260844621
1152,6475.4097621406145
1153,6411.0517533954735
1154,6329.1294275786295
1155,6384.819565085405
1156,6418.279600777714
1157,6487.079308414873
1158,6524.705762815864
1159,6485.191883800983
1160,6513.476496049059
1161,6438.900277008916
1162,6527.347010049366
1163,6506.045385407136
1164,6542.380013573122
1165,6524.57681527721
1166,6542.136618798766
1167,6545.563909595672
1168,6475.863774271982
1169,6525.62287857853
1170,6501.260334433745
1171,6480.067336012887
1172,6488.306147937526
1173,6489.133343156951
1174,6515.07116734935
1175,6573.937614956304
1176,6516.5007463345155
1177,6504.210384779076
1178,6394.57617098721
1179,6318.801935002363
1180,6320.627733046426
1181,6304.714628297213
1182,6301.19800977693
1183,6309.495952602883
1184,6258.352504881337
1185,6250.480940442226
1186,6258.192612365691
1187,6265.9864450236055
1188,6282.261975331383
1189,6237.9138218385215
1190,6307.223660853917
1191,6343.662084545516
1192,6271.784146898985
1193,6274.57213830593
1194,6268.271063864184
1195,6163.678976100092
1196,6202.508410971954
1197,6251.406177649478
1198,6220.03819632816
1199,6165.721902807749
1200,6217.312165075808
1201,6219.787564802261
1202,6259.342723091334
1203,6255.2919325008725
1204,6303.35463357212
1205,6262.869401964177
1206,6278.611053114894
1207,6267.344264496965
1208,6318.097821279236
1209,6353.2755133927985
1210,6406.944505332512
1211,6449.1829769344395
1212,6367.463283075369
1213,6327.716309792212
1214,6311.073566523417
1215,6358.692967235086
1216,6317.48491744085
1217,6362.700443149308
1218,6361.890786552183
1219,6366.7704006814565
1220,6384.303387647866
1221,6469.144267280464
1222,6580.6221003671235
1223,6563.084084029344
1224,6527.543451590665
1225,6543.017611653399
1226,6554.103257983996
1227,6586.919128666144
1228,6570.526895850911
1229,6518.689489479191
1230,6474.37550113345
1231,6407.141032442617
1232,6437.1955047520805
1233,6439.160874924003
1234,6426.847748133538
1235,6433.795498235605
1236,6415.583105962978
1237,6376.48782164884
1238,6358.228617266355
1239,6397.72107873493
1240,6434.618728619354
1241,6481.080200985214
1242,6482.744124823687
1243,6485.8776509546915
1244,6493.20972530532
1245,6518.230891414203
1246,6518.577314633557
1247,6551.662967703684
1248,6571.557657714158
1249,6595.253350241944
1250,6643.183220363357
1251,6638.154913911153
1252,6648.665479325172
1253,6646.673318632648
1254,6660.490772167284
1255,6654.248463595072
1256,6637.779818914082
1257,6655.8391907132955
1258,6644.144290715974
1259,6620.554805849383
1260,6622.3620067096745
1261,6616.713318347122
1262,6627.498743613739
1263,6651.952343779325
1264,6664.022943080553
1265,6702.326995860729
1266,6690.76534411514
1267,6671.3997820451095
1268,6740.954020957825
1269,6790.273515045812
1270,6717.97928824466
1271,6678.801339749036
1272,6728.507000317322
1273,6710.518753778103
1274,6673.752791173783
1275,6687.698328336746
1276,6688.353729353619
1277,6684.916205528349
1278,6605.637102618812
1279,6646.381185206656
1280,6704.177798876504
1281,6832.485358212261
1282,6830.298875114408
1283,6774.179420847531
1284,6808.177534004451
1285,6815.313244789108
1286,6821.354422493772
1287,6786.297699328243
1288,6797.584843906345
1289,6786.3866782832365
1290,6774.107071548075
1291,6789.892968724291
1292,6784.9730724410765
1293,6686.853322552484
1294,6350.028724524816
1295,6609.491568678397
1296,6376.4407162815105
1297,6258.217241487788
1298,6435.627994963728
1299,6279.347411736593
1300,6439.5777139709135
1301,6457.113738973183
1302,6484.793546275453
1303,6145.771403890328
1304,6075.1857053700105
1305,5896.529686391584
1306,5608.325805244289
1307,5740.371377916509
1308,5791.82097733177
1309,6076.952979038448
1310,6024.32182604722
1311,5834.607978660045
1312,5736.744584332206
1313,5374.061931062637
1314,5413.649165318815
1315,5224.937469376484
1316,5532.107268577496
1317,5496.332452631792
1318,5673.381642837342
1319,5478.748669751292
1320,5507.320873426232
1321,5641.480756346904
1322,5671.092905805463
1323,5818.150206980116
1324,5762.976937312423
1325,5787.408703144816
1326,5717.920488766279
1327,5759.217190160172
1328,5904.969154194654
1329,5892.551709536239
1330,5981.1063625409515
1331,6060.107460311801
1332,6047.107685275889
1333,5874.612401066057
1334,5900.802879255461
1335,5776.201746536431
1336,5807.211090715156
1337,5870.2720795934565
1338,5891.033138863607
1339,5915.704128193455
1340,5864.226212697058
1341,5827.691431150777
1342,5917.047487226699
1343,6000.793006329395
1344,6025.418039197797
1345,6317.424741864295
1346,6255.910549244202
1347,6350.848455772743
1348,6324.790105928015
1349,6240.7684902706915
1350,6217.76557530704
1351,6325.064668254809
1352,6240.052653531316
1353,6209.009936715385
1354,6267.290911132106
1355,6150.670517053128
