ticker,entry_date,exit_date,entry_price,exit_price,shares,entry_value,exit_value,entry_commission,exit_commission,net_pnl
BALL,2016-03-18,2016-05-02,35.942961736679074,35.667158872604375,24.53860953370723,881.9903035413473,875.2224847515402,0.8819903035413473,0.8752224847515402,-8.525031578100084
HAS,2016-01-19,2016-06-27,72.67631938934326,81.83905725479127,11.35527570007148,825.2596435324433,929.30505816209,0.8252596435324433,0.92930505816209,102.29084992795208
PHM,2016-04-21,2016-06-28,19.139564160346985,18.250870228767397,47.62599173767124,911.5407245633141,869.2157947205861,0.9115407245633141,0.8692157947205862,-44.105686362011966
EQT,2016-01-11,2016-07-28,29.530272130966186,40.26836892700196,28.79179212722676,850.229456655216,1159.3985074487177,0.8502294566552161,1.1593985074487179,307.1594228293977
KDP,2016-06-28,2016-08-24,95.68781938934326,93.09342938995361,9.598663651504927,918.4751938642574,893.5725168792882,0.9184751938642575,0.8935725168792882,-26.714724695712903
MNST,2016-05-02,2016-08-31,12.040184373378754,12.824418018341065,74.3603372930507,895.3121710749625,953.6280494309185,0.8953121710749625,0.9536280494309185,56.466938135450164
TSN,2016-06-28,2016-09-12,64.81238877868653,72.34380725479126,14.17129056916194,918.4751938642574,1025.2051134870924,0.9184751938642575,1.0252051134870923,104.7862393154835
TER,2016-08-24,2016-09-12,21.070529465675353,20.099945610046387,44.91533875750891,946.3899687508817,902.7958660827376,0.9463899687508818,0.9027958660827375,-45.44328850297779
WYNN,2016-09-13,2016-10-03,103.11152755737304,100.23985591506958,9.00360455557151,928.3754192475011,902.5200233667523,0.9283754192475011,0.9025200233667523,-27.68629132336298
NSC,2016-10-03,2016-10-27,96.63829133605957,90.60467652511598,9.611533271598041,928.8421524869212,870.8498629835302,0.9288421524869213,0.8708498629835303,-59.79198151886146
AMCR,2016-07-29,2016-12-12,56.278124999999996,54.17290076255799,16.786323189448773,944.7027947461967,909.3638203102342,0.9447027947461967,0.9093638203102342,-37.19304105101878
MET,2016-08-31,2016-12-20,38.62893158340454,48.371523574829105,24.444246670181563,944.2551322303078,1182.4054540756254,0.9442551322303079,1.1824054540756255,236.02366125901153
LKQ,2016-12-12,2016-12-23,34.11704847335815,30.9944952287674,29.542165928349537,1007.8915069854908,915.6445209136845,1.0078915069854908,0.9156445209136844,-94.17052209970552
CPT,2016-12-20,2017-03-08,82.28111786270141,80.76959255981446,11.84705914940947,974.7892701989556,956.8821405298248,0.9747892701989556,0.9568821405298249,-19.838801079859536
AMCR,2017-03-08,2017-03-10,53.67682652664184,52.823573474884036,18.643416460698763,1000.7194312248665,984.8118792345836,1.0007194312248666,0.9848118792345836,-17.893083300742433
HIG,2016-09-13,2017-03-22,41.57077423667908,47.426275762557985,22.3324062708548,928.375419247501,1059.142858243039,0.928375419247501,1.0591428582430389,128.77992071804738
TKO,2017-03-24,2017-05-04,21.760875,20.439775762557986,45.61953223105342,992.7209384384245,932.4530091955185,0.9927209384384245,0.9324530091955184,-62.19310319054
ICE,2017-03-10,2017-05-09,60.36016683197021,59.200384542465216,16.492916106437,995.5151677302259,976.3869757276887,0.995515167730226,0.9763869757276886,-21.100094145995172
PCG,2016-12-23,2017-05-18,61.42069438934326,65.53721469497681,15.80861097068444,970.975863150428,1036.052331215112,0.970975863150428,1.036052331215112,63.06943987031832
ROL,2016-10-27,2017-06-28,13.357786967754363,18.395241518974306,69.6500671773396,930.3707596446827,1281.229807539947,0.9303707596446827,1.2812298075399469,348.64744732807947
CL,2017-05-18,2017-06-30,74.00698622131347,74.27284255981446,13.98085890765564,1034.6812325409987,1038.398132499287,1.0346812325409989,1.038398132499287,1.6438205932479377
DRI,2017-06-28,2017-07-14,93.20658366394042,88.68563835525514,11.426277918356172,1065.0043287646995,1013.346751213973,1.0650043287646995,1.013346751213973,-53.735928630705075
EBAY,2017-07-14,2017-08-11,36.928454847335814,35.142419847488405,28.577571203781506,1055.3255478453696,1004.2850054647843,1.0553255478453696,1.0042850054647843,-53.1001529338954
ALL,2017-05-04,2017-08-25,85.15255561065673,91.76409255981446,11.72232756018263,998.1861494547854,1075.6887512490628,0.9981861494547855,1.0756887512490627,75.42872689357341
PNC,2017-06-30,2017-08-30,126.06299999999999,126.48672805023195,8.40649860366541,1059.7484334738724,1063.3105027364813,1.0597484334738725,1.0633105027364813,1.439010326398602
GILD,2017-08-30,2017-10-17,75.85790969467163,79.96000000000001,13.973334485769625,1059.987945554953,1117.3078254821394,1.059987945554953,1.1173078254821394,55.14258415614927
ZTS,2017-10-17,2017-10-27,65.68282652664185,63.72811832237244,17.456057671796604,1146.563207895672,1112.4417087504112,1.146563207895672,1.1124417087504113,-36.38050406190678
TTD,2017-05-09,2017-11-13,4.032015209913253,5.104446374177933,247.3065474519817,997.1437608375239,1262.363009451731,0.997143760837524,1.2623630094517309,262.95974184391775
MRVL,2017-08-28,2017-12-07,17.07853469467163,22.088950381278995,62.01994827434401,1059.2098383651241,1369.9555600814747,1.059209838365124,1.3699555600814748,308.31655631790386
PM,2017-12-07,2017-12-21,107.52373622131347,104.44775,10.662335560145968,1146.4541562722657,1113.656959002236,1.1464541562722657,1.1136569590022358,-35.05730838530417
INVH,2017-08-14,2018-01-10,22.33115969467163,22.75861545753479,48.20748960457343,1076.5291488389519,1097.1357180835926,1.076529148838952,1.0971357180835926,18.43290437771816
DVN,2017-12-21,2018-02-01,39.86992347335815,41.65916030502319,28.93731387617167,1153.7284897675095,1205.5041975642077,1.1537284897675095,1.2055041975642078,49.41647510936673
WM,2017-10-27,2018-02-05,81.71083316802978,86.05694847488404,13.863643321682394,1132.8098465590604,1193.062839008192,1.1328098465590604,1.193062839008192,57.927119763564406
GIS,2017-11-13,2018-02-05,53.046510457992554,55.80208683013916,20.823307603623682,1104.6038045656196,1161.9840189881056,1.1046038045656197,1.1619840189881057,55.11362659893234
BSX,2018-01-10,2018-02-06,27.71385076332092,25.85706583881378,42.24684268706586,1170.8226934508389,1092.3793928414705,1.170822693450839,1.0923793928414705,-80.70650269566067
PEG,2018-02-01,2018-02-06,51.925951526641846,48.24586545753479,22.453600019210416,1165.9245461961245,1083.2933655641264,1.1659245461961245,1.0832933655641264,-84.88039854375825
HAS,2018-02-08,2018-03-14,101.06050713729857,89.68513835525513,11.0107014285123,1112.747070302831,987.496281004531,1.112747070302831,0.9874962810045311,-127.3510326496073
SWKS,2018-02-07,2018-03-23,103.55175,105.26733969497681,10.7455107119236,1112.7164388634346,1131.1513263080737,1.1127164388634347,1.1311513263080737,16.191019679467672
CDW,2018-03-14,2018-03-26,76.05800664138793,70.70462786483765,16.458441194593828,1251.7962296853102,1163.6879598990706,1.2517962296853102,1.1636879598990706,-90.52375397582409
ENPH,2018-02-08,2018-04-09,2.5212599809169767,4.157919847488404,441.3456282672314,1112.747070302831,1835.0797473745604,1.112747070302831,1.8350797473745604,719.384850254052
SW,2018-04-10,2018-04-25,42.41119438934326,42.978500000000004,29.295385472731095,1242.452287994741,1259.0717245397734,1.242452287994741,1.2590717245397733,14.11791253249794
TPR,2018-02-07,2018-05-02,48.95446530532837,46.9765,22.72962092269697,1112.7164388634346,1067.7580372750742,1.1127164388634347,1.0677580372750743,-47.138876064498845
YUM,2018-03-27,2018-05-03,84.28211786270141,80.44975286483765,15.494358338153827,1305.8973356632112,1246.517299103712,1.305897335663211,1.2465172991037121,-61.93245119426615
ARE,2018-05-02,2018-05-17,128.81437499999998,122.57867938995362,9.709573923142168,1250.7326964258561,1190.186748937898,1.2507326964258563,1.190186748937898,-62.986866933321835
TGT,2018-05-17,2018-05-24,75.21759030532837,71.214375,16.606887369963122,1249.1300504406183,1182.6491047473176,1.2491300504406184,1.1826491047473175,-68.91272484848878
COP,2018-03-26,2018-05-29,58.399183931350706,64.76760305023194,22.06174469087916,1288.387886049152,1428.8863227344234,1.288387886049152,1.4288863227344235,137.7811624764879
CDNS,2018-04-25,2018-06-28,39.97997908401489,42.698641220092775,31.784214289977676,1270.7322225151547,1357.1427624303026,1.2707322225151547,1.3571427624303025,83.78266493020237
LOW,2018-05-24,2018-07-03,93.89692347335814,95.202375,13.262560297465313,1245.3136093118985,1262.6272388994043,1.2453136093118986,1.2626272388994044,14.80568873929451
AMCR,2018-06-28,2018-07-05,52.52625,51.974000000000004,23.719700799572323,1245.9069341235356,1232.807729356972,1.2459069341235356,1.2328077293569721,-15.577919430043949
KDP,2018-07-03,2018-07-11,123.69181225204467,21.83907538127899,10.082398092198405,1247.1100918705786,220.19025195958446,1.2471100918705786,0.22019025195958447,-1028.3871402548243
DGX,2018-05-29,2018-07-25,106.12303469467163,105.697125,11.628806882587407,1234.0842762584596,1229.1314546697015,1.2340842762584596,1.2291314546697014,-7.416037319686211
AVY,2018-07-25,2018-08-23,115.5077219467163,106.07693225479126,9.157048867850522,1057.7098544801713,971.3516524087928,1.0577098544801713,0.9713516524087928,-88.3872635782675
BX,2018-07-05,2018-09-10,34.287135457992555,35.40228816986084,36.22015539598024,1241.8853743715144,1282.2763788856325,1.2418853743715144,1.2822763788856326,37.86684276086089
ACGL,2018-07-11,2018-09-26,28.074029465675352,29.735125,37.60024042663208,1055.5902576537464,1118.0478491159581,1.0555902576537464,1.1180478491159582,60.28395335544201
LOW,2018-08-23,2018-10-04,106.98346530532837,111.694125,9.845942993888134,1053.353100684872,1099.7339875022153,1.053353100684872,1.0997339875022154,44.227799729156004
CDW,2018-05-03,2018-10-08,76.14805561065674,85.04745133972169,16.088851396276816,1225.1347508352794,1368.315806236866,1.2251347508352795,1.3683158062368659,140.58760484451432
CPAY,2018-09-26,2018-10-08,226.88338927459716,218.58065744018555,4.755138204599883,1078.8618723287443,1039.3812349803861,1.0788618723287444,1.0393812349803861,-41.59888045566731
AVGO,2018-09-10,2018-10-11,23.477732603073118,23.18540200328827,44.973567987256004,1055.8774034109258,1042.7302533067466,1.0558774034109257,1.0427302533067466,-15.245757760896822
AAPL,2018-10-04,2018-10-11,57.72384719467163,53.60318606758118,18.528526748087945,1069.5378467490145,993.1880668359129,1.0695378467490146,0.9931880668359129,-78.41250582668658
FE,2018-10-08,2018-10-29,38.019,36.83157347488404,27.366255464569168,1040.437666507455,1007.9422488757261,1.040437666507455,1.0079422488757261,-34.543797547112035
KDP,2018-10-11,2018-11-21,23.50174477100372,26.25686545753479,43.44877958509151,1021.1221284204175,1140.828759859832,1.0211221284204175,1.140828759859832,117.54468055113409
CBOE,2018-10-11,2018-12-06,102.36115255737305,103.52821183013917,9.975680254753701,1021.1221284204177,1032.7643385638778,1.0211221284204177,1.0327643385638778,9.588323676475966
ERIE,2018-10-29,2018-12-14,131.15554133605957,130.12490744018555,7.838449319501394,1028.0560637344731,1019.9774921747044,1.0280560637344731,1.0199774921747045,-10.12660511567799
PNW,2018-10-08,2018-12-26,82.05100713729858,84.95750000000001,12.680376546340954,1040.437666507455,1077.2930904357618,1.040437666507455,1.0772930904357618,34.73769317136362
WEC,2018-11-21,2018-12-26,72.00598622131348,67.70612786483765,14.860425291878817,1070.0395788098845,1006.1418549378146,1.0700395788098844,1.0061418549378147,-65.97390530581754
HSY,2018-12-14,2018-12-26,109.70482652664184,103.45824713516235,9.722366997189647,1066.590584855038,1005.8590475339928,1.066590584855038,1.0058590475339928,-62.80398695343433
KMX,2018-12-27,2019-01-24,61.98097576332092,59.14041316986084,16.128919615104426,999.6861757523388,953.8709700207487,0.9996861757523389,0.9538709700207487,-47.7687628773632
RMD,2019-01-02,2019-01-28,112.04599286270141,94.12291316986085,8.908601395084206,998.1730883302567,838.503515574412,0.9981730883302568,0.8385035155744119,-161.50624935974952
JBL,2018-12-28,2019-03-08,24.392189160346984,26.766610686302187,41.34773854538054,1008.5618599514922,1106.7388204032115,1.0085618599514923,1.1067388204032116,96.06165977136459
TPL,2018-12-31,2019-03-11,62.35783111953735,78.84944105529786,16.118110717219004,1005.0904260703477,1270.9040209201246,1.0050904260703477,1.2709040209201246,263.53760040278644
NVDA,2019-03-13,2019-05-08,4.102800344467163,4.297850190639496,286.7849655509489,1176.6214554504365,1232.558818865687,1.1766214554504366,1.232558818865687,53.52818314093429
ZS,2018-12-07,2019-06-04,42.63130561065674,67.96600000000001,25.037701257648884,1067.3898941031541,1701.7124036773641,1.067389894103154,1.701712403677364,631.5534072764294
CPAY,2019-05-09,2019-06-04,265.7227913360596,252.58365171051028,4.60408090216913,1223.4092288614247,1162.9155670404996,1.2234092288614247,1.1629155670404996,-62.879986616826955
AMT,2019-01-28,2019-06-27,167.02347244262694,206.82652767944336,6.175100507151549,1031.3867293866783,1277.1745959657246,1.0313867293866783,1.2771745959657246,243.47930525369384
COP,2019-06-27,2019-08-05,62.61129183197021,55.52222423744202,20.208492740241375,1265.279836443504,1122.0204654244008,1.265279836443504,1.1220204654244008,-145.64667132097134
COO,2019-06-04,2019-08-26,76.23309719467163,80.80957347488403,16.300649249568092,1242.6489785785755,1317.248513221286,1.2426489785785755,1.317248513221286,72.03963715091072
SW,2019-08-26,2019-09-04,30.425204847335813,29.13542461872101,42.58184505304003,1295.561358516256,1240.6401366689058,1.295561358516256,1.240640136668906,-57.45742334253532
EXR,2019-03-12,2019-09-10,99.0495,117.55119561004639,11.844343217534105,1173.1762735251443,1392.316706436878,1.1731762735251443,1.392316706436878,216.5749399317715
AMT,2019-08-05,2019-09-10,214.7373198852539,222.71858683013917,5.968185288859394,1281.5921135082663,1329.2257934751904,1.2815921135082662,1.3292257934751903,45.022862059940735
YUM,2019-06-04,2019-09-13,105.0525,113.11341316986085,11.828837758059784,1242.6489785785755,1338.0002126466668,1.2426489785785755,1.3380002126466668,92.77058487686622
MDLZ,2019-09-04,2019-09-16,55.857916831970215,53.86305438995362,23.350186483530415,1304.292774608037,1257.7123645779586,1.304292774608037,1.2577123645779587,-49.14241516926427
GOOGL,2019-09-16,2019-10-03,61.552760358810424,59.13741631698609,20.448410870665843,1258.6561340405885,1209.2661866793499,1.2586561340405886,1.20926618667935,-51.85786968195862
TAP,2019-09-10,2019-10-29,55.82789923667907,54.63266984748841,22.915376179625145,1279.3173123267084,1251.9281812524607,1.2793173123267083,1.2519281812524607,-29.92037656782668
DOC,2019-10-04,2019-11-05,36.33815969467163,35.76210877990723,34.17241405256003,1241.7626389943673,1222.0775886196823,1.2417626389943672,1.2220775886196824,-22.148890602298934
TER,2019-09-10,2019-11-22,57.41869438934326,62.198884542465215,22.28050160200344,1279.3173123267084,1385.8223466912232,1.2793173123267083,1.3858223466912232,103.83989470549704
QCOM,2019-10-29,2019-11-27,82.791375,85.11742366027832,15.279440940978294,1265.0059247348868,1300.546647865451,1.2650059247348868,1.300546647865451,32.97517055796379
MGM,2019-11-05,2020-01-22,30.004994771003723,32.61368606758118,42.48058138227898,1274.629622244479,1385.4483451699803,1.2746296222444788,1.3854483451699804,108.15864495808682
BBY,2019-11-27,2020-02-03,82.3311459159851,85.34730438995362,15.644245548946484,1288.0086630358135,1335.1941868171127,1.2880086630358134,1.3351941868171127,44.56232093144649
JNJ,2019-11-22,2020-02-25,136.7183188934326,145.91701049041748,9.378455600542539,1282.2066835228738,1368.4762042482803,1.2822066835228738,1.3684762042482803,83.61883783763528
IBM,2020-02-03,2020-02-25,137.9752641906738,139.99689158630372,9.58488533948115,1322.477086952228,1341.8541537384945,1.3224770869522282,1.3418541537384945,16.712735545575697
BXP,2019-09-13,2020-02-26,133.55675049591065,137.1713854904175,9.444933721049932,1261.4346564326786,1295.5746443815835,1.2614346564326786,1.2955746443815837,31.58297864809083
SJM,2020-01-22,2020-03-02,107.87390969467162,103.44825,12.459443051074697,1344.0488345375356,1288.907579608338,1.3440488345375357,1.288907579608338,-57.774211343343495
CME,2020-02-27,2020-03-02,220.51019389343261,198.36077671051027,5.997722342043965,1322.5589165630875,1189.7128622618216,1.3225589165630875,1.1897128622618216,-135.35832608009082
ES,2020-03-03,2020-03-12,93.07651377868652,83.67814122009278,13.832475002023253,1287.478550119154,1157.475796642705,1.2874785501191541,1.1574757966427052,-132.44770782321098
AEE,2020-03-03,2020-03-13,84.21208316802978,75.62217366027832,15.288525134216506,1287.478550119154,1156.1515027092505,1.2874785501191541,1.1561515027092506,-133.770677462732
DG,2020-03-11,2020-03-13,163.17154133605956,148.63565171051027,7.419865764200385,1210.7109332512364,1102.8565834664275,1.2107109332512365,1.1028565834664275,-110.16791730152659
MRNA,2020-02-26,2020-03-16,29.064524236679077,23.748120228767398,45.36090152390276,1318.3930217390846,1077.236143074921,1.3183930217390847,1.077236143074921,-243.55250782897747
SJM,2020-03-18,2020-03-24,114.99747244262694,96.79157633972169,10.37281350931879,1192.847335690396,1004.0009706449262,1.192847335690396,1.0040009706449262,-191.0432133518052
ERIE,2020-03-18,2020-05-14,168.9844438934326,158.44074427032473,7.0589180175818225,1192.847335690396,1118.420224448869,1.192847335690396,1.118420224448869,-76.73837880166639
CPB,2020-05-15,2020-05-20,53.0265,49.52522423744202,23.46123230206622,1244.0670346655145,1161.9227906465476,1.2440670346655145,1.1619227906465477,-84.55023384427886
MCK,2020-05-20,2020-06-12,140.1700561065674,150.35477767944337,8.804982365945772,1234.1948722519553,1323.871166103196,1.2341948722519553,1.3238711661031959,87.1182278128856
SW,2020-06-17,2020-06-22,33.25662167930603,31.9040400762558,37.48366045008311,1246.5799147439798,1195.880205204216,1.2465799147439798,1.1958802052042161,-53.14216965971195
FTNT,2020-03-25,2020-07-14,19.905947908401487,26.548719274520874,54.37580770660317,1082.4019956848988,1443.6080541279362,1.082401995684899,1.4436080541279361,358.6800483932245
INCY,2020-06-22,2020-08-06,104.89241633605957,97.75110305023193,11.946145194738143,1253.0600353774907,1167.7488699838814,1.2530600353774908,1.1677488699838814,-87.73197429897073
CLX,2020-03-03,2020-08-12,173.1665418319702,223.40824427032473,7.434915177600772,1287.478550119154,1661.021346126578,1.2874785501191541,1.6610213461265781,370.5942961111782
HRL,2020-03-18,2020-09-09,45.842909694671626,50.60468606758118,26.020323396467177,1192.847335690396,1316.7502968551591,1.192847335690396,1.3167502968551592,121.39336353221756
RVTY,2020-07-14,2020-09-09,104.47220816802978,112.63365744018556,11.898256274503932,1243.0371063465413,1340.1441213580144,1.2430371063465413,1.3401441213580145,94.52383378376862
ERIE,2020-09-15,2020-09-24,224.96243110656738,204.3677662200928,5.660262706403315,1273.3464591343284,1156.7752455265424,1.2733464591343284,1.1567752455265425,-119.0013353124466
MSTR,2020-08-12,2020-09-25,13.508750854969025,14.609691126346588,95.33873210756968,1287.9071788697947,1392.8694284690953,1.2879071788697947,1.3928694284690952,102.28147299196166
JBL,2020-09-25,2020-10-29,34.48723622131347,31.484250000000003,36.171079945257794,1247.44057845212,1138.8193237664827,1.24744057845212,1.1388193237664828,-111.0075145878559
VMC,2020-09-15,2020-11-05,130.97545866394043,132.9335,9.72202328683198,1273.3464591343284,1292.382582600079,1.2733464591343284,1.2923825826000792,16.470394424016376
POOL,2020-09-29,2020-11-10,325.7727903442383,322.5186526794434,3.8609996758562026,1257.8086379218746,1245.24441345291,1.2578086379218747,1.2452444134529101,-15.067277520339303
BIIB,2020-11-05,2020-11-10,348.174,241.1193854904175,3.72673785640359,1297.5532264154633,898.5887418199094,1.2975532264154634,0.8985887418199094,-401.16062656378926
CBRE,2020-10-30,2021-01-05,50.52525,59.10043606758118,25.66731000690539,1296.8472549263965,1516.9492140898985,1.2968472549263965,1.5169492140898986,217.28816269448566
AIZ,2020-08-06,2021-01-26,121.62077755737305,133.40326622009277,10.765601038921293,1309.3207692260708,1436.1663414145246,1.3093207692260709,1.4361663414145247,124.10008507781322
BKNG,2020-11-10,2021-01-26,83.22519318008422,81.29413331985474,14.649618725584327,1219.2173484513348,1190.9280577626928,1.219217348451335,1.1909280577626928,-30.699436094856082
HWM,2020-11-10,2021-01-26,22.561274236679075,26.126929389953613,54.040269873994426,1219.2173484513348,1411.9063152118897,1.219217348451335,1.4119063152118898,190.0578430968917
CLX,2021-01-26,2021-02-05,210.36512450408935,191.904,6.048824920329397,1272.461807468532,1160.7936975108926,1.272461807468532,1.1607936975108926,-114.10136546261879
WST,2021-01-05,2021-02-22,284.8123484344482,280.67959732055664,4.495317078155935,1280.321813987074,1261.7437873250292,1.280321813987074,1.2617437873250292,-21.12009226335681
MRNA,2021-01-26,2021-02-25,145.22256889343262,150.70460877990723,8.762149142274788,1272.461807468532,1320.4962585577216,1.272461807468532,1.3204962585577216,45.441493023163275
ALGN,2021-02-05,2021-03-04,622.4010718688965,523.4381622009278,2.0757582829702312,1291.954180261412,1086.5311008112913,1.2919541802614118,1.0865311008112912,-207.80156473119337
STT,2021-03-04,2021-04-19,79.41968725204467,80.12991316986084,15.808958727333154,1255.5425579052812,1266.7704901271195,1.2555425579052812,1.2667704901271195,8.705619173805871
RCL,2021-02-22,2021-04-21,79.60978469467163,81.10942652511598,15.94862450741785,1269.6665632116985,1293.5837876610722,1.2696665632116986,1.2935837876610723,21.353974098500885
PWR,2021-02-25,2021-05-19,84.042,92.28383683013917,15.382165476316992,1292.7479509606326,1419.5252489106372,1.2927479509606326,1.4195252489106371,124.06502475013349
FRT,2021-04-22,2021-07-07,109.71483366394042,116.15189408493043,11.595586432493368,1272.2078366768542,1346.849327159626,1.272207836676854,1.346849327159626,72.02243331893533
APO,2021-04-19,2021-07-16,51.51574667930603,59.28034637260437,24.920888017138907,1283.818154114281,1477.31887356888,1.283818154114281,1.47731887356888,190.73958242691583
TGT,2021-05-20,2021-08-19,218.38913877868652,244.40773377990723,5.928051796025722,1294.6221263695031,1448.8617051965555,1.2946221263695032,1.4488617051965555,151.49609499548637
DUK,2021-07-16,2021-09-14,104.15204847335815,102.94850000000001,13.276488419207807,1382.7734653933096,1366.7945680248151,1.3827734653933097,1.3667945680248152,-18.728465401912445
TRI,2021-01-26,2021-09-24,86.2424786567688,117.40751443481446,14.754467024686587,1272.461807468532,1732.2853001788844,1.272461807468532,1.7322853001788845,456.8187456027051
WM,2021-07-07,2021-09-29,142.84138927459716,150.42475000000002,9.712045741352089,1387.2821063931674,1460.9320526314527,1.3872821063931675,1.4609320526314529,70.80173207926077
NWS,2021-09-24,2021-10-28,23.591789923667907,22.6586650762558,60.97183738034767,1438.4347787372044,1381.5404422852318,1.4384347787372045,1.381540442285232,-59.71431167299511
