strategy,initial_capital,final_equity,net_profit,return_pct,max_drawdown_pct,sharpe,trades,win_rate,profit_factor
SuperTrend Only,5000.0,5624.3350240737,624.3350240737,12.486700481474,35.7416048792958,0.1479065538175336,320,41.875,1.0385758757350256
