date,position_change,capital_change,positions,capital_deployed
2015-09-17,0,2.887171190305935,4,3949.54669079164
2015-09-18,0,-36.88531764807601,4,3912.6613731435637
2015-09-22,1,884.5433114679196,5,4797.204684611484
2015-09-25,0,-20.81079390088871,5,4776.393890710595
2015-09-28,0,-4.977445888477746,5,4771.416444822117
2015-09-29,-2,-1726.7919171934122,3,3044.624527628705
2015-10-01,1,891.0286601551708,4,3935.6531877838756
2015-10-05,1,852.5998361408539,5,4788.25302392473
2015-10-06,0,-16.302155064768044,5,4771.950868859962
2015-10-07,0,-18.947278643985783,5,4753.003590215976
2015-10-08,0,-13.806715422680895,5,4739.196874793295
2015-10-09,0,-20.679364622697904,5,4718.517510170597
2015-10-12,0,-7.461759474360974,5,4711.055750696236
2015-10-19,0,-21.91349152226485,5,4689.142259173971
2015-10-22,-1,-883.7863096041332,4,3805.355949569838
2015-10-23,1,896.5980199116013,5,4701.953969481439
2015-10-26,-1,-812.6118929780648,4,3889.3420765033743
2015-10-27,-1,-904.82197382592,3,2984.5201026774544
2015-10-28,0,-24.69700986120756,3,2959.8230928162466
2015-10-29,1,910.1435283377218,4,3869.9666211539684
2015-10-30,0,-27.18364323186279,4,3842.7829779221056
2015-11-02,-1,-938.6165951477684,3,2904.1663827743373
2015-11-03,2,1842.2217521215637,5,4746.388134895901
2015-11-04,-1,-960.1690937066085,4,3786.2190411892925
2015-11-05,1,944.8783428852455,5,4731.097384074538
2015-11-06,-3,-2948.0231903778204,2,1783.0741936967179
2015-11-09,2,1915.4588959605217,4,3698.5330896572395
2015-11-13,1,932.506729698746,5,4631.039819355986
2015-11-16,-1,-991.2292783355444,4,3639.8105410204416
2015-11-17,0,85.91547842747491,4,3725.7260194479168
2015-11-18,1,957.9422539584916,5,4683.668273406409
2015-11-19,-1,-960.047165313958,4,3723.621108092451
2015-11-20,1,973.5353049946758,5,4697.156413087127
2015-11-23,0,-2.779708587050777,5,4694.376704500076
2015-11-24,0,-2.2873388832014143,5,4692.089365616875
2015-11-27,-1,-986.3558761407772,4,3705.7334894760975
2015-11-30,1,977.1979631260668,5,4682.931452602164
2015-12-01,0,-61.662813525364186,5,4621.2686390768
2015-12-02,0,-22.227698426056804,5,4599.040940650743
2015-12-07,0,1.4192324222506159,5,4600.460173072994
2015-12-08,-1,-965.348748207129,4,3635.1114248658646
2015-12-10,-1,-836.877802119481,3,2798.233622746384
2015-12-14,-1,-864.2617687188206,2,1933.9718540275633
2015-12-15,0,36.98396709936617,2,1970.9558211269295
2015-12-16,1,922.760847602394,3,2893.716668729324
2015-12-17,1,849.4978599468825,4,3743.214528676206
2015-12-18,1,951.6252843906304,5,4694.8398130668365
2015-12-24,0,-14.854750758462046,5,4679.985062308375
2015-12-29,0,-9.219862470261091,5,4670.765199838113
2015-12-30,0,2.3375289940638595,5,4673.1027288321775
2016-01-05,-1,-934.6966024091524,4,3738.406126423025
2016-01-06,-1,-899.3967535430442,3,2839.0093728799807
2016-01-07,-1,-898.3699471132423,2,1940.6394257667384
2016-01-08,1,929.4829734304888,3,2870.1223991972274
2016-01-11,1,923.8052639811864,4,3793.9276631784137
2016-01-19,0,4.384858341209565,4,3798.3125215196233
2016-01-20,-1,-941.7536519405696,3,2856.558869579054
2016-01-22,1,921.4005881682212,4,3777.9594577472753
2016-01-25,1,893.2069624938636,5,4671.166420241139
2016-01-27,0,-39.82385573436443,5,4631.342564506775
2016-01-29,-1,-836.052316014372,4,3795.2902484924025
2016-02-01,0,-48.59494577325836,4,3746.695302719144
2016-02-02,1,910.875845404388,5,4657.571148123532
2016-02-03,0,-19.576828828337966,5,4637.994319295194
2016-02-05,0,-71.87404405184361,5,4566.120275243351
2016-02-08,0,79.47295246720171,5,4645.593227710553
2016-02-09,-1,-919.1943197767916,4,3726.3989079337616
2016-02-10,0,32.875228790363394,4,3759.274136724125
2016-02-11,1,879.4571580170715,5,4638.7312947411965
2016-02-17,0,13.111695584615063,5,4651.842990325811
2016-02-18,0,-63.85764563931377,5,4587.985344686497
2016-02-19,0,-0.4594229434463841,5,4587.525921743051
2016-02-22,0,-19.665978067935043,5,4567.8599436751165
2016-02-23,0,15.638457771221283,5,4583.498401446338
2016-02-24,0,8.362739425663335,5,4591.861140872002
2016-02-25,0,-34.62833960175931,5,4557.232801270242
2016-02-26,0,-8.769412530296563,5,4548.463388739945
2016-02-29,0,-18.1394933159562,5,4530.323895423989
2016-03-01,0,-11.313864505139236,5,4519.010030918849
2016-03-02,0,-16.5659973407885,5,4502.444033578061
2016-03-03,0,3.9214938394788987,5,4506.36552741754
2016-03-04,0,-91.94880970489294,5,4414.416717712647
2016-03-07,0,-46.053523936472175,5,4368.363193776175
2016-03-08,0,-7.095233726444121,5,4361.26796004973
2016-03-11,0,5.401506762621011,5,4366.669466812351
2016-03-14,0,8.070788907489714,5,4374.74025571984
2016-03-15,0,9.446872377158115,5,4384.187128096998
2016-03-16,0,-13.104192640568272,5,4371.08293545643
2016-03-17,-1,-1110.398151687791,4,3260.684783768639
2016-03-21,1,1101.8334781063068,5,4362.518261874946
2016-03-28,-1,-1119.0641551153185,4,3243.4541067596274
2016-03-29,-1,-840.4642268486484,3,2402.9898799109787
2016-03-30,0,-52.416373406175126,3,2350.573506504804
2016-03-31,-1,-991.8270761348938,2,1358.74643036991
2016-04-04,1,1074.6539738052975,3,2433.4004041752078
2016-04-05,-1,-1093.8605663122005,2,1339.5398378630073
2016-04-07,-1,-1141.1637335489486,1,198.3761043140587
2016-04-14,-1,-1130.168784472913,0,-931.7926801588544
2016-04-19,2,2204.4422865700076,2,1272.6496064111532
2016-04-20,1,1103.640230881491,3,2376.2898372926443
2016-04-21,-1,-1147.2173395515517,2,1229.0724977410925
2016-04-22,-1,-1047.9399676361238,1,181.13253010496874
2016-04-25,0,-9.285382931742333,1,171.8471471732264
2016-04-27,1,1096.9530221713735,2,1268.8001693446
2016-04-28,-1,-1106.9056456240617,1,161.89452372053825
2016-04-29,1,1097.35434569654,2,1259.2488694170781
2016-05-03,0,-15.709374504971038,2,1243.539494912107
2016-05-04,0,5.477722562507779,2,1249.0172174746149
2016-05-05,2,2182.876338789258,4,3431.893556263873
2016-05-06,1,1089.7991687174358,5,4521.692724981309
2016-05-09,-1,-1062.1152606734838,4,3459.577464307825
2016-05-10,-2,-2187.8594946366434,2,1271.7179696711814
2016-05-11,2,2176.0816065827034,4,3447.799576253885
2016-05-12,-1,-1125.8918739566143,3,2321.9077022972706
2016-05-13,1,1096.6164041712873,4,3418.524106468558
2016-05-17,1,1101.6739136418269,5,4520.198020110385
2016-05-19,-1,-1116.2724493541425,4,3403.9255707562425
2016-05-20,1,1082.1604263615889,5,4486.0859971178315
2016-05-23,0,-12.464977488808472,5,4473.621019629023
2016-05-25,0,-19.433245220194067,5,4454.187774408829
2016-05-26,0,-35.872068910883854,5,4418.315705497945
2016-05-27,-1,-1102.5564583392093,4,3315.7592471587354
2016-05-31,1,1105.7851029378137,5,4421.544350096549
2016-06-02,0,2.2042543253755866,5,4423.748604421925
2016-06-03,0,-45.54937801236383,5,4378.199226409561
2016-06-06,0,110.65668407408953,5,4488.85591048365
2016-06-07,0,-19.892747699927895,5,4468.9631627837225
2016-06-08,0,3.843323262332433,5,4472.8064860460545
2016-06-09,-1,-1125.1655849907747,4,3347.6409010552798
2016-06-22,-1,-957.8543753472308,3,2389.786525708049
2016-06-23,1,1071.6388615412577,4,3461.4253872493064
2016-06-24,0,47.19213974871218,4,3508.6175269980185
2016-06-27,-3,-3101.921909273964,1,406.6956177240545
2016-06-29,3,3026.1716160748397,4,3432.867233798894
2016-06-30,1,985.1115916335293,5,4417.978825432423
2016-07-01,0,-10.40080257481577,5,4407.578022857608
2016-07-06,0,-8.493889627423755,5,4399.084133230184
2016-07-08,0,-28.803492627590913,5,4370.280640602594
2016-07-11,0,3.0126275643622193,5,4373.293268166956
2016-07-12,0,24.387841132616813,5,4397.681109299573
2016-07-13,0,26.84473512288946,5,4424.525844422463
2016-07-15,0,-25.158091714287252,5,4399.367752708175
2016-07-19,0,-20.80084280100175,5,4378.566909907174
2016-07-20,-1,-915.5952456502948,4,3462.971664256879
2016-07-21,0,-3.6285755184518393,4,3459.3430887384275
2016-07-25,0,1.9637023826263658,4,3461.3067911210537
2016-07-29,-1,-1060.1928584322995,3,2401.113932688754
2016-08-01,0,-12.645876527763448,3,2388.4680561609907
2016-08-02,0,1.439720230957164,3,2389.9077763919477
2016-08-03,1,1018.7261038228816,4,3408.6338802148293
2016-08-04,-2,-2079.7563399356895,2,1328.8775402791398
2016-08-05,1,1097.5800718804016,3,2426.4576121595414
2016-08-08,2,1997.3837657287681,5,4423.84137788831
2016-08-10,-1,-1024.6975787492015,4,3399.143799139108
2016-08-11,1,996.0004650136216,5,4395.14426415273
2016-08-29,-1,-1016.5219467989044,4,3378.6223173538256
2016-08-30,-1,-1019.9039263718894,3,2358.718390981936
2016-09-06,1,1007.5573750260596,4,3366.2757660079956
2016-09-07,0,-55.02153929042754,4,3311.254226717568
2016-09-08,0,86.40061141632043,4,3397.6548381338885
2016-09-09,-1,-1024.668805970306,3,2372.9860321635824
2016-09-12,-2,-1887.330999695756,1,485.65503246782646
2016-09-21,1,986.3569266648032,2,1472.0119591326297
2016-09-22,2,1969.8154822778383,4,3441.827441410468
2016-09-23,0,-5.908195995811866,4,3435.919245414656
2016-09-26,0,-8.536118324805784,4,3427.38312708985
2016-09-27,0,-11.975248095856955,4,3415.407878993993
2016-09-28,1,984.5612325186946,5,4399.969111512688
2016-10-04,-1,-940.307248922093,4,3459.661862590595
2016-10-05,-2,-1853.6061620893702,2,1606.0557005012247
2016-10-06,2,1907.0734552238312,4,3513.129155725056
2016-10-07,0,-7.902174088791412,4,3505.2269816362646
2016-10-10,-1,-961.4453671467552,3,2543.7816144895096
2016-10-11,1,947.9765936345508,4,3491.7582081240603
2016-10-12,-1,-939.1864045848062,3,2552.5718035392542
2016-10-13,1,943.7020005173866,4,3496.273804056641
2016-10-17,-1,-890.0231029942922,3,2606.2507010623485
2016-10-18,1,930.2089417457336,4,3536.459642808082
2016-10-21,0,6.605439761775642,4,3543.0650825698576
2016-10-24,0,-94.73684543912145,4,3448.328237130736
2016-10-26,0,-2.930905426362415,4,3445.3973317043738
2016-10-27,0,-5.1125032483461155,4,3440.2848284560278
2016-11-03,1,926.8520163141826,5,4367.136844770211
2016-11-07,0,-29.654339176296617,5,4337.4825055939145
2016-11-08,0,-8.923548065350019,5,4328.558957528565
2016-11-09,0,23.02573857002733,5,4351.584696098592
2016-11-10,0,-69.54584600964563,5,4282.038850088946
2016-11-14,0,82.02046271285167,5,4364.059312801797
2016-11-16,0,-39.88576115549199,5,4324.173551646305
2016-11-18,0,-42.8200156927511,5,4281.353535953554
2016-11-22,0,14.72112114410379,5,4296.074657097657
2016-11-23,0,-29.29854115077046,5,4266.776115946886
2016-11-25,0,-11.73078151802963,5,4255.045334428857
2016-11-30,-1,-975.1279692740384,4,3279.917365154819
2016-12-01,0,-64.15866186305323,4,3215.758703291766
2016-12-02,-1,-912.0335823513076,3,2303.7251209404585
2016-12-06,1,981.4470987018032,4,3285.1722196422616
2016-12-07,1,985.4795105088972,5,4270.6517301511585
2016-12-08,0,-1.117714984963186,5,4269.534015166195
2016-12-09,0,-11.242163005719021,5,4258.291852160476
2016-12-12,0,-5.9433890174356065,5,4252.34846314304
2017-01-04,-1,-1054.318293464727,4,3198.030169678313
2017-01-05,1,1055.3286266108698,5,4253.358796289183
2017-01-06,0,-5.377175717825253,5,4247.981620571358
2017-01-09,0,-14.198772052508161,5,4233.782848518849
2017-01-10,0,-11.40485964554648,5,4222.3779888733025
2017-01-11,0,-20.374852444900625,5,4202.003136428402
2017-01-12,0,-8.239012589007984,5,4193.764123839394
2017-01-25,0,-1.4130258058539766,5,4192.35109803354
2017-01-26,-2,-2049.3322977496764,3,2143.018800283864
2017-01-27,-1,-1025.1487761740448,2,1117.8700241098193
2017-01-31,0,-2.3976897259512953,2,1115.472334383868
2017-02-02,2,2086.6518016722252,4,3202.1241360560934
2017-02-03,-1,-1069.7976859883397,3,2132.3264500677537
2017-02-06,2,2104.001708691349,5,4236.328158759103
2017-02-08,-2,-2065.664933934551,3,2170.663224824552
2017-02-09,2,2096.2395048239855,5,4266.902729648537
2017-02-10,0,-46.39434217262692,5,4220.50838747591
2017-02-13,-3,-3273.8078415964947,2,946.7005458794156
2017-02-14,3,3275.9671094108016,5,4222.667655290217
2017-02-15,0,47.89914061824152,5,4270.5667959084585
2017-02-16,0,-21.304486505122668,5,4249.262309403336
2017-02-21,-1,-1063.8787051712773,4,3185.383604232059
2017-02-22,-2,-2255.851693488005,2,929.5319107440541
2017-02-23,1,1113.84376068341,3,2043.375671427464
2017-02-24,0,-2.6281894891283173,3,2040.7474819383358
2017-02-27,1,1106.8172659865386,4,3147.5647479248746
2017-02-28,1,1113.6727777387905,5,4261.237525663665
2017-03-02,0,-13.327573296995752,5,4247.909952366669
2017-03-22,-1,-1067.0980594112098,4,3180.8118929554594
2017-03-27,0,47.64822600206162,4,3228.460118957521
2017-03-28,-1,-1083.7649537962695,3,2144.6951651612517
2017-03-29,1,1082.1721583304573,4,3226.8673234917087
2017-03-30,0,-54.73844420152113,4,3172.128879290188
2017-03-31,-1,-1091.0362502130092,3,2081.0926290771786
2017-04-03,1,1080.3665278333694,4,3161.459156910548
2017-04-04,1,1077.6808228256004,5,4239.139979736148
2017-04-10,0,-18.541119906310087,5,4220.598859829838
2017-04-11,0,-5.33279212481807,5,4215.26606770502
2017-04-12,0,-10.365592116388598,5,4204.900475588631
2017-04-13,-1,-1042.2052532002406,4,3162.69522238839
2017-04-18,0,-18.092826122603583,4,3144.6023962657864
2017-04-19,-2,-2204.7190767402362,2,939.8833195255502
2017-04-20,0,74.75159712737786,2,1014.634916652928
2017-04-21,0,-45.2344751782482,2,969.4004414746798
2017-04-24,1,1085.4019325573158,3,2054.802374031996
2017-04-25,1,1076.4297341302645,4,3131.2321081622604
2017-04-26,1,1080.3127008023212,5,4211.5448089645815
2017-04-27,0,-15.059460694980089,5,4196.485348269602
2017-04-28,0,-3.338277354888305,5,4193.147070914713
2017-05-03,-1,-1191.6063024480989,4,3001.5407684666143
2017-05-04,-1,-952.9446886773192,3,2048.596079789295
2017-05-05,2,2152.144528829496,5,4200.740608618791
2017-05-08,-1,-1081.0229271381866,4,3119.7176814806044
2017-05-11,1,1069.9653497758334,5,4189.683031256438
2017-05-18,-2,-2024.5754375003653,3,2165.1075937560727
2017-05-19,1,1042.2044843798992,4,3207.312078135972
2017-05-23,0,-51.183837357937364,4,3156.1282407780345
2017-06-01,1,1017.8643132457112,5,4173.9925540237455
2017-06-02,0,-44.269126086468304,5,4129.723427937277
2017-06-05,0,-0.2791575061135063,5,4129.444270431163
2017-06-12,0,-25.76343144551879,5,4103.680838985644
2017-06-13,0,-8.54211560929457,5,4095.13872337635
2017-06-16,0,-9.036162654512736,5,4086.102560721837
2017-06-20,0,2.318313257590944,5,4088.420873979428
2017-06-23,-2,-1991.9152300681221,3,2096.505643911306
2017-06-26,2,2070.1046709221655,5,4166.610314833471
2017-06-27,0,-51.02934319951282,5,4115.580971633959
2017-07-03,0,-8.928723758685464,5,4106.652247875274
2017-07-05,-1,-1094.8274876709918,4,3011.824760204282
2017-07-06,1,1048.5343665634543,5,4060.3591267677366
2017-07-11,-2,-2035.5772038762757,3,2024.781922891461
2017-07-12,2,2080.723818192032,5,4105.5057410834925
2017-07-14,-1,-1045.2839470928902,4,3060.2217939906022
2017-07-17,0,-17.743709671277657,4,3042.478084319325
2017-07-18,1,1075.665714833235,5,4118.14379915256
2017-07-20,0,14.318525095898622,5,4132.462324248459
2017-07-21,0,-20.814169118498967,5,4111.648155129959
2017-07-24,0,-13.266434496523289,5,4098.381720633436
2017-07-25,0,-3.995437421837778,5,4094.3862832115983
2017-07-26,0,-20.737521421928477,5,4073.64876178967
2017-07-27,0,-5.370755101914028,5,4068.278006687756
2017-07-28,0,1.0023852797808104,5,4069.2803919675366
2017-08-03,-1,-1075.1596733299136,4,2994.120718637623
2017-08-04,0,91.30534125140844,4,3085.4260598890314
2017-08-07,0,-4.289496957649362,4,3081.1365629313823
2017-08-08,0,-2.813288220051845,4,3078.3232747113307
2017-08-09,0,-17.615139197299186,4,3060.7081355140317
2017-08-10,-1,-1054.2556732724338,3,2006.452462241598
2017-08-15,1,1051.5095656342114,4,3057.9620278758093
2017-08-16,1,1042.6593186408636,5,4100.621346516673
2017-08-23,-1,-1051.432069257798,4,3049.189277258875
2017-08-25,-1,-984.012924093862,3,2065.176353165013
2017-08-28,1,1034.065809742396,4,3099.242162907409
2017-09-01,0,-35.46765020939006,4,3063.774512698019
2017-09-05,1,1032.2457498428632,5,4096.020262540882
2017-09-06,0,-7.681194669300794,5,4088.3390678715814
2017-09-07,0,-25.730261375699456,5,4062.608806495882
2017-09-08,0,-10.741663561510677,5,4051.8671429343713
2017-09-11,0,3.2119556354696215,5,4055.079098569841
2017-09-12,0,2.2722285750162428,5,4057.3513271448574
2017-09-13,0,9.883801771540902,5,4067.235128916398
2017-09-18,0,-18.415468752205243,5,4048.819660164193
2017-09-20,0,-36.8658314902691,5,4011.953828673924
2017-09-21,0,6.695743002770314,5,4018.649571676694
2017-09-26,0,-13.976031643146825,5,4004.6735400335474
2017-09-28,0,-41.851241457382,5,3962.8222985761654
2017-09-29,-1,-940.710058666672,4,3022.1122399094934
2017-10-02,1,1034.32108746341,5,4056.4333273729035
2017-10-04,0,-31.90231503442169,5,4024.5310123384816
2017-10-05,0,-15.352687508990357,5,4009.1783248294914
2017-10-10,0,26.828704480972874,5,4036.0070293104645
2017-10-12,0,-13.682868173127417,5,4022.324161137337
2017-10-16,-1,-985.4839905136728,4,3036.840170623664
2017-10-17,0,-10.599181661643456,4,3026.2409889620208
2017-10-18,0,-0.029678389814307593,4,3026.2113105722065
2017-10-19,-1,-1091.4390124582974,3,1934.772298113909
2017-10-20,-1,-1035.7251921774766,2,899.0471059364324
2017-10-23,3,3110.4405882678047,5,4009.4876942042374
2017-10-24,-1,-1065.5378236566123,4,2943.9498705476253
2017-10-25,-1,-972.279119841622,3,1971.6707507060032
2017-10-26,1,1012.9419899428638,4,2984.6127406488667
2017-10-27,0,-9.215031184513009,4,2975.3977094643537
2017-10-30,0,-5.7941967985066185,4,2969.603512665847
2017-10-31,1,1034.0603361732449,5,4003.6638488390918
2017-11-02,-1,-1064.1372358548906,4,2939.526612984201
2017-11-03,1,1033.6333899936387,5,3973.16000297784
2017-11-10,-1,-1048.8462270638422,4,2924.313775913998
2017-11-13,1,1025.687634316602,5,3950.0014102306004
2017-11-15,-1,-1042.6356088661053,4,2907.3658013644954
2017-11-16,-1,-997.7789786325244,3,1909.586822731971
2017-11-17,2,2060.6579186826284,5,3970.2447414145995
2017-11-20,-1,-1059.453136678797,4,2910.7916047358026
2017-11-21,1,1044.958626418431,5,3955.750231154234
2017-11-22,0,-3.5081176579371913,5,3952.242113496297
2017-11-29,0,2.0988965905376062,5,3954.3410100868346
2017-11-30,-1,-1027.9973168714657,4,2926.343693215369
2017-12-01,0,-41.7590907029612,4,2884.584602512408
2017-12-04,-1,-1099.576707736927,3,1785.007894775481
2017-12-05,2,2169.446370341715,5,3954.454265117196
2017-12-11,0,-22.104294174507913,5,3932.349970942688
2017-12-18,0,-36.27853276305359,5,3896.0714381796342
2017-12-19,0,2.4282498498898804,5,3898.499688029524
2017-12-20,-3,-3307.4578664371475,2,591.0418215923764
2017-12-21,1,1103.6589993998098,3,1694.7008209921862
2017-12-22,0,-29.136733421383724,3,1665.5640875708025
2017-12-29,-1,-1120.7406445920678,2,544.8234429787346
2018-01-03,1,1114.6582472677214,3,1659.481690246456
2018-01-04,-1,-1074.385414770745,2,585.0962754757111
2018-01-05,2,2230.6147602186015,4,2815.7110356943126
2018-01-08,1,1105.6935782384091,5,3921.404613932722
2018-01-09,-1,-1124.17635371807,4,2797.228260214652
2018-01-10,0,-3.440176913182995,4,2793.7880833014688
2018-01-12,1,1102.9468824200785,5,3896.7349657215473
2018-01-16,0,-38.41125718313333,5,3858.323708538414
2018-01-17,-2,-2215.0747775819573,3,1643.2489309564567
2018-01-18,2,2232.1758986821396,5,3875.4248296385963
2018-01-22,-1,-1140.5437415078145,4,2734.881088130782
2018-01-23,1,1090.695292905487,5,3825.5763810362687
2018-01-24,0,6.308888374085427,5,3831.8852694103543
2018-01-26,0,70.9407392351136,5,3902.826008645468
2018-01-31,-1,-1032.3186545183742,4,2870.507354127094
2018-02-01,0,-52.615071629474414,4,2817.89228249762
2018-02-06,-4,-4086.6462869739803,0,-1268.7540044763605
2018-02-07,1,1038.4008043081012,1,-230.35320016825926
2018-02-08,1,1033.7773599416914,2,803.4241597734322
2018-02-13,1,1030.735531245622,3,1834.1596910190542
2018-02-14,1,1026.6146198728322,4,2860.7743108918867
2018-02-15,1,1029.3562536031015,5,3890.130564494988
2018-02-16,0,-13.615671406662614,5,3876.514893088325
2018-02-20,0,-23.22305284998697,5,3853.2918402383384
2018-02-23,-1,-1082.4656582031912,4,2770.826182035147
2018-02-26,1,1040.792550216371,5,3811.618732251518
2018-02-27,0,-16.80401611069078,5,3794.814716140827
2018-03-05,0,-40.31991989005792,5,3754.494796250769
2018-03-06,0,57.93597529119643,5,3812.4307715419654
2018-03-08,0,-47.57718183088468,5,3764.8535897110805
2018-03-09,0,2.3326922950063818,5,3767.186282006087
2018-03-12,0,34.753830854847365,5,3801.9401128609343
2018-03-13,0,-24.465967184271904,5,3777.4741456766624
2018-03-19,0,-13.597930682245078,5,3763.8762149944173
2018-03-23,-2,-1918.8459170582348,3,1845.0302979361825
2018-03-26,-1,-962.628077737048,2,882.4022201991345
2018-03-27,0,-56.09154039933787,2,826.3106797997966
2018-03-28,2,2036.1714909927507,4,2862.4821707925475
2018-03-29,0,-13.887339596650918,4,2848.5948311958964
2018-04-02,1,1000.9389743739924,5,3849.533805569889
2018-04-06,0,-25.428807227027505,5,3824.1049983428616
2018-04-11,0,-12.54924598702803,5,3811.5557523558336
2018-04-12,-1,-1035.5243825003697,4,2776.0313698554637
2018-04-13,1,1017.2921661955528,5,3793.3235360510166
2018-04-16,0,-8.667465264982411,5,3784.6560707860344
2018-04-17,0,7.756533218162531,5,3792.412604004197
2018-04-18,0,-8.994629649441777,5,3783.417974354755
2018-04-19,0,-9.840988904846881,5,3773.5769854499085
2018-04-20,-1,-918.2492778129975,4,2855.327707636911
2018-04-23,0,67.013899948519,4,2922.3416075854298
2018-04-27,0,-17.6318335253884,4,2904.709774060041
2018-04-30,1,932.19428777338,5,3836.904061833421
2018-05-02,-1,-980.3551647461337,4,2856.5488970872875
2018-05-03,1,976.4308920967683,5,3832.979789184056
2018-05-04,-1,-974.7289630539256,4,2858.25082613013
2018-05-07,1,962.7176252606093,5,3820.9684513907396
2018-05-08,-1,-1012.400290425944,4,2808.5681609647954
2018-05-09,0,-17.791909122042625,4,2790.7762518427526
2018-05-10,1,1008.3619574212954,5,3799.138209264048
2018-05-11,0,-5.5843453423203755,5,3793.5538639217275
2018-05-14,0,8.980878839877164,5,3802.534742761605
2018-05-15,0,-26.261222302985402,5,3776.2735204586193
2018-05-17,0,-15.508074537063521,5,3760.7654459215555
2018-05-21,-1,-931.2222184302308,4,2829.5432274913246
2018-05-22,1,942.7708615605495,5,3772.3140890518744
2018-05-29,0,-45.6321315039811,5,3726.681957547893
2018-05-31,0,15.390777279693225,5,3742.0727348275864
2018-06-01,-1,-1014.4807654831208,4,2727.5919693444657
2018-06-04,1,1002.4670122146222,5,3730.058981559088
2018-06-05,0,-13.576209556806589,5,3716.4827720022813
2018-06-06,0,34.16973733677082,5,3750.652509339052
2018-06-07,0,-9.769879815986997,5,3740.8826295230647
2018-06-11,0,-12.679130006478431,5,3728.2034995165864
2018-06-13,-1,-1018.8389047889872,4,2709.364594727599
2018-06-14,1,1002.4604017214576,5,3711.824996449057
2018-06-15,0,-1.9341935651464155,5,3709.8908028839105
2018-06-18,0,-11.880336493497452,5,3698.010466390413
2018-06-22,0,55.85638758828725,5,3753.8668539787004
2018-06-25,0,0.39258730037067835,5,3754.2594412790713
2018-06-26,-2,-1984.9536263206537,3,1769.3058149584176
2018-06-27,2,1992.901935140997,5,3762.2077500994146
2018-07-06,0,0.04104580715488737,5,3762.2487959065693
2018-07-09,0,-33.01137287729739,5,3729.2374230292717
2018-07-10,0,-15.768540823454714,5,3713.468882205817
2018-07-19,0,43.9272868637222,5,3757.396169069539
2018-07-24,-1,-981.3157401215282,4,2776.080428948011
2018-07-26,1,973.2527380614812,5,3749.333167009492
2018-07-27,0,-4.816437921017268,5,3744.5167290884747
2018-07-31,-1,-931.9393024088736,4,2812.577426679601
2018-08-01,0,-35.752493259313496,4,2776.8249334202874
2018-08-06,1,963.2610796012627,5,3740.08601302155
2018-08-08,0,-3.4853459784510505,5,3736.600667043099
2018-08-10,0,-65.49893994739637,5,3671.1017270957027
2018-08-15,-1,-1014.64185427888,4,2656.4598728168226
2018-08-16,1,1010.3695330989638,5,3666.829405915786
2018-08-20,0,-25.7408833646507,5,3641.0885225511356
2018-08-22,0,2.2011268029469875,5,3643.2896493540825
2018-08-23,0,40.198569462742626,5,3683.488218816825
2018-08-24,-1,-1005.9206223679124,4,2677.5675964489124
2018-08-27,1,1001.6199122783024,5,3679.1875087272147
2018-08-28,0,-5.083234844402568,5,3674.104273882812
2018-08-29,0,-7.037900631563275,5,3667.0663732512485
2018-09-06,-1,-970.0166688860688,4,2697.0497043651794
2018-09-07,0,44.63192810029602,4,2741.6816324654756
2018-09-11,1,978.7424860873002,5,3720.424118552776
2018-09-13,-1,-960.8514881584156,4,2759.57263039436
2018-09-14,0,-47.64476428554701,4,2711.9278661088133
2018-09-17,1,991.1840936546912,5,3703.1119597635043
2018-09-18,0,-7.367856062790111,5,3695.7441037007143
2018-09-19,-1,-1058.17688767432,4,2637.5672160263944
2018-09-20,1,997.3246802983504,5,3634.8918963247447
2018-09-21,0,36.15425832866231,5,3671.046154653407
2018-09-24,0,-3.315578255675746,5,3667.730576397731
2018-09-25,-1,-1071.2867819509063,4,2596.4437944468245
2018-09-27,1,1015.7799502742008,5,3612.2237447210255
2018-09-28,0,76.25338267336781,5,3688.4771273943934
2018-10-01,-1,-960.6993719462638,4,2727.7777554481295
2018-10-08,1,958.5981030108358,5,3686.375858458965
2018-10-10,-1,-935.2205262431539,4,2751.155332215811
2018-10-12,-2,-1916.993865020743,2,834.1614671950681
2018-10-16,1,949.423325348904,3,1783.584792543972
2018-10-17,2,1895.107521867464,5,3678.692314411436
2018-10-25,0,-111.72898628979203,5,3566.9633281216443
2018-10-26,-1,-923.5965277122511,4,2643.3668004093934
2018-10-29,1,916.9998945414452,5,3560.366694950839
2018-10-30,0,-23.614871927574768,5,3536.751823023264
2018-10-31,0,4.013494668102908,5,3540.765317691367
2018-11-01,0,5.081308516282434,5,3545.846626207649
2018-11-05,0,-56.227735352211425,5,3489.6188908554377
2018-11-06,0,6.258204339531517,5,3495.877095194969
2018-11-09,0,91.31746729841188,5,3587.194562493381
2018-11-20,-2,-1878.0760151982738,3,1709.1185472951072
2018-11-21,1,945.5458145379192,4,2654.6643618330263
2018-11-26,-1,-955.888373553934,3,1698.7759882790924
2018-11-27,1,925.4265379474011,4,2624.2025262264933
2018-11-28,1,973.1454204336006,5,3597.347946660094
2018-11-29,0,-11.416735091791793,5,3585.931211568302
2018-12-03,0,-122.76020689821178,5,3463.17100467009
2018-12-04,0,72.38572133540652,5,3535.556726005497
2018-12-10,-1,-904.1706000896974,4,2631.3861259157993
2018-12-13,1,968.5663270279322,5,3599.9524529437313
2018-12-18,-1,-928.8077776613476,4,2671.1446752823836
