year,month,start_equity,end_equity,max_drawdown,return,trades,net_pnl,wins,win_rate
2018,1,4362.719003585404,5554.620134158129,-0.5341079302905705,0.273201443776963,14.0,-52.09671004153847,9.0,0.6428571428571429
2018,2,5376.592430273467,7236.397352723487,-0.4711716529432227,0.3459077373948216,13.0,-237.2429387953331,8.0,0.6153846153846154
2018,3,6095.100261487883,5238.446779292517,-0.44477021304222675,-0.14054789018125957,16.0,-219.53021460311663,10.0,0.625
2018,4,6200.874252849115,5550.738209428833,-0.4297526685155352,-0.10484586800346152,13.0,-35.91994843198505,11.0,0.8461538461538461
2018,5,5563.562742030733,6450.603419718842,-0.4328242190659639,0.1594375257039582,20.0,25.747541048978178,11.0,0.55
2018,6,7308.8704967052545,6431.062626455672,-0.4184445114110361,-0.12010171347888665,15.0,-47.25278329318724,12.0,0.8
2018,7,5507.302710518488,6832.4673404844725,-0.4048749787691346,0.2406195372981823,10.0,-55.97398836155014,7.0,0.7
2018,8,6324.232067734165,7594.199714266319,-0.41514060972077993,0.20080977942151246,12.0,134.4695007911023,7.0,0.5833333333333334
2018,9,5752.204812398553,7269.612496281764,-0.4259620060893845,0.26379583713926946,16.0,27.5699260479945,12.0,0.75
2018,10,5407.743264538488,7868.758374927689,-0.432145689533853,0.4550909667859817,11.0,-227.53081813852623,7.0,0.6363636363636364
2018,11,6275.736865287967,6678.404067949447,-0.39984243322776614,0.0641625376119086,13.0,44.75194868195503,11.0,0.8461538461538461
2018,12,6887.942391984776,8674.996591011892,-0.39292839471288543,0.25944674001725687,8.0,-441.6318698178569,2.0,0.25
2019,1,7488.128279760647,6816.068972921346,-0.38781100355306275,-0.08974997245383498,20.0,321.87050051816516,18.0,0.9
2019,2,6817.847660891544,6517.288047089886,-0.39089241528592045,-0.044084237247735025,19.0,600.5629482156102,17.0,0.8947368421052632
2019,3,6348.475510557606,5908.242066498283,-0.48411386333985273,-0.06934474951147063,9.0,184.81777877456034,8.0,0.8888888888888888
2019,4,5404.554425090287,6003.305654737066,-0.4590562631724191,0.11078641874103745,12.0,-22.808956355803502,8.0,0.6666666666666666
2019,5,6231.348582372694,8937.96480724277,-0.42460939066124315,0.4343548092505338,12.0,-44.55099786574306,8.0,0.6666666666666666
2019,6,5775.078201741907,7157.682964613015,-0.44812746239423995,0.23940883821349468,13.0,305.33922830152164,12.0,0.9230769230769231
2019,7,7627.376613611471,9984.504827953066,-0.4486997957136144,0.3090352468154214,16.0,261.5089458176076,13.0,0.8125
2019,8,6428.898381882809,7760.813678708789,-0.4605588138024356,0.20717628708822522,15.0,-353.81700683068766,8.0,0.5333333333333333
2019,9,7750.323695824806,9221.20359128258,-0.5253069968711068,0.18978302754634035,15.0,144.34083776386183,13.0,0.8666666666666667
2019,10,6279.533203428906,6517.32276848403,-0.5136726256079003,0.03786739513142168,19.0,-151.28177106207798,13.0,0.6842105263157895
2019,11,5598.863418250863,6767.576263615727,-0.5403219666462362,0.20874108869224406,17.0,270.56705235428626,14.0,0.8235294117647058
2019,12,6300.162488801099,7916.474920565431,-0.5156658118314412,0.2565509119228939,16.0,281.90856224997265,15.0,0.9375
2020,1,6577.259459801016,5703.248033200129,-0.5070128828912601,-0.13288382979912572,16.0,-140.98160374000304,9.0,0.5625
2020,2,6513.898407051307,6444.663033561829,-0.49641258965008783,-0.010628869098500249,24.0,-317.8194413261151,14.0,0.5833333333333334
2020,3,5969.431439401285,6180.994038144849,-0.503054598337629,0.03544099649878585,10.0,-532.0520525133992,5.0,0.5
2020,4,6444.97092217645,6487.163158168375,-0.47445603747262555,0.006546536284088855,9.0,947.6816216875063,8.0,0.8888888888888888
2020,5,10013.111141612368,10023.20400560917,-0.4709805594302364,0.001007964842701048,14.0,638.6263963716813,13.0,0.9285714285714286
2020,6,9690.250862673598,6966.383879682042,-0.5210666303436768,-0.28109354665767905,11.0,249.23959977406437,6.0,0.5454545454545454
2020,7,7007.2360958072295,9509.432747352452,-0.5346443324919535,0.35708753313484154,7.0,105.14161855337852,7.0,1.0
2020,8,7863.49901694254,7324.038415293589,-0.5355037670799453,-0.06860312444709915,14.0,692.8387244522987,12.0,0.8571428571428571
2020,9,6620.614889457788,7488.234841818701,-0.5579757558347176,0.13104824353134492,8.0,-45.64958040551573,6.0,0.75
2020,10,9608.570311181327,7377.355705708675,-0.5518557328939978,-0.23221088395182232,23.0,366.661611168186,18.0,0.782608695652174
2020,11,9482.044304807549,12206.595097124622,-0.5474475606454454,0.2873379099205098,22.0,787.3265279180875,18.0,0.8181818181818182
2020,12,7235.658102072064,7754.330795934279,-0.5492320717361557,0.07168286374859023,6.0,212.56763672263742,5.0,0.8333333333333334
2021,1,8919.411282994102,6800.774975473967,-0.5576798682580542,-0.23753095807562574,16.0,108.25037145696206,12.0,0.75
2021,2,7297.700534315656,7077.663813684798,-0.5893027791067309,-0.03015151410998429,6.0,-98.52963813080554,3.0,0.5
2021,3,6802.995095667888,7105.191709751831,-0.6055551797752778,0.04442111302952134,14.0,203.72812698461485,13.0,0.9285714285714286
2021,4,7422.835864687308,5535.1176320585,-0.6131293835300489,-0.254312269197445,15.0,704.984383768511,14.0,0.9333333333333333
2021,5,10491.682837747683,7978.272364751239,-0.6200428347883755,-0.23956218576809496,7.0,-24.160287194355533,5.0,0.7142857142857143
2021,6,5657.361464303774,6594.284560877598,-0.6294375976211756,0.16561131942611818,13.0,130.80028319284358,10.0,0.7692307692307693
2021,7,7393.927777299165,10482.859399977906,-0.627640353803417,0.4177659987648754,11.0,-833.9400277679947,4.0,0.36363636363636365
2021,8,5177.96512779789,6734.7445836344805,-0.6402371420299154,0.3006546814073785,15.0,409.2487509758291,13.0,0.8666666666666667
2021,9,7976.710590432709,6694.642624714239,-0.6831212638508305,-0.1607263985804106,16.0,51.47435111604727,10.0,0.625
2021,10,6949.118452257601,7458.391166694899,-0.6831964908304391,0.07328594525135013,26.0,54.23133109477092,17.0,0.6538461538461539
2021,11,7438.345235700164,6212.671193277275,-0.655993538607305,-0.16477778371193308,16.0,318.41497527343336,13.0,0.8125
2021,12,5104.871559749815,10552.06435718296,-0.6548006104018496,1.0670577572181088,18.0,-85.59013309263625,13.0,0.7222222222222222
2022,1,10907.113049159452,11518.726128467788,-0.6474513513317884,0.05607469882742877,13.0,-781.797098144408,6.0,0.46153846153846156
2022,2,5273.90566389648,6136.573735344331,-0.6641128897619487,0.16357290524807988,13.0,-775.7001822393007,7.0,0.5384615384615384
2022,3,8899.612287273494,8022.618059510756,-0.6749956409636257,-0.09854297012655766,23.0,-46.97938017489264,18.0,0.782608695652174
2022,4,6047.002852209703,6310.682187667617,-0.6695546057677518,0.043604962971294015,11.0,-892.6199965972321,4.0,0.36363636363636365
2022,5,8598.305323858178,7455.255075669022,-0.667518641201763,-0.13293901590322377,10.0,-453.75369032809425,6.0,0.6
2022,6,5289.535179672277,7525.005194401425,-0.6319641894366623,0.4226212585408404,14.0,-389.6987131367905,8.0,0.5714285714285714
2022,7,7773.875947005439,5530.039863970068,-0.6226741046240134,-0.2886380099620338,17.0,374.5615564746256,12.0,0.7058823529411765
2022,8,8592.772110571688,7707.375164165307,-0.6279101424541401,-0.10303973327968019,13.0,293.9699213698268,10.0,0.7692307692307693
2022,9,11534.480519823412,7761.905873988771,-0.6368239201433283,-0.3270693152891464,9.0,-616.7334071917517,3.0,0.3333333333333333
2022,10,7455.471655868767,7057.414143867633,-0.6423478072102218,-0.05339132524067636,14.0,746.9822095977718,14.0,1.0
2022,11,6624.543088974975,6088.505112513799,-0.6275600462109188,-0.08091697333107972,18.0,1020.5286691604381,17.0,0.9444444444444444
2022,12,6091.253063983752,6840.377876749068,-0.6131437447962789,0.12298369561999101,6.0,-521.8612394616346,2.0,0.3333333333333333
2023,1,5561.742524831305,8249.878254905341,-0.6133277647647554,0.48332617306040637,24.0,843.824395236345,20.0,0.8333333333333334
2023,2,5740.200490540628,7279.184242251334,-0.60071503491223,0.26810627159222444,13.0,395.7999563360545,10.0,0.7692307692307693
2023,3,11696.277478482742,12296.206120941464,-0.5758745051743268,0.051292271713148985,12.0,-767.7348023601667,4.0,0.3333333333333333
2023,4,6406.026058158563,11067.374280391756,-0.5824213638073887,0.7276505246644462,16.0,177.3394700414849,13.0,0.8125
2023,5,7828.397977124918,7529.85204554011,-0.5799813872052477,-0.03813627417220966,19.0,55.033205400065754,14.0,0.7368421052631579
2023,6,6273.858201586713,8713.31491786197,-0.5627905398840195,0.38882879368524725,13.0,-173.2129610603513,11.0,0.8461538461538461
2023,7,9531.065143484018,5997.488365228898,-0.5860593075000826,-0.3707431147578375,22.0,3.2022947759837734,15.0,0.6818181818181818
2023,8,8010.979432530528,6201.84422291338,-0.5881486934393771,-0.22583196285222196,8.0,-79.3900460745049,5.0,0.625
2023,9,6154.7615834276585,8019.654656773197,-0.5717324240694444,0.30300005094705185,16.0,-606.6358553556674,9.0,0.5625
2023,10,6153.550494442093,8855.783814403934,-0.5803695202115774,0.4391340125351222,12.0,-893.8324869135947,3.0,0.25
2023,11,8454.428888182283,8628.117735915128,-0.592937560885091,0.02054412545543194,23.0,389.5404698258228,19.0,0.8260869565217391
2023,12,8592.55043900837,7761.376587883502,-0.5962549177815719,-0.09673191411848026,9.0,204.16340482067267,8.0,0.8888888888888888
2024,1,5864.925687196411,10263.734329519348,-0.5991797969355954,0.7500195018541971,16.0,-68.16994965328377,11.0,0.6875
2024,2,11397.151523367576,8426.204982193698,-0.6024771584849826,-0.2606744795032818,11.0,83.81952657122837,8.0,0.7272727272727273
2024,3,8023.290907285748,5285.813026235879,-0.6311820477321006,-0.34119140296459083,11.0,222.83599552991313,9.0,0.8181818181818182
2024,4,5230.14014831866,6266.441108405621,-0.6887393357682393,0.19814018949761825,18.0,-378.4913848026461,8.0,0.4444444444444444
2024,5,5704.113229255345,9108.423805877892,-0.6870097088298865,0.5968167951439789,13.0,286.35387820714027,12.0,0.9230769230769231
2024,6,9137.73323778718,9384.172596807048,-0.6849663305468785,0.026969419286696716,14.0,84.64336494616646,7.0,0.5
2024,7,8279.089326537369,6849.655707035198,-0.6678707999062936,-0.17265590007832587,15.0,327.5190047530273,13.0,0.8666666666666667
2024,8,5619.503003343016,9603.264128734403,-0.6686047401254611,0.7089169848332613,18.0,551.832017600665,13.0,0.7222222222222222
2024,9,5198.661854215187,6755.235856162428,-0.6619403433220861,0.29941820522239526,20.0,260.29536107927674,15.0,0.75
2024,10,6616.553142224779,6873.788369614569,-0.6823023887324996,0.03887752759789609,13.0,237.39344011619914,11.0,0.8461538461538461
2024,11,8438.918756575558,9605.784300890826,-0.6920961462101555,0.13827192534660337,23.0,729.7631108018422,19.0,0.8260869565217391
2024,12,6117.187290286215,6236.367660285335,-0.6812646508229756,0.01948287085935263,8.0,-1196.7789159262607,1.0,0.125
2025,1,6087.384192828864,8401.070968040998,-0.6731562799929534,0.38007898005480456,26.0,511.56864142160157,20.0,0.7692307692307693
2025,2,6314.317307401514,9388.973679778732,-0.6667809095743675,0.48693409321909886,17.0,-767.8210554193281,11.0,0.6470588235294118
2025,3,6031.192687469309,6272.720583726149,-0.6979027883424473,0.04004645660859918,21.0,510.50056827111734,19.0,0.9047619047619048
2025,4,6233.085371167181,8585.489327050002,-0.6765967987157684,0.377406022186781,12.0,-907.9425278947701,6.0,0.5
2025,5,8869.018154042953,6417.734880755669,-0.6918838597227152,-0.2763872201760984,8.0,434.2422523942969,6.0,0.75
2025,6,9171.232553937409,4145.865334502015,-0.7225364918495285,-0.547948946870603,9.0,-182.16748697357866,3.0,0.3333333333333333
2025,7,7137.161172535636,9096.288677372057,-0.7164083639360562,0.2744967442202788,16.0,270.72985194477496,13.0,0.8125
2025,8,9034.677202081955,8478.133767714473,-0.7335715326676582,-0.06160081006980889,23.0,719.3436919958037,18.0,0.782608695652174
2025,9,9400.941236215804,3756.164867983976,-0.736780411131154,-0.600448000513621,11.0,-50.0471495271413,6.0,0.5454545454545454
