ticker,trades,net_pnl,gross_profit,gross_loss,wins,losses,win_rate,profit_factor,pnl_share
IT,5,180.60414727147213,185.56533080349163,4.961183532019504,3,2,0.6,37.40344004728953,0.03789371109875864
T,7,180.54051691396035,180.54051691396035,0.0,7,0,1.0,,0.03788036040653429
PAYC,3,177.25774583932036,177.25774583932036,0.0,3,0,1.0,,0.03719158121411195
AMAT,5,176.62457418126667,266.2697157423215,89.64514156105486,4,1,0.8,2.9702637656160373,0.03705873141941624
MELI,5,173.94549351888895,173.94549351888895,0.0,5,0,1.0,,0.03649661637297817
JBL,3,172.25905737960477,172.25905737960477,0.0,3,0,1.0,,0.03614277442187124
WBD,7,170.5347095711553,175.48543419706368,4.950724625908379,6,1,0.8571428571428571,35.44641390044289,0.035780977981012416
AVGO,8,168.32936309650609,210.2450920755714,41.91572897906531,7,1,0.875,5.015899691988602,0.035318260134021846
TER,5,166.24507259733537,166.24507259733537,0.0,5,0,1.0,,0.034880941815396846
MRNA,1,162.6564649319248,162.6564649319248,0.0,1,0,1.0,,0.03412799309204636
EIX,6,161.4694518826218,161.4694518826218,0.0,6,0,1.0,,0.033878938293248555
FDS,5,159.827933867517,159.827933867517,0.0,5,0,1.0,,0.03353452090102617
BALL,4,151.0588524859777,167.75719720628967,16.69834472031198,3,1,0.75,10.046336928368037,0.031694623858274026
STLD,4,150.12430781720605,156.68290693309677,6.558599115890729,3,1,0.75,23.889691100874295,0.03149854106492551
REGN,6,148.5679644736042,156.47419610866973,7.906231635065524,5,1,0.8333333333333334,19.79124864172702,0.031171994715221387
MOS,3,147.18909827464995,147.18909827464995,0.0,3,0,1.0,,0.030882685980198395
CEG,2,146.3720913833056,146.3720913833056,0.0,2,0,1.0,,0.030711264539583512
IR,3,144.11519240851123,144.11519240851123,0.0,3,0,1.0,,0.030237730132860335
AMD,7,143.40943407282793,434.1040234664208,290.6945893935929,6,1,0.8571428571428571,1.493333688707413,0.03008965046314088
MPWR,3,143.03070861490994,143.03070861490994,0.0,3,0,1.0,,0.03001018765287375
PLTR,2,142.47651455882374,142.47651455882374,0.0,2,0,1.0,,0.029893908653906946
FAST,6,137.7651056579523,140.61018833118374,2.8450826732314454,4,2,0.6666666666666666,49.422180119454545,0.028905377823054076
POOL,4,136.62160965812984,136.62160965812984,0.0,4,0,1.0,,0.02866545361469841
HBAN,5,135.65133600100796,135.65133600100796,0.0,5,0,1.0,,0.028461874293817996
QCOM,6,135.00384371733458,194.23774663945755,59.23390292212298,4,2,0.6666666666666666,3.279165090553448,0.02832601979708092
ACGL,4,132.85874732477953,133.81883299678657,0.9600856720070396,3,1,0.75,139.3821790060058,0.027875943405112538
CCL,4,132.55514071266066,226.29090931088012,93.73576859821948,3,1,0.75,2.414136169094991,0.027812241760265966
PFG,4,131.5558406371265,133.14593502536627,1.590094388239777,3,1,0.75,83.73461098291018,0.027602572220915136
MAR,3,130.67390700333704,130.67390700333704,0.0,3,0,1.0,,0.027417528085262693
PANW,7,129.24328069541252,133.30241779928224,4.059137103869716,6,1,0.8571428571428571,32.840087532939066,0.02711735923077184
GEN,4,129.02932588078716,132.025107695639,2.9957818148518527,3,1,0.75,44.070334842515194,0.02707246800287874
COP,3,126.77426503183847,126.77426503183847,0.0,3,0,1.0,,0.02659931926509402
PWR,8,126.19196542884208,271.8496636710312,145.6576982421891,7,1,0.875,1.8663597389752733,0.026477143261595608
HWM,5,125.85262712043368,125.85262712043368,0.0,5,0,1.0,,0.02640594452104708
