month,start_equity,end_equity,return,pnl
2024-11,9087.815237526023,9935.108526067806,0.0932339914925957,847.2932885417831
2024-12,9849.972193390156,8741.452717492659,-0.11254036601660378,-1108.5194758974976
2025-01,8745.484163764788,9242.695459697432,0.05685348994087058,497.21129593264413
2025-02,9248.550932783402,8646.695346813778,-0.06507566324106218,-601.8555859696244
2025-03,8549.275099343546,8981.772822317422,0.05058881811009752,432.4977229738761
2025-04,8956.3590073051,8212.516671530242,-0.08305186685439425,-743.8423357748579
2025-05,8060.469000333628,8416.362597152842,0.04415296390377321,355.8935968192136
2025-06,8465.569025891906,8226.002537141967,-0.02829892332307793,-239.5664887499388
2025-07,8397.013609328014,8478.700228380632,0.009728056051007794,81.68661905261797
2025-08,8508.347846371747,9385.66102472338,0.10311204880107816,877.3131783516328
2025-09,9365.568473416282,9292.602571088302,-0.007790867424128156,-72.96590232798007
2025-10,9187.167418560412,8700.750513316549,-0.052945253208423915,-486.41690524386286
2025-11,8624.077087953181,8884.724380668267,0.030223209980251742,260.6472927150862
2025-12,8937.980719414918,8580.430657240508,-0.040003449705115934,-357.5500621744104
2026-01,8535.44307121416,8624.7594651387,0.010464177802996577,89.31639392454053
2026-02,8596.821075616974,9434.607440827194,0.09745304198390503,837.7863652102205
2026-03,9223.789460142569,8308.521329617466,-0.09922907872953068,-915.2681305251026
2026-04,8414.976467719694,8884.774932014334,0.055828850632775096,469.7984642946394
2026-05,8910.704733105622,9065.057369689805,0.017322158146563016,154.35263658418262
2026-06,8991.382890609339,9396.34163352623,0.04503853832538196,404.9587429168914
2026-07,9460.88425201999,9565.785929066047,0.011087935783979042,104.90167704605665
2026-08,9715.616347477651,10073.503840381332,0.03683631383783448,357.88749290368105
2026-09,9967.196967963362,9766.071784333331,-0.020178710652201337,-201.12518363003073
