candidate_rsi_ob,candidate_rsi_os,initial_capital,final_equity,net_profit,total_return,cagr,max_drawdown,sharpe,trades,win_rate,profit_factor,average_trade,median_trade,average_winner,average_loser,largest_winner,largest_loser,payoff_ratio,median_holding_days,average_holding_days,max_consecutive_losses,current_consecutive_losses,average_open_positions,max_open_positions,average_capital_deployed,max_capital_deployed
60,45,5000.0,3756.164867983976,-1243.835132016024,-0.2487670264032048,-0.024164935291705603,-0.736780411131154,1.9308573817117818,2048,0.712890625,1.1093625100007976,2.3271834884440072,11.694332809681214,33.11408348199684,-74.11647976085386,350.3836174694345,-512.3373830789267,0.4467843533427869,4.0,8.9072265625,7,0,4.572010018785222,9,6479.680686767906,18247.906032418454
