date,rsi_ob,rsi_os,equity,actual_date,running_max,drawdown,daily_return
823,60,45,5102.352335673888,2018-04-11,5629.113282449067,-0.09357796163341736,0.00028494541491896896
824,60,45,5078.878601152508,2018-04-12,5629.113282449067,-0.09774802063623911,-0.004600571065478842
825,60,45,5094.281476244762,2018-04-13,5629.113282449067,-0.09501173264212837,0.0030327314948537243
826,60,45,5153.897722064002,2018-04-16,5629.113282449067,-0.08442103339201457,0.011702581825766112
827,60,45,5181.83173045069,2018-04-17,5629.113282449067,-0.07945861622521433,0.0054199772469487595
828,60,45,5172.372666248555,2018-04-18,5629.113282449067,-0.08113899885876819,-0.001825428669663176
829,60,45,5049.3438340144585,2018-04-19,5629.113282449067,-0.10299480918997728,-0.02378576335709537
830,60,45,4978.538542264892,2018-04-20,5629.113282449067,-0.11557321864752523,-0.014022671871262271
831,60,45,4986.190058326859,2018-04-23,5629.113282449067,-0.11421394309593469,0.0015369000354239493
832,60,45,4969.224239888485,2018-04-24,5629.113282449067,-0.11722788465068579,-0.0034025615229089645
833,60,45,4976.7987861371885,2018-04-25,5629.113282449067,-0.11588228262268596,0.0015242914956226095
834,60,45,4978.867357697729,2018-04-26,5629.113282449067,-0.11551480528536007,0.00041564299651875025
835,60,45,4969.3887695469175,2018-04-27,5629.113282449067,-0.11719865630686366,-0.001903763942647907
836,60,45,4919.154923219101,2018-04-30,5629.113282449067,-0.12612259224619538,-0.010108656951063333
837,60,45,4940.823805205996,2018-05-01,5629.113282449067,-0.12227316145672162,0.0044050009249789746
838,60,45,4903.189953596696,2018-05-02,5629.113282449067,-0.12895873513786216,-0.007616918370909387
839,60,45,4920.562668366334,2018-05-03,5629.113282449067,-0.12587250931543925,0.00354314536741418
840,60,45,4981.754963855928,2018-05-04,5629.113282449067,-0.11500182819406546,0.012436036204353407
841,60,45,4998.878132876931,2018-05-07,5629.113282449067,-0.11195993364303702,0.0034371760845799404
842,60,45,5014.272290309418,2018-05-08,5629.113282449067,-0.10922519432263922,0.0030795224494954976
843,60,45,5035.504503796658,2018-05-09,5629.113282449067,-0.10545333676321866,0.004234355906095111
844,60,45,5095.229245143749,2018-05-10,5629.113282449067,-0.09484336351338096,0.011860726428118529
845,60,45,5092.887024697998,2018-05-11,5629.113282449067,-0.09525945399304037,-0.00045968892331649247
846,60,45,5118.613113737672,2018-05-14,5629.113282449067,-0.09068926900140306,0.005051376344088476
847,60,45,5068.061245885041,2018-05-15,5629.113282449067,-0.09966970078810145,-0.009876086887082192
848,60,45,5074.870448814439,2018-05-16,5629.113282449067,-0.09846006037268662,0.0013435518236735167
849,60,45,5035.43250945426,2018-05-17,5629.113282449067,-0.10546612640499453,-0.007771220912524468
850,60,45,4913.379158919286,2018-05-18,5629.113282449067,-0.12714864448746455,-0.024238901088598275
851,60,45,4956.970644243733,2018-05-21,5629.113282449067,-0.11940470985030593,0.008871997033917944
852,60,45,4955.631460056705,2018-05-22,5629.113282449067,-0.11964261307232915,-0.000270161815177028
853,60,45,4990.084235079255,2018-05-23,5629.113282449067,-0.11352215087982531,0.006952247216171381
854,60,45,5018.840806353145,2018-05-24,5629.113282449067,-0.10841360716592463,0.005762742655071262
855,60,45,5008.133367409876,2018-05-25,5629.113282449067,-0.11031576091661466,-0.002133448610227906
856,60,45,4984.758166985651,2018-05-29,5629.113282449067,-0.11446831554668513,-0.0046674476714893
857,60,45,5042.624633384104,2018-05-30,5629.113282449067,-0.10418846088842593,0.011608680794527926
858,60,45,4995.635186233702,2018-05-31,5629.113282449067,-0.11253603621559316,-0.009318450324323768
859,60,45,5004.963559470147,2018-06-01,5629.113282449067,-0.11087887055407963,0.001867304734771258
860,60,45,5004.821281074092,2018-06-04,5629.113282449067,-0.11090414600847454,-2.8427458934277006e-05
861,60,45,5012.884010868565,2018-06-05,5629.113282449067,-0.10947181921206561,0.0016109925493168475
862,60,45,4994.043615786909,2018-06-06,5629.113282449067,-0.11281877531977069,-0.0037583943775295614
863,60,45,4933.26987469721,2018-06-07,5629.113282449067,-0.12361510114238017,-0.01216924515788853
864,60,45,4981.388619333007,2018-06-08,5629.113282449067,-0.11506690851924961,0.009753925055387525
865,60,45,5000.898620857416,2018-06-11,5629.113282449067,-0.11160099825142134,0.003916578893019773
866,60,45,5032.437421582772,2018-06-12,5629.113282449067,-0.10599819739401273,0.006306626691814143
867,60,45,5008.007815333375,2018-06-13,5629.113282449067,-0.11033806497592213,-0.004854428222917373
868,60,45,5084.021031962069,2018-06-14,5629.113282449067,-0.09683447874224405,0.01517833426616444
869,60,45,5106.71388843726,2018-06-15,5629.113282449067,-0.09280314106319176,0.004463564633687689
870,60,45,5097.402544539698,2018-06-18,5629.113282449067,-0.09445728149887866,-0.0018233533542273417
871,60,45,5047.917453567184,2018-06-19,5629.113282449067,-0.10324820264214363,-0.00970790329783211
872,60,45,5026.404447122031,2018-06-20,5629.113282449067,-0.10706994247321566,-0.004261758763497547
873,60,45,5032.334339542722,2018-06-21,5629.113282449067,-0.10601650969914456,0.0011797483634818917
874,60,45,5065.8515732750375,2018-06-22,5629.113282449067,-0.10006224442670486,0.006660374981238171
875,60,45,4966.631931640651,2018-06-25,5629.113282449067,-0.11768840269638159,-0.019585974874949175
876,60,45,4972.105592255616,2018-06-26,5629.113282449067,-0.1167160185320707,0.0011020870260376459
877,60,45,4965.713361703271,2018-06-27,5629.113282449067,-0.11785158469171353,-0.0012856184233699386
878,60,45,4972.0705597869455,2018-06-28,5629.113282449067,-0.11672224197560666,0.0012802184944267214
879,60,45,4944.820800978117,2018-06-29,5629.113282449067,-0.12156310366048151,-0.0054805655875478365
880,60,45,4926.089136953694,2018-07-02,5629.113282449067,-0.12489074392716915,-0.0037881380900027795
881,60,45,4942.794054128852,2018-07-03,5629.113282449067,-0.12192315092682182,0.0033911114295199773
882,60,45,5027.391288708547,2018-07-05,5629.113282449067,-0.10689463216464667,0.017115265910994104
883,60,45,5081.531818389818,2018-07-06,5629.113282449067,-0.09727668223813246,0.010769109976155988
884,60,45,5097.697548374675,2018-07-09,5629.113282449067,-0.09440487469514713,0.003181271034524258
885,60,45,5101.309150208395,2018-07-10,5629.113282449067,-0.09376328131222811,0.0007084770721386136
886,60,45,5046.5721052056015,2018-07-11,5629.113282449067,-0.10348720091666341,-0.010729999572866022
887,60,45,5070.096213620019,2018-07-12,5629.113282449067,-0.09930819309890238,0.004661403408890541
888,60,45,5077.166972132648,2018-07-13,5629.113282449067,-0.09805208789052522,0.0013946004601717021
889,60,45,5045.219387369391,2018-07-16,5629.113282449067,-0.10372750836267408,-0.006292403802870661
890,60,45,5044.856608225309,2018-07-17,5629.113282449067,-0.10379195530589225,-7.190552406710626e-05
891,60,45,5021.528669224071,2018-07-18,5629.113282449067,-0.10793611404470682,-0.004624103480603159
892,60,45,4975.402330559437,2018-07-19,5629.113282449067,-0.11613035998543952,-0.00918571648257871
893,60,45,4942.745545869127,2018-07-20,5629.113282449067,-0.12193176831597186,-0.0065636470220163945
894,60,45,4951.135414740974,2018-07-23,5629.113282449067,-0.12044132595837975,0.0016974106382754428
895,60,45,4923.372181207576,2018-07-24,5629.113282449067,-0.12537340533577657,-0.005607447829186429
896,60,45,4969.849648618563,2018-07-25,5629.113282449067,-0.11711678212019871,0.009440169400231513
897,60,45,5090.326297527219,2018-07-26,5629.113282449067,-0.09571436172757863,0.02424150777723111
898,60,45,4960.649744532536,2018-07-27,5629.113282449067,-0.11875112551042877,-0.025475096372049366
899,60,45,4957.138294527689,2018-07-30,5629.113282449067,-0.119374927133998,-0.0007078609024385729
900,60,45,4994.059817131014,2018-07-31,5629.113282449067,-0.11281589718545504,0.007448152625494364
901,60,45,4971.025590245473,2018-08-01,5629.113282449067,-0.11690787859172003,-0.004612324987884109
902,60,45,5011.380795428659,2018-08-02,5629.113282449067,-0.10973886223722429,0.008118084377271018
903,60,45,5055.168790192358,2018-08-03,5629.113282449067,-0.1019600181162107,0.008737710533520238
904,60,45,5050.555777356933,2018-08-06,5629.113282449067,-0.10277951003331387,-0.0009125338889524048
905,60,45,5014.609073000537,2018-08-07,5629.113282449067,-0.1091653655939886,-0.007117375976235074
906,60,45,5026.250269323802,2018-08-08,5629.113282449067,-0.10709733183109371,0.0023214563994515824
907,60,45,5057.825358163072,2018-08-09,5629.113282449067,-0.10148808446744273,0.006282036736606544
908,60,45,5026.311519525867,2018-08-10,5629.113282449067,-0.1070864508629924,-0.006230709130030321
909,60,45,5046.083693001767,2018-08-13,5629.113282449067,-0.10357396630569149,0.003933734190388005
910,60,45,5078.172350774171,2018-08-14,5629.113282449067,-0.09787348451356759,0.006359121196682915
911,60,45,5040.2313618103,2018-08-15,5629.113282449067,-0.10461362049238443,-0.007471386621623166
912,60,45,5095.044824018933,2018-08-16,5629.113282449067,-0.09487612553389158,0.010875187719348034
913,60,45,5106.368022422257,2018-08-17,5629.113282449067,-0.09286458342500759,0.002222394266277128
914,60,45,5099.356762224483,2018-08-20,5629.113282449067,-0.09411011888431964,-0.001373042476959685
915,60,45,5123.254973711204,2018-08-21,5629.113282449067,-0.08986465245158082,0.004686514907871642
916,60,45,5024.773047218644,2018-08-22,5629.113282449067,-0.10735975719562918,-0.01922253079300118
917,60,45,4969.075719751816,2018-08-23,5629.113282449067,-0.11725426893702295,-0.01108454589758201
918,60,45,5001.455141861944,2018-08-24,5629.113282449067,-0.11150213347883575,0.006516186095015808
919,60,45,5040.260889249399,2018-08-27,5629.113282449067,-0.10460837500564124,0.007758891419949565
920,60,45,5036.268247196981,2018-08-28,5629.113282449067,-0.10531765937283744,-0.0007921498787759607
921,60,45,5049.481009863469,2018-08-29,5629.113282449067,-0.10297044019221024,0.002623522421356661
922,60,45,5015.615556152156,2018-08-30,5629.113282449067,-0.10898656600316192,-0.00670671968963954
923,60,45,5008.645140352556,2018-08-31,5629.113282449067,-0.11022484554202516,-0.0013897428384538335
924,60,45,4993.724829402036,2018-09-04,5629.113282449067,-0.11287540704289944,-0.0029789115683825917
925,60,45,4976.762968376433,2018-09-05,5629.113282449067,-0.11588864557169032,-0.003396635098060652
926,60,45,4956.523804502655,2018-09-06,5629.113282449067,-0.1194840899797609,-0.004066732533251405
927,60,45,4958.14626589577,2018-09-07,5629.113282449067,-0.11919586316468278,0.0003273385657183159
928,60,45,4957.657522330148,2018-09-10,5629.113282449067,-0.11928268741942738,-9.857384986478035e-05
929,60,45,4970.832445373295,2018-09-11,5629.113282449067,-0.11694219036739173,0.002657489546989744
930,60,45,4995.704066332552,2018-09-12,5629.113282449067,-0.11252379981255878,0.005003512235140395
931,60,45,5031.922580797298,2018-09-13,5629.113282449067,-0.10608965776434831,0.007249931938289267
932,60,45,5068.9900983719735,2018-09-14,5629.113282449067,-0.09950469211971513,0.007366472154426873
933,60,45,5083.810471745543,2018-09-17,5629.113282449067,-0.09687188431679217,0.002923732949947855
934,60,45,5101.186360246736,2018-09-18,5629.113282449067,-0.0937850946877099,0.0034178867598946283
935,60,45,5134.301347576927,2018-09-19,5629.113282449067,-0.08790228763292207,0.0064916246911217446
936,60,45,5175.511460944167,2018-09-20,5629.113282449067,-0.08058139865814717,0.008026430584696653
937,60,45,5208.470905498846,2018-09-21,5629.113282449067,-0.07472622344654811,0.006368345390286523
938,60,45,5171.898263547939,2018-09-24,5629.113282449067,-0.08122327548935149,-0.007021761782771141
939,60,45,5136.286155467462,2018-09-25,5629.113282449067,-0.08754969073338492,-0.00688569385277249
940,60,45,5077.676572431017,2018-09-26,5629.113282449067,-0.09796155848157584,-0.011410887412115156
941,60,45,4977.145598676645,2018-09-27,5629.113282449067,-0.11582067211281444,-0.019798617009243902
942,60,45,4949.898109771431,2018-09-28,5629.113282449067,-0.12066113055414096,-0.0054745211617796
943,60,45,4934.846563150879,2018-10-01,5629.113282449067,-0.12333500579262324,-0.0030407790800460743
944,60,45,4916.7496465690165,2018-10-02,5629.113282449067,-0.12654988452641713,-0.0036671690497925846
945,60,45,4914.521130826726,2018-10-03,5629.113282449067,-0.12694577560738696,-0.00045324978949157213
946,60,45,4846.196815619456,2018-10-04,5629.113282449067,-0.13908344485989566,-0.01390253768138272
947,60,45,4791.048572706743,2018-10-05,5629.113282449067,-0.14888041289830045,-0.011379695256075628
948,60,45,4822.224874705633,2018-10-08,5629.113282449067,-0.1433420091685168,0.006507198064426456
949,60,45,4802.458914513572,2018-10-09,5629.113282449067,-0.14685338994916097,-0.0040989295824299665
950,60,45,4717.956340593356,2018-10-10,5629.113282449067,-0.16186509244654823,-0.017595689088529265
951,60,45,4666.090258498554,2018-10-11,5629.113282449067,-0.17107899159768347,-0.01099333659545454
952,60,45,4683.147126081917,2018-10-12,5629.113282449067,-0.1680488753560111,0.003655494565776296
953,60,45,4748.862026170356,2018-10-15,5629.113282449067,-0.15637476314844,0.01403220917883452
954,60,45,4730.384109208261,2018-10-16,5629.113282449067,-0.1596573257892927,-0.0038910199665237455
955,60,45,4726.644112496121,2018-10-17,5629.113282449067,-0.16032172824923274,-0.0007906327743786301
956,60,45,4701.965436927799,2018-10-18,5629.113282449067,-0.16470584246581244,-0.005221183355666237
957,60,45,4707.981551060266,2018-10-19,5629.113282449067,-0.16363709258806092,0.0012794892291674298
958,60,45,4704.389365010625,2018-10-22,5629.113282449067,-0.16427523679824063,-0.000762999177180701
959,60,45,4679.998031541407,2018-10-23,5629.113282449067,-0.16860830530216775,-0.005184803292565654
960,60,45,4603.887452455301,2018-10-24,5629.113282449067,-0.1821291877692891,-0.0162629510895409
961,60,45,4631.811730973984,2018-10-25,5629.113282449067,-0.17716849909284216,0.006065369496335071
962,60,45,4567.819085641996,2018-10-26,5629.113282449067,-0.18853665640662542,-0.013815899490053574
963,60,45,4624.553713143949,2018-10-29,5629.113282449067,-0.1784578705206059,0.01242050668781669
964,60,45,4676.653025841966,2018-10-30,5629.113282449067,-0.16920253844895305,0.011265803346588887
965,60,45,4729.798888048279,2018-10-31,5629.113282449067,-0.1597612890834419,0.01136408066038741
966,60,45,4778.448226162619,2018-11-01,5629.113282449067,-0.1511188376575623,0.010285709660356135
967,60,45,4797.899693486679,2018-11-02,5629.113282449067,-0.14766332586590802,0.00407066612494833
968,60,45,4861.920989625716,2018-11-05,5629.113282449067,-0.13629007879720045,0.013343608709858623
969,60,45,4847.276914811547,2018-11-06,5629.113282449067,-0.13889156753608012,-0.0030119935814293397
970,60,45,4907.145893907747,2018-11-07,5629.113282449067,-0.12825597075694517,0.012351054034743125
971,60,45,4972.167596249546,2018-11-08,5629.113282449067,-0.11670500365444825,0.013250411491234182
972,60,45,4935.357073979339,2018-11-09,5629.113282449067,-0.12324431462994023,-0.0074033148637171475
973,60,45,4813.027865390048,2018-11-12,5629.113282449067,-0.1449758383089359,-0.02478629342428873
974,60,45,4792.640766912385,2018-11-13,5629.113282449067,-0.1485975629846904,-0.004235815592148251
975,60,45,4780.035038130247,2018-11-14,5629.113282449067,-0.1508369438870859,-0.0026302260893755758
976,60,45,4822.194868843986,2018-11-15,5629.113282449067,-0.14334733964600788,0.0088199836146452
977,60,45,4859.667416389182,2018-11-16,5629.113282449067,-0.13669042128871867,0.007770848869527169
978,60,45,4731.601343625569,2018-11-19,5629.113282449067,-0.15944108668444068,-0.026352847178741423
979,60,45,4728.858318622397,2018-11-20,5629.113282449067,-0.1599283792411076,-0.000579724453512398
980,60,45,4744.709289380815,2018-11-21,5629.113282449067,-0.157112488005122,0.0033519656734051217
981,60,45,4785.502547416814,2018-11-23,5629.113282449067,-0.1498656524931795,0.008597630655116983
982,60,45,4855.506489021532,2018-11-26,5629.113282449067,-0.13742960118417813,0.014628336504074246
983,60,45,4850.800016956598,2018-11-27,5629.113282449067,-0.13826569593459082,-0.0009693061013460458
984,60,45,4925.008271077773,2018-11-28,5629.113282449067,-0.12508275745073605,0.015298147493562064
985,60,45,4871.161560998045,2018-11-29,5629.113282449067,-0.1346485109500689,-0.010933323786671334
986,60,45,4970.263826186785,2018-11-30,5629.113282449067,-0.11704320435627036,0.02034468862257044
987,60,45,5094.033052931588,2018-12-03,5629.113282449067,-0.09505586451525116,0.02490194305032678
988,60,45,4903.779247000004,2018-12-04,5629.113282449067,-0.1288540484183489,-0.03734836502917738
989,60,45,4879.89564091357,2018-12-06,5629.113282449067,-0.13309692023279618,-0.00487044886880772
990,60,45,4777.190024422661,2018-12-07,5629.113282449067,-0.15134235452013478,-0.02104668297203205
991,60,45,4777.749271206991,2018-12-10,5629.113282449067,-0.15124300551856584,0.00011706605378281054
992,60,45,4773.054805991965,2018-12-11,5629.113282449067,-0.1520769672776341,-0.0009825683493516202
993,60,45,4838.933290226349,2018-12-12,5629.113282449067,-0.14037379469452305,0.013802163794910172
994,60,45,4847.604306264087,2018-12-13,5629.113282449067,-0.13883340714098524,0.0017919271702406814
995,60,45,4755.640679520041,2018-12-14,5629.113282449067,-0.1551705498008743,-0.018970943363758264
996,60,45,4635.330687894892,2018-12-17,5629.113282449067,-0.17654336388160374,-0.025298377176235842
997,60,45,4676.035819190569,2018-12-18,5629.113282449067,-0.1693121838976105,0.008781494576423077
998,60,45,4632.019525997047,2018-12-19,5629.113282449067,-0.17713158474903046,-0.009413164247561556
999,60,45,4606.814513769679,2018-12-20,5629.113282449067,-0.18160920155343085,-0.005441473656556339
1000,60,45,4428.040300486714,2018-12-21,5629.113282449067,-0.21336806024266053,-0.038806470881042165
1001,60,45,4410.920546550451,2018-12-24,5629.113282449067,-0.21640934811114954,-0.0038662145722524466
1002,60,45,4478.425374124878,2018-12-26,5629.113282449067,-0.20441725909334652,0.015304022564455178
1003,60,45,4485.803334794678,2018-12-27,5629.113282449067,-0.20310658007524884,0.0016474452633348236
1004,60,45,4469.79429515442,2018-12-28,5629.113282449067,-0.20595055191183864,-0.003568823340087679
1005,60,45,4496.069232711285,2018-12-31,5629.113282449067,-0.2012828651486699,0.005878332608135528
1006,60,45,4511.764194457048,2019-01-02,5629.113282449067,-0.19849468858190966,0.0034908185202251474
1007,60,45,4420.51612236735,2019-01-03,5629.113282449067,-0.21470471447962947,-0.02022447720157905
1008,60,45,4538.459499104421,2019-01-04,5629.113282449067,-0.1937523244993451,0.02668090636301268
1009,60,45,4622.466092185254,2019-01-07,5629.113282449067,-0.17882873194299076,0.018509935606434214
1010,60,45,4634.444210040393,2019-01-08,5629.113282449067,-0.17670084478668047,0.0025912830113323793
1011,60,45,4691.240886787085,2019-01-09,5629.113282449067,-0.16661103598432825,0.012255337247051967
1012,60,45,4713.445202385325,2019-01-10,5629.113282449067,-0.16266648655280946,0.004733143348229607
1013,60,45,4685.150218452935,2019-01-11,5629.113282449067,-0.1676930302574121,-0.00600303657249901
1014,60,45,4652.343278564511,2019-01-14,5629.113282449067,-0.17352111333946918,-0.007002324014972028
1015,60,45,4678.617725897047,2019-01-15,5629.113282449067,-0.16885351366360957,0.005647572794895694
1016,60,45,4675.887525935815,2019-01-16,5629.113282449067,-0.16933852787885817,-0.0005835484156186954
1017,60,45,4752.064948677815,2019-01-17,5629.113282449067,-0.15580577077846147,0.016291543010704457
1018,60,45,4822.092673473151,2019-01-18,5629.113282449067,-0.14336549443623992,0.01473627266286015
1019,60,45,4739.123852024935,2019-01-22,5629.113282449067,-0.15810472906967732,-0.017205978206233152
1020,60,45,4759.957450429762,2019-01-23,5629.113282449067,-0.15440368463168685,0.0043960865036107855
1021,60,45,4780.063395476829,2019-01-24,5629.113282449067,-0.15083190626478926,0.004223975793155921
1022,60,45,4805.293497945869,2019-01-25,5629.113282449067,-0.14634983223232945,0.005278194112009915
1023,60,45,4778.65415437392,2019-01-28,5629.113282449067,-0.15108225494888883,-0.005543749530249498
1024,60,45,4773.738904878609,2019-01-29,5629.113282449067,-0.15195543856568272,-0.0010285844793376242
1025,60,45,4817.135193719878,2019-01-30,5629.113282449067,-0.14424618016852564,0.00909062889822465
1026,60,45,4832.803728308898,2019-01-31,5629.113282449067,-0.1414626983299433,0.0032526665661050114
1027,60,45,4890.215793796904,2019-02-01,5629.113282449067,-0.13126356702679276,0.01187966007220731
1028,60,45,4938.641107214015,2019-02-04,5629.113282449067,-0.12266091311181548,0.0099024900861302
1029,60,45,4963.997351290659,2019-02-05,5629.113282449067,-0.11815643029110168,0.0051342552589224155
1030,60,45,4953.762256082568,2019-02-06,5629.113282449067,-0.11997467318203858,-0.002061865565949672
1031,60,45,4966.599087631626,2019-02-07,5629.113282449067,-0.11769423736471674,0.0025913297581645622
1032,60,45,4976.968066873917,2019-02-08,5629.113282449067,-0.11585221025991144,0.002087742348303001
1033,60,45,4976.482253641536,2019-02-11,5629.113282449067,-0.11593851394718957,-9.761228640692288e-05
1034,60,45,5059.14583311072,2019-02-12,5629.113282449067,-0.10125350490199603,0.016610845825622
1035,60,45,5085.7873365567575,2019-02-13,5629.113282449067,-0.09652069848839917,0.005266008200767169
1036,60,45,5073.568274696586,2019-02-14,5629.113282449067,-0.09869138883465123,-0.002402590012433481
1037,60,45,5119.977523811638,2019-02-15,5629.113282449067,-0.09044688445422766,0.009147260192892137
1038,60,45,5430.238582821525,2019-02-19,5629.113282449067,-0.03532966732924181,0.060598129106416154
1039,60,45,5376.500026315553,2019-02-20,5629.113282449067,-0.04487620757626831,-0.009896168591187249
1040,60,45,5401.035404262915,2019-02-21,5629.113282449067,-0.040517549877220005,0.004563447935882481
1041,60,45,5434.84226052999,2019-02-22,5629.113282449067,-0.03451183377758471,0.00625932876507207
1042,60,45,5421.688535846142,2019-02-25,5629.113282449067,-0.036848564986185495,-0.0024202587772188533
1043,60,45,5417.537292794802,2019-02-26,5629.113282449067,-0.03758602448345372,-0.0007656734657282005
1044,60,45,5417.979575438975,2019-02-27,5629.113282449067,-0.0375074539125696,8.163905853697528e-05
1045,60,45,5414.411978921473,2019-02-28,5629.113282449067,-0.038141229844673497,-0.0006584736003205638
1046,60,45,5427.027290857167,2019-03-01,5629.113282449067,-0.035900146515434495,0.0023299505070553117
1047,60,45,5426.397423607733,2019-03-04,5629.113282449067,-0.03601204109240064,-0.00011606119071760901
1048,60,45,5421.047000484657,2019-03-05,5629.113282449067,-0.0369625323784365,-0.0009859991271187196
1049,60,45,5406.709673509055,2019-03-06,5629.113282449067,-0.03950952801632912,-0.0026447523835007036
1050,60,45,5390.496825761073,2019-03-07,5629.113282449067,-0.042389705929701815,-0.0029986532895265317
1051,60,45,5395.176990695136,2019-03-08,5629.113282449067,-0.041558284585126004,0.000868225153513924
1052,60,45,5411.953645239503,2019-03-11,5629.113282449067,-0.03857794759374322,0.0031095651863324303
1053,60,45,5394.544316485155,2019-03-12,5629.113282449067,-0.041670677812662094,-0.0032168288746637907
1054,60,45,5433.894759369611,2019-03-13,5629.113282449067,-0.034680155343138064,0.007294488760469564
1055,60,45,5402.424787749773,2019-03-14,5629.113282449067,-0.0402707288563694,-0.005791420889330823
1056,60,45,5418.78625675176,2019-03-15,5629.113282449067,-0.037364148693379895,0.0030285417464928077
1057,60,45,5452.026453356735,2019-03-18,5629.113282449067,-0.031459098477280345,0.0061342512935544935
1058,60,45,5463.8441723663445,2019-03-19,5629.113282449067,-0.029359705834667182,0.00216758284478491
1059,60,45,5426.139729904078,2019-03-20,5629.113282449067,-0.03605781983067158,-0.006900717017692126
1060,60,45,5575.150858514722,2019-03-21,5629.113282449067,-0.009586309819451189,0.027461719754363623
1061,60,45,5479.249348460449,2019-03-22,5629.113282449067,-0.026623009072472614,-0.017201599111494215
1062,60,45,5441.878926094535,2019-03-25,5629.113282449067,-0.03326178510890998,-0.006820354393328398
1063,60,45,5470.60847257629,2019-03-26,5629.113282449067,-0.028158042291843155,0.005279343195967456
1064,60,45,5492.775698458701,2019-03-27,5629.113282449067,-0.02422008176944146,0.004052058558665639
1065,60,45,5525.213269842419,2019-03-28,5629.113282449067,-0.018457616216499995,0.005905497177469021
1066,60,45,5562.329492932779,2019-03-29,5629.113282449067,-0.011863998140615117,0.006717609127044444
1067,60,45,5613.349916421616,2019-04-01,5629.113282449067,-0.0028003284418878227,0.009172492128282084
1068,60,45,5556.7860280217965,2019-04-02,5629.113282449067,-0.012848782889621102,-0.010076672440167078
1069,60,45,5599.046077588337,2019-04-03,5629.113282449067,-0.005341374982535285,0.007605124500643212
1070,60,45,5648.730656579172,2019-04-04,5648.730656579172,0.0,0.008873757833447904
1071,60,45,5754.039392136099,2019-04-05,5754.039392136099,0.0,0.018642902619949053
1072,60,45,5763.734064662558,2019-04-08,5763.734064662558,0.0,0.0016848463949878933
1073,60,45,5668.180367392877,2019-04-09,5763.734064662558,-0.01657843616615151,-0.01657843616615151
1074,60,45,5727.354452358371,2019-04-10,5763.734064662558,-0.006311813122543253,0.010439696892128314
1075,60,45,5704.5254356634005,2019-04-11,5763.734064662558,-0.010272616386339806,-0.003985961910489166
1076,60,45,5687.749103142168,2019-04-12,5763.734064662558,-0.013183287200263738,-0.0029408813599727246
1077,60,45,5677.6263249175945,2019-04-15,5763.734064662558,-0.014939575417417306,-0.0017797511882127193
1078,60,45,5646.7743469273855,2019-04-16,5763.734064662558,-0.020292351524726304,-0.0054339571195110015
1079,60,45,5552.751914288499,2019-04-17,5763.734064662558,-0.036605115365677565,-0.01665064457375509
1080,60,45,5554.080759563512,2019-04-18,5763.734064662558,-0.03637456252265858,0.00023931292006640348
1081,60,45,5536.196096277022,2019-04-22,5763.734064662558,-0.03947752721288289,-0.0032200942083341344
1082,60,45,5584.451869377851,2019-04-23,5763.734064662558,-0.031105216388085277,0.008716413266733891
1083,60,45,5551.612515809862,2019-04-24,5763.734064662558,-0.03680279944788101,-0.005880497197596424
1084,60,45,5526.375986530321,2019-04-25,5763.734064662558,-0.041181302861885816,-0.004545801640095104
1085,60,45,5528.513337865727,2019-04-26,5763.734064662558,-0.0408104753199785,0.00038675460023274155
1086,60,45,5517.265798612631,2019-04-29,5763.734064662558,-0.04276190804170221,-0.0020344600014002845
1087,60,45,5618.053822438332,2019-04-30,5763.734064662558,-0.02527532335632754,0.01826774846538015
1088,60,45,5536.388122235844,2019-05-01,5763.734064662558,-0.03944421097090012,-0.014536297227398798
1089,60,45,5553.179519912405,2019-05-02,5763.734064662558,-0.03653092637307165,0.0030329155589945422
1090,60,45,5537.37385883226,2019-05-03,5763.734064662558,-0.0392731870157077,-0.0028462362910238737
1091,60,45,5574.503825184242,2019-05-06,5763.734064662558,-0.03283118848915789,0.006705338541077133
1092,60,45,5509.011766130325,2019-05-07,5763.734064662558,-0.04419397142105064,-0.011748500154944663
1093,60,45,5519.630433869352,2019-05-08,5763.734064662558,-0.04235164704940242,0.0019275086330929891
1094,60,45,5499.846982643842,2019-05-09,5763.734064662558,-0.04578404885759857,-0.003584198518820192
1095,60,45,5458.575620847139,2019-05-10,5763.734064662558,-0.05294457384603224,-0.007504092736933421
1096,60,45,5360.991108753606,2019-05-13,5763.734064662558,-0.06987535361462438,-0.017877285004689436
1097,60,45,5385.27331886637,2019-05-14,5763.734064662558,-0.06566242327461469,0.0045294255521362015
1098,60,45,5393.589957378386,2019-05-15,5763.734064662558,-0.06421949783448966,0.0015443298825486007
1099,60,45,5424.497741074278,2019-05-16,5763.734064662558,-0.058857039513349085,0.005730465967960674
1100,60,45,5453.244962533856,2019-05-17,5763.734064662558,-0.05386943579376957,0.005299517638638562
1101,60,45,5458.998769477023,2019-05-20,5763.734064662558,-0.052871158135811,0.0010551161707752499
1102,60,45,5519.283561103588,2019-05-21,5763.734064662558,-0.04241182900121909,0.011043195679697915
1103,60,45,5531.460815951441,2019-05-22,5763.734064662558,-0.040299091891692895,0.0022063107852747788
1104,60,45,5518.024178076696,2019-05-23,5763.734064662558,-0.04263033023891727,-0.002429130083683617
1105,60,45,5514.845043911185,2019-05-24,5763.734064662558,-0.043181905681129784,-0.0005761363239658035
