ticker,rsi_ob,rsi_os,total_profit,num_trades,win_rate,avg_win,avg_loss,profit_factor
A,70,45,-4.799968719482422,32,62.5,3.529000663757324,6.281665166219075,-0.06367696824104359
A,60,45,-20.230010986328125,22,54.54545454545454,1.1741650899251301,3.4319992065429688,-0.5894526708444577
A,70,35,-4.799968719482422,32,62.5,3.529000663757324,6.281665166219075,-0.06367696824104359
A,65,30,-8.919994354248047,27,44.44444444444444,3.0516672134399414,3.036000061035156,-0.19587163317791417
A,65,45,-8.919994354248047,27,44.44444444444444,3.0516672134399414,3.036000061035156,-0.19587163317791417
A,60,40,-20.230010986328125,22,54.54545454545454,1.1741650899251301,3.4319992065429688,-0.5894526708444577
A,65,35,-8.919994354248047,27,44.44444444444444,3.0516672134399414,3.036000061035156,-0.19587163317791417
A,60,30,-20.230010986328125,22,54.54545454545454,1.1741650899251301,3.4319992065429688,-0.5894526708444577
A,70,30,-4.799968719482422,32,62.5,3.529000663757324,6.281665166219075,-0.06367696824104359
A,60,35,-20.230010986328125,22,54.54545454545454,1.1741650899251301,3.4319992065429688,-0.5894526708444577
A,65,40,-8.919994354248047,27,44.44444444444444,3.0516672134399414,3.036000061035156,-0.19587163317791417
A,70,40,-4.799968719482422,32,62.5,3.529000663757324,6.281665166219075,-0.06367696824104359
A,75,45,48.3900032043457,38,73.68421052631578,4.968928609575544,9.073999786376953,0.5332819522102585
A,80,30,37.959991455078125,41,58.536585365853654,6.205416202545166,6.527646906235638,0.3420743655259712
A,80,40,37.959991455078125,41,58.536585365853654,6.205416202545166,6.527646906235638,0.3420743655259712
A,80,35,37.959991455078125,41,58.536585365853654,6.205416202545166,6.527646906235638,0.3420743655259712
A,75,30,48.3900032043457,38,73.68421052631578,4.968928609575544,9.073999786376953,0.5332819522102585
A,85,35,59.83000183105469,42,57.14285714285714,7.303333441416423,6.413888931274414,0.5182330137347274
A,75,35,48.3900032043457,38,73.68421052631578,4.968928609575544,9.073999786376953,0.5332819522102585
A,80,45,37.959991455078125,41,58.536585365853654,6.205416202545166,6.527646906235638,0.3420743655259712
A,85,30,59.83000183105469,42,57.14285714285714,7.303333441416423,6.413888931274414,0.5182330137347274
A,85,40,59.83000183105469,42,57.14285714285714,7.303333441416423,6.413888931274414,0.5182330137347274
A,75,40,48.3900032043457,38,73.68421052631578,4.968928609575544,9.073999786376953,0.5332819522102585
A,85,45,59.83000183105469,42,57.14285714285714,7.303333441416423,6.413888931274414,0.5182330137347274
A,90,30,41.10999298095703,42,50.0,8.138094765799385,6.18047605242048,0.31674238307455904
A,90,45,41.10999298095703,42,50.0,8.138094765799385,6.18047605242048,0.31674238307455904
A,90,35,41.10999298095703,42,50.0,8.138094765799385,6.18047605242048,0.31674238307455904
AAPL,60,30,18.95500373840332,15,73.33333333333333,2.6327278830788354,2.501250743865967,1.894552533856143
AAPL,60,40,18.95500373840332,15,73.33333333333333,2.6327278830788354,2.501250743865967,1.894552533856143
AAPL,65,30,66.24247169494629,24,79.16666666666666,4.306972503662109,3.118001174926758,4.249034428058055
A,90,40,41.10999298095703,42,50.0,8.138094765799385,6.18047605242048,0.31674238307455904
AAPL,60,45,18.95500373840332,15,73.33333333333333,2.6327278830788354,2.501250743865967,1.894552533856143
AAPL,65,40,66.24247169494629,24,79.16666666666666,4.306972503662109,3.118001174926758,4.249034428058055
AAPL,60,35,18.95500373840332,15,73.33333333333333,2.6327278830788354,2.501250743865967,1.894552533856143
AAPL,65,35,66.24247169494629,24,79.16666666666666,4.306972503662109,3.118001174926758,4.249034428058055
AAPL,65,45,66.24247169494629,24,79.16666666666666,4.306972503662109,3.118001174926758,4.249034428058055
AAPL,70,35,21.032461166381836,38,63.1578947368421,4.436977942784627,6.1039292471749445,0.24612320915037988
AAPL,70,40,21.032461166381836,38,63.1578947368421,4.436977942784627,6.1039292471749445,0.24612320915037988
AAPL,75,30,13.889978408813477,46,67.3913043478261,4.127741229149603,7.604666646321615,0.12176714689202998
AAPL,70,30,21.032461166381836,38,63.1578947368421,4.436977942784627,6.1039292471749445,0.24612320915037988
AAPL,70,45,21.032461166381836,38,63.1578947368421,4.436977942784627,6.1039292471749445,0.24612320915037988
AAPL,75,40,13.889978408813477,46,67.3913043478261,4.127741229149603,7.604666646321615,0.12176714689202998
AAPL,75,35,13.889978408813477,46,67.3913043478261,4.127741229149603,7.604666646321615,0.12176714689202998
AAPL,75,45,13.889978408813477,46,67.3913043478261,4.127741229149603,7.604666646321615,0.12176714689202998
