total_profit,num_trades,win_rate,winning_trades,losing_trades,avg_win,avg_loss,best_trade,worst_trade,profit_factor,risk_reward,max_drawdown,sharpe_ratio,expectancy,max_consecutive_wins,max_consecutive_losses,ticker,strategy
27.7,7,57.1,4,3,13.38,8.6,30.84,-13.16,1.07,1.56,18.56,4.94,3.96,2,2,PNR,MA Cross
284.46,6,66.7,4,2,73.68,5.12,147.35,-6.3,27.75,14.38,6.3,11.51,47.41,4,2,PODD,MA Cross
161.47,6,50.0,3,3,89.56,35.74,196.79,-59.39,1.51,2.51,107.22,8.56,26.91,3,3,POOL,MA Cross
-45.92,8,37.5,3,5,10.86,15.7,22.93,-21.4,-0.58,0.69,37.68,-6.32,-5.74,2,2,PPG,MA Cross
-22.43,10,30.0,3,7,24.45,13.68,33.84,-24.96,-0.23,1.79,40.02,0.01,-2.24,1,3,PRU,MA Cross
-13.58,10,30.0,3,7,3.01,3.23,7.87,-7.52,-0.6,0.93,20.61,-4.65,-1.36,1,4,PPL,MA Cross
31.69,6,33.3,2,4,47.56,15.86,86.86,-18.92,0.5,3.0,27.02,2.49,5.28,1,3,PSA,MA Cross
-7.31,8,25.0,2,6,14.07,5.91,18.41,-14.52,-0.21,2.38,24.39,-2.37,-0.91,1,4,PSX,MA Cross
54.18,7,42.9,3,4,48.11,22.54,52.79,-27.28,0.6,2.13,53.7,6.92,7.74,2,2,PTC,MA Cross
96.3,4,75.0,3,1,37.05,14.85,85.5,-14.85,6.48,2.49,14.85,11.2,24.08,2,1,PYPL,MA Cross
193.72,6,66.7,4,2,52.57,8.28,142.43,-14.46,11.71,6.35,14.46,7.65,32.29,2,1,PWR,MA Cross
116.07,8,37.5,3,5,96.94,34.95,233.41,-79.32,0.66,2.77,107.76,5.24,14.51,1,3,RCL,MA Cross
-66.14,11,27.3,3,8,25.46,17.81,37.52,-45.7,-0.46,1.43,89.97,-3.46,-6.01,1,4,QCOM,MA Cross
-1.0,9,33.3,3,6,10.14,5.24,19.72,-9.78,-0.03,1.94,17.74,1.11,-0.11,1,3,REG,MA Cross
-102.87,8,37.5,3,5,50.98,51.16,126.68,-83.51,-0.4,1.0,111.55,-2.01,-12.86,3,3,REGN,MA Cross
0.84,8,62.5,5,3,2.41,3.74,6.11,-6.07,0.07,0.64,7.08,2.43,0.11,2,2,RF,MA Cross
4.46,10,40.0,4,6,18.28,11.45,32.3,-18.43,0.06,1.6,27.87,2.44,0.45,2,3,RJF,MA Cross
172.65,10,60.0,6,4,35.7,10.38,87.67,-17.24,4.16,3.44,21.92,9.93,17.26,3,2,RMD,MA Cross
-71.91,10,30.0,3,7,12.11,15.46,17.04,-49.23,-0.66,0.78,74.79,-5.27,-7.19,1,4,RL,MA Cross
14.31,10,60.0,6,4,5.08,4.04,13.98,-5.95,0.88,1.26,14.56,5.23,1.43,2,2,ROL,MA Cross
-28.75,7,42.9,3,4,34.75,33.25,56.02,-71.08,-0.22,1.05,84.77,1.25,-4.11,2,3,ROK,MA Cross
3.01,9,33.3,3,6,62.42,30.71,90.52,-69.34,0.02,2.03,94.5,2.45,0.33,2,3,ROP,MA Cross
49.54,6,83.3,5,1,16.16,31.25,26.85,-31.25,1.59,0.52,31.25,7.86,8.26,3,1,ROST,MA Cross
77.35,7,57.1,4,3,30.59,15.0,94.98,-37.98,1.72,2.04,42.98,4.85,11.05,2,2,RTX,MA Cross
33.27,9,44.4,4,5,22.96,11.71,32.57,-29.32,0.57,1.96,37.12,3.1,3.7,2,2,RVTY,MA Cross
119.91,4,75.0,3,1,42.39,7.27,83.2,-7.27,16.49,5.83,7.27,17.34,29.98,2,1,RSG,MA Cross
-74.51,9,33.3,3,6,51.57,38.21,104.78,-55.49,-0.33,1.35,218.01,0.28,-8.28,3,5,SBAC,MA Cross
-26.39,2,0.0,0,2,0.0,13.2,-6.4,-19.99,-1.0,0.0,19.99,-33.17,-13.2,0,2,SOLV,MA Cross
31.28,6,50.0,3,3,18.27,7.85,24.52,-10.93,1.33,2.33,10.93,5.62,5.21,3,2,SBUX,MA Cross
5.88,7,42.9,3,4,21.05,14.32,24.86,-22.62,0.1,1.47,28.45,2.39,0.84,1,2,SCHW,MA Cross
-66.88,11,18.2,2,9,6.14,8.8,9.85,-18.64,-0.84,0.7,48.24,-13.23,-6.08,1,5,SJM,MA Cross
127.91,9,44.4,4,5,52.85,16.7,99.46,-31.55,1.53,3.17,45.03,7.46,14.21,2,2,SHW,MA Cross
-26.89,7,14.3,1,6,14.2,6.85,14.2,-11.74,-0.65,2.07,26.98,-1.07,-3.84,1,4,SLB,MA Cross
24.22,8,25.0,2,6,19.92,2.6,39.6,-12.81,1.55,7.65,12.81,5.45,3.03,2,5,SMCI,MA Cross
-1.64,11,27.3,3,8,50.13,19.0,72.86,-38.49,-0.01,2.64,106.62,-0.51,-0.15,1,6,SNA,MA Cross
46.11,8,50.0,4,4,91.32,79.79,155.49,-122.15,0.14,1.14,233.0,8.19,5.76,3,2,SNPS,MA Cross
3.19,7,42.9,3,4,20.78,14.79,42.88,-23.69,0.05,1.41,22.17,2.8,0.46,2,2,SPG,MA Cross
-13.98,12,25.0,3,9,8.95,4.54,11.76,-12.32,-0.34,1.97,18.52,-1.16,-1.16,1,4,SO,MA Cross
79.49,9,66.7,6,3,36.74,46.99,79.06,-89.24,0.56,0.78,122.96,8.24,8.83,5,2,SPGI,MA Cross
-15.74,11,18.2,2,9,7.86,3.5,8.46,-8.05,-0.5,2.25,19.48,-5.71,-1.43,1,6,SRE,MA Cross
60.72,11,45.5,5,6,22.86,8.93,66.92,-23.5,1.13,2.56,39.59,4.4,5.52,4,4,STE,MA Cross
39.88,9,55.6,5,4,15.16,8.98,29.56,-13.92,1.11,1.69,21.34,7.18,4.43,3,2,STLD,MA Cross
13.25,6,50.0,3,3,15.58,11.16,26.53,-17.15,0.4,1.4,21.73,2.68,2.21,1,2,STT,MA Cross
51.77,6,66.7,4,2,15.96,6.04,28.27,-6.94,4.28,2.64,6.94,11.37,8.63,2,1,STX,MA Cross
-7.31,8,37.5,3,5,27.21,17.79,42.4,-34.86,-0.08,1.53,68.47,1.01,-0.91,2,4,STZ,MA Cross
-31.37,10,30.0,3,7,8.78,8.24,14.51,-16.76,-0.54,1.06,44.64,-3.9,-3.14,1,4,SW,MA Cross
-56.39,9,33.3,3,6,25.25,22.02,41.65,-64.55,-0.43,1.15,86.13,-3.96,-6.27,1,3,SWK,MA Cross
-33.99,10,40.0,4,6,19.16,18.44,40.92,-22.23,-0.31,1.04,70.38,-1.98,-3.4,3,4,SWKS,MA Cross
-0.9,9,33.3,3,6,9.87,5.08,18.18,-6.93,-0.03,1.94,11.66,0.83,-0.1,1,2,SYF,MA Cross
188.43,6,66.7,4,2,57.09,19.96,90.09,-36.42,4.72,2.86,36.42,11.52,31.4,3,1,SYK,MA Cross
-74.22,10,20.0,2,8,6.26,10.84,6.44,-26.3,-0.86,0.58,80.66,-10.54,-7.42,1,7,SYY,MA Cross
-9.66,9,33.3,3,6,3.2,3.21,8.09,-4.55,-0.5,1.0,14.76,-2.37,-1.07,1,4,T,MA Cross
492.82,10,40.0,4,6,208.85,57.09,640.83,-125.45,1.44,3.66,165.74,3.98,49.28,2,2,TDG,MA Cross
-46.74,7,14.3,1,6,2.06,8.13,2.06,-14.47,-0.96,0.25,32.27,-18.73,-6.68,1,3,TAP,MA Cross
197.36,7,71.4,5,2,65.8,65.82,114.58,-82.52,1.5,1.0,122.09,8.27,28.19,3,1,TDY,MA Cross
-5.88,8,50.0,4,4,9.46,10.93,28.65,-14.75,-0.13,0.87,31.71,0.76,-0.74,3,3,TECH,MA Cross
76.34,9,44.4,4,5,35.31,12.98,62.63,-22.14,1.18,2.72,22.14,5.64,8.48,1,1,TEL,MA Cross
36.18,8,50.0,4,4,21.08,12.04,44.77,-44.39,0.75,1.75,46.5,8.35,4.52,3,2,TER,MA Cross
-11.99,9,44.4,4,5,5.33,6.66,10.29,-14.89,-0.36,0.8,21.64,-1.8,-1.33,2,3,TFC,MA Cross
93.84,8,50.0,4,4,31.98,8.52,104.82,-14.83,2.75,3.75,12.36,5.2,11.73,3,2,TGT,MA Cross
79.2,7,42.9,3,4,33.25,5.14,74.89,-12.04,3.85,6.47,12.04,7.11,11.31,1,2,TJX,MA Cross
153.76,6,83.3,5,1,33.28,12.65,89.17,-12.65,12.15,2.63,12.65,10.47,25.63,3,1,TKO,MA Cross
253.63,5,40.0,2,3,206.44,53.08,403.22,-65.68,1.59,3.89,159.24,7.11,50.73,2,3,TMO,MA Cross
125.24,7,42.9,3,4,50.4,6.49,80.54,-16.66,4.82,7.76,17.99,11.22,17.89,1,2,TMUS,MA Cross
59.26,9,44.4,4,5,74.64,47.86,165.63,-134.52,0.25,1.56,134.52,5.96,6.58,2,2,TPL,MA Cross
67.2,9,44.4,4,5,23.15,5.08,72.9,-10.55,2.65,4.56,20.52,5.64,7.47,2,4,TPR,MA Cross
120.56,7,42.9,3,4,46.3,4.58,90.47,-9.14,6.58,10.1,16.96,8.63,17.22,1,3,TRGP,MA Cross
-0.25,10,40.0,4,6,11.44,7.67,29.88,-16.1,-0.01,1.49,27.88,1.14,-0.03,2,3,TRMB,MA Cross
21.02,10,30.0,3,7,28.67,9.28,48.03,-17.93,0.32,3.09,45.6,2.08,2.1,2,4,TROW,MA Cross
28.82,5,40.0,2,3,23.85,6.29,37.2,-9.76,1.53,3.79,9.76,6.11,5.76,1,1,TRV,MA Cross
12.65,8,37.5,3,5,8.7,2.69,13.23,-7.03,0.94,3.23,7.03,5.09,1.58,2,3,TSCO,MA Cross
14.13,6,66.7,4,2,5.4,3.74,13.56,-6.21,1.89,1.44,7.49,5.93,2.36,4,2,TSN,MA Cross
70.81,11,36.4,4,7,58.01,23.03,197.84,-76.0,0.44,2.52,123.21,4.73,6.44,2,2,TSLA,MA Cross
210.64,7,71.4,5,2,55.28,32.88,189.46,-56.32,3.2,1.68,56.32,10.7,30.09,4,1,TT,MA Cross
15.61,8,50.0,4,4,13.01,9.11,22.33,-20.51,0.43,1.43,20.51,7.16,1.95,2,1,TTD,MA Cross
64.98,7,71.4,5,2,19.1,15.26,40.1,-17.23,2.13,1.25,13.29,6.95,9.28,4,1,TTWO,MA Cross
53.51,8,50.0,4,4,32.78,19.4,44.19,-47.47,0.69,1.69,47.47,6.05,6.69,2,1,TXN,MA Cross
48.86,5,60.0,3,2,25.25,13.45,45.68,-14.98,1.82,1.88,14.98,7.76,9.77,2,1,UBER,MA Cross
46.81,6,50.0,3,3,19.64,4.04,32.73,-9.43,3.86,4.86,9.43,9.51,7.8,2,1,TXT,MA Cross
396.97,4,75.0,3,1,139.86,22.61,212.56,-22.61,17.56,6.19,0.0,13.75,99.24,3,1,TYL,MA Cross
-38.26,11,27.3,3,8,13.19,9.73,17.52,-20.2,-0.49,1.36,43.86,-4.58,-3.48,2,5,UAL,MA Cross
1.17,7,42.9,3,4,5.31,3.69,10.17,-5.71,0.08,1.44,5.71,1.1,0.17,1,1,UDR,MA Cross
-5.69,1,0.0,0,1,0.0,5.69,-5.69,-5.69,-1.0,0.0,0.0,0.0,-5.69,0,1,VLTO,MA Cross
-62.22,9,33.3,3,6,16.19,18.47,26.99,-38.28,-0.56,0.88,53.23,-4.66,-6.91,1,2,UHS,MA Cross
86.66,6,50.0,3,3,94.46,65.57,146.73,-90.93,0.44,1.44,178.56,4.35,14.44,2,2,ULTA,MA Cross
331.04,5,80.0,4,1,90.41,30.59,205.38,-30.59,10.82,2.96,30.59,12.36,66.21,3,1,UNH,MA Cross
-44.29,10,30.0,3,7,25.16,17.11,31.34,-50.2,-0.37,1.47,88.43,0.48,-4.43,2,5,UNP,MA Cross
-20.67,10,30.0,3,7,20.36,11.68,57.11,-21.16,-0.25,1.74,52.26,-1.46,-2.07,1,4,UPS,MA Cross
-3.01,6,33.3,2,4,4.22,2.86,6.1,-5.42,-0.26,1.47,6.03,-1.72,-0.5,2,3,VICI,MA Cross
338.22,8,62.5,5,3,106.33,64.48,247.33,-96.86,1.75,1.65,96.86,7.63,42.28,3,2,URI,MA Cross
220.55,6,100.0,6,0,36.76,0.0,72.08,0.02,220.55,0.0,0.0,18.44,36.76,6,0,V,MA Cross
-10.36,9,44.4,4,5,5.57,6.53,14.06,-13.52,-0.32,0.85,17.43,-1.34,-1.15,2,3,USB,MA Cross
31.51,5,60.0,3,2,22.29,17.68,34.32,-35.21,0.89,1.26,35.21,6.61,6.3,2,1,VLO,MA Cross
86.89,6,33.3,2,4,53.55,5.05,105.21,-12.87,4.3,10.6,12.87,6.51,14.48,2,3,VST,MA Cross
88.45,9,55.6,5,4,36.09,23.0,74.38,-47.6,0.96,1.57,47.6,5.35,9.83,3,3,VMC,MA Cross
78.59,9,55.6,5,4,23.23,9.39,64.7,-15.99,2.09,2.47,28.18,5.73,8.73,2,2,VRSK,MA Cross
109.05,7,42.9,3,4,60.46,18.08,105.41,-40.03,1.51,3.34,72.34,6.51,15.58,2,4,VRSN,MA Cross
119.17,8,37.5,3,5,85.23,27.31,181.07,-62.89,0.87,3.12,100.21,5.87,14.9,2,2,VRTX,MA Cross
1.18,9,44.4,4,5,7.55,5.8,17.87,-11.78,0.04,1.3,26.86,1.26,0.13,2,4,VTR,MA Cross
-22.8,10,20.0,2,8,0.32,2.93,0.44,-6.38,-0.97,0.11,23.24,-20.98,-2.28,1,7,VTRS,MA Cross
-15.74,7,28.6,2,5,2.46,4.13,4.68,-8.73,-0.76,0.6,16.4,-9.16,-2.25,1,2,VZ,MA Cross
32.69,8,50.0,4,4,26.0,17.83,67.08,-37.42,0.46,1.46,51.35,2.34,4.09,2,1,WAB,MA Cross
-116.0,12,33.3,4,8,47.9,38.45,134.46,-91.67,-0.38,1.25,214.02,-0.42,-9.67,2,3,WAT,MA Cross
-9.5,11,27.3,3,8,7.17,3.88,14.85,-9.92,-0.31,1.85,24.08,1.38,-0.86,1,4,WBD,MA Cross
57.64,7,42.9,3,4,58.2,29.24,84.86,-59.9,0.49,1.99,67.65,5.63,8.23,2,2,WDAY,MA Cross
24.53,5,60.0,3,2,15.85,11.5,21.84,-12.37,1.07,1.38,23.01,7.92,4.91,2,2,WDC,MA Cross
24.91,4,50.0,2,2,17.48,5.03,21.09,-5.51,2.48,3.48,4.55,8.87,6.23,2,2,WELL,MA Cross
-6.83,9,33.3,3,6,11.98,7.13,18.38,-11.32,-0.16,1.68,33.08,0.8,-0.76,2,5,WEC,MA Cross
7.9,9,33.3,3,6,13.15,5.26,16.21,-9.53,0.25,2.5,17.87,2.45,0.88,2,4,WFC,MA Cross
44.26,9,44.4,4,5,34.52,18.76,49.14,-25.05,0.47,1.84,51.76,5.86,4.92,2,3,WM,MA Cross
-7.17,6,33.3,2,4,5.78,4.69,9.02,-6.15,-0.38,1.23,17.52,-1.05,-1.2,1,3,WMB,MA Cross
58.99,7,71.4,5,2,14.94,7.86,60.14,-12.75,3.75,1.9,15.72,7.33,8.43,4,2,WMT,MA Cross
37.45,5,80.0,4,1,10.27,3.64,25.58,-3.64,10.29,2.82,3.64,12.54,7.49,2,1,WRB,MA Cross
72.93,8,25.0,2,6,63.99,9.17,93.22,-17.81,1.32,6.97,21.39,3.98,9.12,1,4,WSM,MA Cross
112.74,7,57.1,4,3,82.21,72.03,266.49,-108.81,0.52,1.14,216.1,5.93,16.11,4,3,WST,MA Cross
0.21,9,44.4,4,5,24.92,19.89,55.7,-38.0,0.0,1.25,59.9,2.1,0.02,3,3,WTW,MA Cross
-26.97,12,33.3,4,8,1.68,4.21,5.19,-9.74,-0.8,0.4,28.48,-9.16,-2.25,3,7,WY,MA Cross
-33.02,1,0.0,0,1,0.0,33.02,-33.02,-33.02,-1.0,0.0,0.0,0.0,-33.02,0,1,ARM,MA Cross
437.02,1,100.0,1,0,437.02,0.0,437.02,437.02,437.02,0.0,0.0,0.0,437.02,1,0,APP,MA Cross
-107.07,9,22.2,2,7,27.31,23.1,44.49,-97.21,-0.66,1.18,148.7,-4.51,-11.9,1,3,WYNN,MA Cross
28.89,10,20.0,2,8,83.14,17.17,120.9,-31.92,0.21,4.84,85.46,4.35,2.89,1,5,XYZ,MA Cross
6.99,6,33.3,2,4,14.08,5.29,14.49,-9.74,0.33,2.66,20.58,3.43,1.16,1,3,XEL,MA Cross
36.88,11,45.5,5,6,16.26,7.4,29.81,-18.53,0.83,2.2,39.16,5.31,3.35,2,4,XYL,MA Cross
8.16,7,28.6,2,5,29.08,10.0,57.72,-12.82,0.16,2.91,25.24,3.39,1.17,1,3,XOM,MA Cross
23.7,8,50.0,4,4,13.35,7.42,20.0,-10.54,0.8,1.8,27.12,6.93,2.96,3,3,YUM,MA Cross
-104.56,9,11.1,1,8,3.34,13.49,3.34,-28.98,-0.97,0.25,94.65,-21.67,-11.62,1,5,ZBH,MA Cross
178.71,6,50.0,3,3,98.68,39.11,167.86,-52.45,1.52,2.52,103.98,7.96,29.78,2,2,ZBRA,MA Cross
34.16,8,50.0,4,4,25.51,16.96,37.1,-44.68,0.5,1.5,66.27,6.3,4.27,4,3,ZTS,MA Cross
6.74,3,66.7,2,1,7.79,8.84,9.23,-8.84,0.76,0.88,8.84,6.92,2.25,1,1,GFS,MA Cross
614.46,4,100.0,4,0,153.61,0.0,454.43,23.16,614.46,0.0,0.0,14.14,153.61,4,0,ASML,MA Cross
76.84,5,40.0,2,3,55.64,11.48,92.95,-16.58,2.23,4.85,34.45,8.09,15.37,2,3,PDD,MA Cross
-6.97,10,50.0,5,5,11.79,13.18,32.49,-23.28,-0.11,0.89,38.2,-0.7,-0.7,1,1,AZN,MA Cross
23.18,7,71.4,5,2,8.63,9.98,24.23,-15.42,1.16,0.86,4.55,5.3,3.31,5,1,CCEP,MA Cross
1355.6,7,57.1,4,3,507.7,225.07,1225.59,-509.28,2.01,2.26,509.28,11.15,193.66,1,1,MELI,MA Cross
192.98,3,100.0,3,0,64.33,0.0,133.9,26.2,192.98,0.0,0.0,14.73,64.33,3,0,ZS,MA Cross
42.77,5,60.0,3,2,18.27,6.02,32.6,-11.88,3.56,3.04,11.88,12.74,8.55,2,1,MRVL,MA Cross
325.0,7,28.6,2,5,167.18,1.87,303.11,-4.29,34.72,89.31,8.11,7.26,46.43,2,5,MSTR,MA Cross
147.73,5,100.0,5,0,29.55,0.0,70.85,11.8,147.73,0.0,0.0,15.67,29.55,5,0,SHOP,MA Cross
249.48,4,75.0,3,1,92.84,29.03,157.0,-29.03,8.59,3.2,29.03,12.83,62.37,3,1,TEAM,MA Cross
51.5,6,83.3,5,1,14.83,22.64,28.52,-22.64,2.27,0.65,22.64,10.85,8.58,5,1,TRI,MA Cross
