total_profit,num_trades,win_rate,winning_trades,losing_trades,avg_win,avg_loss,best_trade,worst_trade,profit_factor,risk_reward,max_drawdown,sharpe_ratio,expectancy,max_consecutive_wins,max_consecutive_losses,ticker,strategy
10.07,40,70.0,28,12,0.85,1.14,2.48,-3.5,0.74,0.74,3.5,4.13,0.25,10,3,GEN,SuperTrend+RSI
-26.21,34,55.9,19,15,1.88,4.13,5.49,-14.27,-0.42,0.46,36.08,-2.68,-0.77,7,6,GILD,SuperTrend+RSI
-18.35,37,48.6,18,19,1.57,2.45,4.3,-6.89,-0.39,0.64,29.37,-3.24,-0.5,6,6,GIS,SuperTrend+RSI
6.93,27,70.4,19,8,2.19,4.34,8.02,-14.56,0.2,0.51,14.56,2.56,0.26,6,2,GL,SuperTrend+RSI
34.0,35,80.0,28,7,1.42,0.81,7.53,-2.66,6.0,1.75,3.08,10.98,0.97,12,2,GLW,SuperTrend+RSI
14.75,39,64.1,25,14,1.56,1.73,4.31,-7.67,0.61,0.9,7.94,3.27,0.38,4,2,GM,SuperTrend+RSI
80.42,31,74.2,23,8,5.03,4.4,16.78,-23.68,2.29,1.14,30.17,3.57,2.59,14,2,GNRC,SuperTrend+RSI
16.18,41,73.2,30,11,3.6,8.35,32.92,-44.09,0.18,0.43,44.09,0.25,0.39,8,3,GOOG,SuperTrend+RSI
12.45,38,71.1,27,11,3.83,8.27,35.52,-42.86,0.14,0.46,42.86,0.2,0.33,7,2,GOOGL,SuperTrend+RSI
-12.72,40,65.0,26,14,3.37,7.16,9.92,-27.3,-0.13,0.47,48.83,-0.3,-0.32,5,2,GPC,SuperTrend+RSI
7.95,37,62.2,23,14,3.43,5.06,15.7,-13.55,0.11,0.68,35.64,1.01,0.21,7,4,GPN,SuperTrend+RSI
74.45,41,68.3,28,13,4.16,3.23,24.79,-7.09,1.77,1.29,13.43,2.3,1.82,6,4,GRMN,SuperTrend+RSI
70.67,37,81.1,30,7,6.43,17.46,20.02,-30.46,0.58,0.37,44.5,3.18,1.91,9,2,GS,SuperTrend+RSI
387.12,28,78.6,22,6,21.09,12.79,93.29,-23.06,5.04,1.65,23.06,8.23,13.83,8,1,GWW,SuperTrend+RSI
2.94,34,70.6,24,10,0.99,2.08,2.24,-4.67,0.14,0.48,8.34,1.61,0.09,9,2,HAL,SuperTrend+RSI
15.4,33,69.7,23,10,2.62,4.48,8.97,-8.94,0.34,0.58,13.49,2.76,0.47,7,3,HAS,SuperTrend+RSI
-0.93,29,65.5,19,9,0.38,0.9,0.96,-2.25,-0.12,0.42,3.84,-0.58,-0.03,5,2,HBAN,SuperTrend+RSI
-159.88,40,52.5,21,18,6.46,16.42,25.63,-72.66,-0.54,0.39,169.33,-4.05,-4.0,3,3,HCA,SuperTrend+RSI
-17.26,37,73.0,27,10,6.4,19.01,23.79,-44.29,-0.09,0.34,62.67,0.72,-0.47,7,1,HD,SuperTrend+RSI
22.74,30,66.7,20,10,2.38,2.5,7.3,-7.34,0.91,0.96,10.06,3.3,0.76,6,3,HIG,SuperTrend+RSI
45.34,29,65.5,19,10,7.69,10.08,38.86,-30.0,0.45,0.76,45.19,1.08,1.56,5,2,HII,SuperTrend+RSI
4.31,38,73.7,28,10,0.55,1.11,1.88,-2.43,0.39,0.5,6.81,1.52,0.11,13,3,HPE,SuperTrend+RSI
-9.08,36,58.3,21,15,3.0,4.8,9.67,-12.28,-0.13,0.62,31.55,-1.84,-0.25,6,3,HLT,SuperTrend+RSI
22.2,30,76.7,23,7,3.95,9.81,17.58,-22.31,0.32,0.4,30.36,2.74,0.74,9,2,HON,SuperTrend+RSI
-8.34,34,55.9,19,15,0.75,1.51,2.39,-5.06,-0.37,0.5,13.19,-0.84,-0.25,4,6,HPQ,SuperTrend+RSI
12.86,31,64.5,20,11,1.36,1.3,4.42,-4.75,0.9,1.04,4.75,4.31,0.41,4,3,HRL,SuperTrend+RSI
29.92,32,68.8,22,10,2.43,2.35,7.46,-4.84,1.28,1.03,5.8,5.62,0.94,8,3,HSIC,SuperTrend+RSI
-2.95,34,64.7,22,10,0.46,1.3,1.41,-2.52,-0.23,0.35,5.11,-1.6,-0.09,7,2,HST,SuperTrend+RSI
11.07,31,74.2,23,8,3.27,8.02,12.02,-28.08,0.17,0.41,28.88,1.28,0.36,7,2,HSY,SuperTrend+RSI
14.73,22,81.8,18,4,1.35,2.4,5.62,-5.24,1.53,0.56,5.24,3.43,0.67,9,1,HWM,SuperTrend+RSI
85.1,35,77.1,27,8,7.11,13.36,36.74,-49.86,0.8,0.53,49.86,3.16,2.43,5,1,HUBB,SuperTrend+RSI
-14.95,43,79.1,34,9,3.11,13.4,14.02,-39.37,-0.12,0.23,63.97,0.53,-0.35,9,2,IBM,SuperTrend+RSI
-86.26,38,73.7,28,10,8.59,32.67,29.56,-79.29,-0.26,0.26,173.25,-0.52,-2.27,8,2,HUM,SuperTrend+RSI
37.08,33,78.8,26,7,2.56,4.21,8.61,-13.97,1.26,0.61,15.61,3.96,1.12,8,2,ICE,SuperTrend+RSI
-108.3,32,62.5,20,12,8.41,23.04,33.7,-74.95,-0.39,0.36,167.88,-0.2,-3.38,7,2,IDXX,SuperTrend+RSI
90.35,27,74.1,20,7,5.45,2.68,16.69,-13.19,4.82,2.04,13.19,9.99,3.35,6,2,IEX,SuperTrend+RSI
7.94,32,71.9,23,9,2.85,6.4,7.05,-20.11,0.14,0.45,20.97,2.04,0.25,6,2,IFF,SuperTrend+RSI
46.2,34,76.5,26,8,3.99,7.2,10.14,-17.23,0.8,0.55,17.23,4.56,1.36,8,1,INCY,SuperTrend+RSI
-4.02,23,60.9,14,9,0.66,1.47,1.54,-3.28,-0.3,0.45,6.58,-2.09,-0.17,3,3,INVH,SuperTrend+RSI
-20.33,38,60.5,23,15,1.64,3.87,8.57,-24.74,-0.35,0.42,30.04,-0.26,-0.53,6,4,INTC,SuperTrend+RSI
-43.33,39,69.2,27,12,11.18,28.78,33.44,-67.09,-0.13,0.39,169.52,0.08,-1.11,7,3,INTU,SuperTrend+RSI
5.11,31,64.5,20,11,1.67,2.57,4.84,-9.57,0.18,0.65,9.72,0.84,0.16,9,3,IR,SuperTrend+RSI
10.16,36,63.9,23,13,1.4,1.7,3.03,-7.08,0.46,0.83,7.92,2.49,0.28,5,4,IP,SuperTrend+RSI
4.8,27,63.0,17,10,4.59,7.33,13.53,-19.37,0.07,0.63,23.46,1.66,0.18,3,1,IQV,SuperTrend+RSI
-8.92,28,75.0,21,7,1.46,5.67,7.71,-14.55,-0.22,0.26,23.18,0.97,-0.32,8,3,IRM,SuperTrend+RSI
-10.13,32,59.4,19,13,7.13,11.2,26.73,-32.96,-0.07,0.64,78.26,0.3,-0.32,5,3,ISRG,SuperTrend+RSI
86.31,33,78.8,26,7,5.66,8.71,18.2,-23.72,1.42,0.65,49.31,6.33,2.62,9,3,IT,SuperTrend+RSI
15.43,34,61.8,21,13,5.59,7.84,22.15,-19.67,0.15,0.71,52.19,2.35,0.45,5,2,ITW,SuperTrend+RSI
-6.36,33,63.6,21,12,0.74,1.82,1.81,-4.05,-0.29,0.41,11.41,-0.3,-0.19,7,3,IVZ,SuperTrend+RSI
2.3,33,69.7,23,10,2.86,6.36,12.72,-18.34,0.04,0.45,41.13,-0.25,0.07,7,3,J,SuperTrend+RSI
-16.18,30,60.0,18,12,3.8,7.05,23.02,-17.64,-0.19,0.54,49.45,-0.8,-0.54,8,3,JBHT,SuperTrend+RSI
16.28,35,71.4,25,9,3.3,7.36,30.36,-26.48,0.25,0.45,52.51,4.18,0.47,8,3,JBL,SuperTrend+RSI
20.71,33,72.7,24,9,1.75,2.37,7.62,-5.25,0.97,0.74,8.13,3.47,0.63,7,2,JCI,SuperTrend+RSI
23.34,30,83.3,25,5,2.93,9.96,10.55,-31.07,0.47,0.29,31.07,2.13,0.78,10,1,JKHY,SuperTrend+RSI
1.28,30,63.3,19,11,2.6,4.38,7.66,-7.23,0.03,0.59,22.0,-0.68,0.04,4,2,JNJ,SuperTrend+RSI
45.22,41,75.6,31,10,3.73,7.03,12.17,-24.73,0.64,0.53,24.73,3.88,1.1,10,3,JPM,SuperTrend+RSI
-103.79,30,63.3,19,11,0.95,11.07,2.8,-101.49,-0.85,0.09,109.16,-2.74,-3.46,8,4,KDP,SuperTrend+RSI
3.26,34,73.5,25,9,0.48,0.96,1.69,-2.13,0.38,0.5,2.16,1.74,0.1,8,2,KEY,SuperTrend+RSI
-5.0,30,63.3,19,11,1.24,2.59,4.57,-7.82,-0.18,0.48,12.92,1.11,-0.17,5,3,KHC,SuperTrend+RSI
-22.73,39,66.7,26,13,3.63,9.01,19.31,-44.68,-0.19,0.4,51.66,1.25,-0.58,5,2,KEYS,SuperTrend+RSI
-2.24,30,56.7,17,13,0.47,0.78,0.96,-1.63,-0.22,0.6,3.56,-0.21,-0.07,3,2,KIM,SuperTrend+RSI
4.25,9,88.9,8,1,0.53,0.03,1.39,-0.03,141.67,17.83,0.03,19.45,0.47,5,1,KVUE,SuperTrend+RSI
14.05,41,61.0,25,16,2.37,2.83,12.1,-11.67,0.31,0.84,14.85,-0.19,0.34,7,4,KKR,SuperTrend+RSI
2.59,35,71.4,25,10,1.58,3.68,9.64,-20.96,0.07,0.43,20.96,2.72,0.07,9,3,KLAC,SuperTrend+RSI
7.68,31,71.0,22,9,2.93,6.3,7.15,-18.79,0.14,0.46,32.52,1.13,0.25,5,5,KMB,SuperTrend+RSI
13.58,33,81.8,27,6,0.66,0.72,2.75,-2.34,3.16,0.92,2.74,8.83,0.41,13,2,KMI,SuperTrend+RSI
39.99,29,82.8,24,5,2.22,2.65,7.45,-7.24,3.02,0.84,7.24,8.22,1.38,10,2,KMX,SuperTrend+RSI
12.93,34,70.6,24,10,1.36,1.98,3.73,-7.06,0.65,0.69,11.38,2.55,0.38,7,2,KO,SuperTrend+RSI
2.95,34,64.7,22,12,1.32,2.18,6.75,-6.05,0.11,0.61,6.39,1.11,0.09,9,3,KR,SuperTrend+RSI
9.54,40,67.5,27,13,1.5,2.37,5.22,-5.31,0.31,0.63,6.06,2.13,0.24,7,3,L,SuperTrend+RSI
52.84,30,76.7,23,7,3.62,4.35,10.51,-13.71,1.74,0.83,13.71,6.1,1.76,6,2,LDOS,SuperTrend+RSI
-36.38,36,52.8,19,17,3.21,5.73,13.35,-15.05,-0.37,0.56,41.19,-2.22,-1.01,4,4,LEN,SuperTrend+RSI
21.13,24,70.8,17,7,3.81,6.24,10.91,-22.18,0.48,0.61,39.78,2.04,0.88,6,4,LH,SuperTrend+RSI
29.37,33,81.8,27,6,5.22,18.6,21.52,-27.77,0.26,0.28,45.36,2.12,0.89,9,1,LHX,SuperTrend+RSI
6.08,32,65.6,21,11,10.56,19.61,42.04,-64.18,0.03,0.54,117.96,0.26,0.19,5,3,LII,SuperTrend+RSI
106.93,40,75.0,30,10,6.89,9.98,26.75,-25.44,1.07,0.69,34.67,4.57,2.67,9,2,LIN,SuperTrend+RSI
-1.39,38,63.2,24,14,0.94,1.71,2.95,-3.41,-0.06,0.55,9.34,-0.56,-0.04,7,3,LKQ,SuperTrend+RSI
87.63,33,63.6,21,12,12.81,15.12,44.58,-108.03,0.48,0.85,108.03,-0.19,2.66,4,3,LLY,SuperTrend+RSI
-195.53,33,63.6,21,12,10.28,34.28,35.4,-90.65,-0.48,0.3,262.86,-2.63,-5.93,6,2,LMT,SuperTrend+RSI
-0.51,36,61.1,22,14,1.14,1.84,3.85,-9.68,-0.02,0.62,10.96,-0.01,-0.01,4,3,LNT,SuperTrend+RSI
-32.06,36,63.9,23,13,3.81,9.21,11.22,-24.09,-0.27,0.41,65.07,-0.33,-0.89,8,3,LOW,SuperTrend+RSI
52.79,38,86.8,33,5,2.4,5.27,14.47,-11.02,2.0,0.45,25.94,7.26,1.39,12,3,LRCX,SuperTrend+RSI
-164.43,39,43.6,17,22,11.99,16.74,45.14,-75.65,-0.45,0.72,198.06,-5.75,-4.22,5,8,LULU,SuperTrend+RSI
6.26,30,63.3,19,11,1.45,1.93,4.06,-5.88,0.29,0.75,9.06,2.82,0.21,6,2,LUV,SuperTrend+RSI
-24.5,25,76.0,19,6,1.64,9.26,5.23,-19.71,-0.44,0.18,40.66,-1.82,-0.98,6,1,LW,SuperTrend+RSI
-38.92,39,51.3,20,19,2.12,4.28,5.57,-8.92,-0.48,0.5,43.22,-3.84,-1.0,3,3,LVS,SuperTrend+RSI
63.57,32,75.0,24,8,3.76,3.34,11.46,-8.71,2.38,1.13,13.3,7.68,1.99,9,4,LYB,SuperTrend+RSI
71.83,35,85.7,30,5,2.75,2.1,11.89,-2.86,6.83,1.3,9.3,7.57,2.05,21,3,LYV,SuperTrend+RSI
-58.84,33,54.5,18,15,8.11,13.65,29.75,-38.03,-0.29,0.59,100.66,-1.68,-1.78,5,3,MA,SuperTrend+RSI
-52.99,30,50.0,15,15,2.77,6.31,7.99,-27.39,-0.56,0.44,56.29,-3.95,-1.77,3,3,MAA,SuperTrend+RSI
-26.75,39,56.4,22,17,3.94,6.68,14.41,-20.73,-0.24,0.59,52.58,-2.23,-0.69,5,3,MAR,SuperTrend+RSI
-8.5,36,61.1,22,14,1.84,3.5,6.21,-6.15,-0.17,0.53,29.88,-0.62,-0.24,6,6,MAS,SuperTrend+RSI
19.08,33,63.6,21,12,3.53,4.59,15.69,-14.56,0.35,0.77,23.56,1.67,0.58,5,4,MCD,SuperTrend+RSI
36.4,36,75.0,27,9,2.56,3.63,8.34,-12.81,1.11,0.7,12.94,4.08,1.01,6,2,MCHP,SuperTrend+RSI
233.52,38,76.3,29,9,11.52,11.19,111.29,-29.43,2.32,1.03,29.43,5.25,6.15,8,2,MCK,SuperTrend+RSI
21.19,40,77.5,31,9,4.42,12.89,18.26,-58.73,0.18,0.34,62.33,0.74,0.53,7,3,MCO,SuperTrend+RSI
-8.78,35,71.4,25,10,0.94,3.22,3.31,-10.5,-0.27,0.29,18.57,-1.33,-0.25,7,3,MDLZ,SuperTrend+RSI
17.41,35,71.4,25,10,1.98,3.22,5.4,-9.0,0.54,0.62,14.96,2.3,0.5,5,1,MDT,SuperTrend+RSI
12.27,31,74.2,23,8,1.39,2.46,4.9,-5.45,0.62,0.56,8.62,2.92,0.4,9,3,MET,SuperTrend+RSI
249.3,37,73.0,27,10,14.12,13.2,79.55,-41.47,1.89,1.07,93.1,3.37,6.74,7,2,META,SuperTrend+RSI
2.88,43,67.4,29,14,1.4,2.7,3.45,-5.04,0.08,0.52,10.42,0.66,0.07,7,3,MGM,SuperTrend+RSI
-14.63,38,63.2,24,14,4.18,8.21,11.4,-17.73,-0.13,0.51,56.62,-0.79,-0.38,9,2,MHK,SuperTrend+RSI
16.17,30,76.7,23,7,1.36,2.17,4.1,-6.89,1.06,0.63,7.02,6.55,0.54,5,3,MKC,SuperTrend+RSI
-40.54,35,60.0,21,14,10.64,18.85,34.25,-61.64,-0.15,0.56,127.82,-0.47,-1.16,8,3,MKTX,SuperTrend+RSI
162.67,29,69.0,20,9,15.06,15.38,57.92,-39.53,1.18,0.98,65.31,5.43,5.61,6,2,MLM,SuperTrend+RSI
-4.55,38,55.3,21,17,4.53,5.86,23.12,-17.53,-0.05,0.77,47.4,0.82,-0.12,5,6,MMM,SuperTrend+RSI
5.84,23,73.9,17,6,0.58,0.68,1.52,-1.62,1.44,0.86,1.77,6.14,0.25,7,2,MNST,SuperTrend+RSI
-3.18,34,64.7,22,12,1.58,3.15,6.75,-7.51,-0.08,0.5,17.71,-0.45,-0.09,6,2,MO,SuperTrend+RSI
186.99,23,82.6,19,4,12.61,13.16,110.71,-16.01,3.55,0.96,27.9,5.34,8.13,10,2,MRNA,SuperTrend+RSI
-13.71,38,63.2,24,14,7.54,13.91,43.4,-32.94,-0.07,0.54,51.56,-0.51,-0.36,4,2,MOH,SuperTrend+RSI
-6.99,35,54.3,19,16,1.4,2.09,3.12,-7.77,-0.21,0.67,16.22,-0.96,-0.2,5,3,MOS,SuperTrend+RSI
-20.16,26,61.5,16,10,4.17,8.69,9.45,-23.34,-0.23,0.48,49.32,-0.02,-0.78,6,3,MPC,SuperTrend+RSI
127.35,37,73.0,27,10,20.55,42.76,132.91,-266.13,0.3,0.48,266.13,4.06,3.44,8,2,MPWR,SuperTrend+RSI
1.68,36,66.7,24,12,1.69,3.25,5.48,-12.45,0.04,0.52,19.11,0.83,0.05,6,3,MRK,SuperTrend+RSI
-22.13,40,55.0,22,18,1.27,2.79,4.41,-11.69,-0.44,0.46,31.66,-3.42,-0.55,4,4,MS,SuperTrend+RSI
-166.32,37,70.3,26,11,8.87,36.09,25.85,-94.07,-0.42,0.25,269.63,-1.02,-4.5,5,2,MSCI,SuperTrend+RSI
-22.91,38,73.7,28,10,4.33,14.4,33.55,-47.08,-0.16,0.3,65.85,-0.6,-0.6,6,3,MSFT,SuperTrend+RSI
47.55,33,72.7,24,9,4.51,6.73,18.33,-21.2,0.78,0.67,35.26,2.04,1.44,9,2,MSI,SuperTrend+RSI
-85.68,40,60.0,24,16,3.04,9.91,7.73,-19.3,-0.54,0.31,103.34,-4.0,-2.14,4,3,MTB,SuperTrend+RSI
125.68,31,74.2,23,8,27.11,62.23,100.88,-135.72,0.25,0.44,262.55,1.96,4.05,5,2,MTD,SuperTrend+RSI
-2.26,30,60.0,18,11,3.4,5.77,12.25,-16.16,-0.04,0.59,39.72,-1.36,-0.08,6,5,MTCH,SuperTrend+RSI
-258.91,42,57.1,24,18,3.65,19.25,35.72,-229.71,-0.75,0.19,257.44,-4.08,-6.16,7,3,MU,SuperTrend+RSI
-2.65,33,63.6,21,11,1.63,3.36,5.01,-7.15,-0.07,0.49,11.98,-0.44,-0.08,5,3,NCLH,SuperTrend+RSI
-3.2,37,70.3,26,11,0.72,1.98,5.04,-5.68,-0.15,0.36,16.47,-0.29,-0.09,10,5,NDAQ,SuperTrend+RSI
17.06,32,75.0,24,8,5.5,14.36,22.38,-39.08,0.15,0.38,49.7,2.5,0.53,5,2,NDSN,SuperTrend+RSI
-24.97,34,58.8,20,14,1.03,3.26,4.79,-10.24,-0.55,0.32,25.64,-3.73,-0.73,8,3,NEE,SuperTrend+RSI
2.63,31,67.7,21,10,1.85,3.61,5.22,-11.07,0.07,0.51,11.07,-0.43,0.08,5,1,NEM,SuperTrend+RSI
3.7,34,73.5,25,9,1.61,4.06,10.9,-14.14,0.1,0.4,20.15,5.25,0.11,9,3,NFLX,SuperTrend+RSI
-8.96,36,61.1,22,14,0.48,1.39,1.61,-5.84,-0.46,0.34,11.22,-2.66,-0.25,4,3,NI,SuperTrend+RSI
-60.02,42,52.4,22,20,2.37,5.61,8.75,-18.34,-0.54,0.42,67.83,-3.55,-1.43,4,6,NKE,SuperTrend+RSI
-25.5,32,65.6,21,11,8.1,17.78,30.4,-69.91,-0.13,0.46,82.36,-0.46,-0.8,6,4,NOC,SuperTrend+RSI
-6.56,47,59.6,28,18,3.65,6.04,20.95,-21.18,-0.06,0.6,62.93,-1.08,-0.14,9,4,NOW,SuperTrend+RSI
78.36,30,73.3,22,7,5.88,7.27,23.27,-21.76,1.54,0.81,21.76,4.79,2.61,6,3,NSC,SuperTrend+RSI
11.38,33,72.7,24,9,1.79,3.5,10.45,-13.08,0.36,0.51,13.08,0.44,0.34,6,2,NRG,SuperTrend+RSI
5.22,37,70.3,26,11,2.11,4.5,4.57,-13.94,0.11,0.47,19.73,1.87,0.14,9,2,NTAP,SuperTrend+RSI
2.21,28,67.9,19,9,1.76,3.47,3.53,-11.17,0.07,0.51,20.5,0.71,0.08,6,3,NTRS,SuperTrend+RSI
27.5,30,70.0,21,9,3.23,4.48,10.86,-21.36,0.68,0.72,21.36,2.99,0.92,8,3,NUE,SuperTrend+RSI
1.83,40,75.0,30,9,1.64,5.25,14.43,-22.49,0.04,0.31,22.49,3.81,0.05,7,2,NVDA,SuperTrend+RSI
306.22,28,71.4,20,8,113.5,245.46,514.49,-605.1,0.16,0.46,1000.93,1.19,10.94,9,2,NVR,SuperTrend+RSI
4.74,35,74.3,26,9,0.63,1.29,2.54,-2.65,0.41,0.49,3.88,2.8,0.14,10,3,NWS,SuperTrend+RSI
-0.18,32,71.9,23,9,0.45,1.17,1.56,-2.24,-0.02,0.38,3.86,-0.07,-0.01,6,2,NWSA,SuperTrend+RSI
94.79,39,69.2,27,12,7.73,9.49,21.44,-25.05,0.83,0.81,36.61,2.39,2.43,7,2,NXPI,SuperTrend+RSI
1.86,36,66.7,24,12,1.15,2.14,2.51,-6.65,0.07,0.54,6.65,0.41,0.05,6,2,O,SuperTrend+RSI
2.6,16,68.8,11,5,1.8,3.44,2.94,-5.62,0.15,0.52,10.19,0.66,0.16,9,3,OTIS,SuperTrend+RSI
-30.56,34,64.7,22,12,5.14,11.96,26.36,-27.9,-0.21,0.43,72.05,0.46,-0.9,6,3,ODFL,SuperTrend+RSI
32.74,37,70.3,26,11,2.13,2.06,5.94,-8.04,1.44,1.03,8.04,5.64,0.88,7,2,OKE,SuperTrend+RSI
-12.97,40,65.0,26,13,1.97,4.94,6.77,-12.45,-0.2,0.4,35.3,0.31,-0.32,6,4,ON,SuperTrend+RSI
-17.82,33,60.6,20,13,2.03,4.5,6.39,-12.3,-0.3,0.45,35.33,-1.69,-0.54,4,4,OMC,SuperTrend+RSI
150.6,44,70.5,31,13,6.44,3.76,86.82,-24.76,3.08,1.71,24.76,4.82,3.42,8,2,ORCL,SuperTrend+RSI
5.46,29,72.4,21,8,1.24,2.57,5.0,-8.45,0.27,0.48,8.45,0.36,0.19,7,4,ORLY,SuperTrend+RSI
4.12,39,56.4,22,17,2.32,2.75,8.04,-9.35,0.09,0.84,14.13,0.93,0.11,4,3,OXY,SuperTrend+RSI
41.92,33,69.7,23,9,3.47,4.21,13.74,-17.7,1.11,0.82,29.91,3.81,1.27,10,3,PANW,SuperTrend+RSI
-102.85,36,77.8,28,8,5.03,30.47,33.31,-63.6,-0.42,0.17,170.42,0.17,-2.86,11,2,PAYC,SuperTrend+RSI
-15.35,36,58.3,21,15,2.01,3.84,6.4,-10.66,-0.27,0.52,38.32,-1.02,-0.43,6,4,PAYX,SuperTrend+RSI
-3.59,35,62.9,22,13,1.47,2.77,4.26,-11.64,-0.1,0.53,22.68,0.75,-0.1,6,4,PCAR,SuperTrend+RSI
6.17,32,75.0,24,8,0.91,1.97,3.4,-3.31,0.39,0.46,3.24,2.41,0.19,9,2,PCG,SuperTrend+RSI
1.01,32,75.0,24,8,1.07,3.08,3.41,-5.55,0.04,0.35,11.75,0.49,0.03,7,2,PEG,SuperTrend+RSI
-0.01,39,64.1,25,14,0.93,1.66,3.61,-4.01,-0.0,0.56,9.24,0.0,-0.0,7,6,PFE,SuperTrend+RSI
-18.01,33,66.7,22,11,2.34,6.31,5.3,-27.05,-0.26,0.37,31.27,-1.02,-0.55,8,3,PEP,SuperTrend+RSI
25.01,37,70.3,26,11,1.86,2.11,9.01,-4.79,1.08,0.88,7.2,2.92,0.68,14,4,PFG,SuperTrend+RSI
8.65,31,71.0,22,9,2.29,4.64,6.74,-17.72,0.21,0.49,18.26,0.83,0.28,5,1,PG,SuperTrend+RSI
28.63,33,63.6,21,12,3.67,4.03,17.24,-12.33,0.59,0.91,22.05,0.78,0.87,5,3,PGR,SuperTrend+RSI
40.47,18,83.3,15,3,2.84,0.71,14.38,-1.22,19.0,4.0,1.61,10.8,2.25,9,2,PLTR,SuperTrend+RSI
247.53,39,79.5,31,8,10.29,8.92,40.44,-14.45,3.47,1.15,19.73,5.98,6.35,11,3,PH,SuperTrend+RSI
-4.72,30,70.0,21,9,1.8,4.72,10.72,-10.83,-0.11,0.38,20.93,-0.28,-0.16,5,2,PHM,SuperTrend+RSI
5.39,29,62.1,18,11,2.86,4.2,5.55,-19.42,0.12,0.68,24.53,2.65,0.19,5,2,PKG,SuperTrend+RSI
-39.53,35,51.4,18,17,1.87,4.31,5.59,-16.6,-0.54,0.43,42.95,-3.24,-1.13,5,4,PLD,SuperTrend+RSI
13.96,32,62.5,20,12,3.12,4.03,12.92,-16.49,0.29,0.77,29.23,0.94,0.44,4,2,PM,SuperTrend+RSI
-32.17,28,64.3,18,10,3.38,9.3,13.23,-16.61,-0.35,0.36,53.59,-2.52,-1.15,4,3,PNC,SuperTrend+RSI
-27.66,39,59.0,23,16,1.37,3.69,3.52,-20.16,-0.47,0.37,36.5,-2.75,-0.71,4,2,PNW,SuperTrend+RSI
-3.6,32,62.5,20,12,1.58,2.93,4.69,-13.35,-0.1,0.54,13.69,0.85,-0.11,5,3,PNR,SuperTrend+RSI
180.18,32,78.1,25,7,8.64,5.12,57.45,-20.62,5.03,1.69,23.04,7.11,5.63,16,2,PODD,SuperTrend+RSI
-50.95,22,63.6,14,8,8.15,20.63,15.66,-64.56,-0.31,0.4,126.22,1.09,-2.32,5,3,POOL,SuperTrend+RSI
14.18,37,70.3,26,11,2.82,5.37,7.41,-13.04,0.24,0.52,33.01,1.44,0.38,12,3,PPG,SuperTrend+RSI
-25.34,33,60.6,20,13,2.25,5.41,6.4,-10.8,-0.36,0.42,28.6,-2.67,-0.77,5,3,PRU,SuperTrend+RSI
5.99,35,71.4,25,10,0.71,1.18,1.51,-2.3,0.51,0.6,2.73,3.17,0.17,10,2,PPL,SuperTrend+RSI
-91.38,35,54.3,19,16,6.23,13.11,31.18,-28.52,-0.44,0.48,115.35,-3.29,-2.61,4,3,PSA,SuperTrend+RSI
48.58,31,77.4,24,7,3.34,4.51,7.86,-10.24,1.54,0.74,10.24,5.25,1.57,7,3,PSX,SuperTrend+RSI
5.95,35,65.7,23,12,3.75,6.69,20.15,-29.26,0.07,0.56,35.4,1.05,0.17,4,3,PTC,SuperTrend+RSI
-36.27,31,58.1,18,13,2.09,5.69,4.84,-14.08,-0.49,0.37,51.14,-3.16,-1.17,5,3,PYPL,SuperTrend+RSI
157.74,31,83.9,26,5,7.6,7.96,64.33,-38.93,3.96,0.95,38.93,10.46,5.09,7,1,PWR,SuperTrend+RSI
63.3,40,77.5,31,9,3.74,5.86,9.81,-13.53,1.2,0.64,13.53,3.53,1.58,6,2,RCL,SuperTrend+RSI
0.1,35,71.4,25,10,3.1,7.75,9.44,-25.38,0.0,0.4,33.33,1.14,0.0,5,3,QCOM,SuperTrend+RSI
-9.02,32,62.5,20,12,1.63,3.47,5.13,-10.42,-0.22,0.47,20.81,-0.87,-0.28,5,2,REG,SuperTrend+RSI
32.62,26,73.1,19,7,14.97,35.97,34.14,-116.81,0.13,0.42,116.81,1.8,1.25,4,2,REGN,SuperTrend+RSI
0.6,32,59.4,19,13,0.56,0.77,1.11,-2.14,0.06,0.73,3.62,-0.14,0.02,4,2,RF,SuperTrend+RSI
39.04,34,79.4,27,7,2.49,4.04,8.91,-8.07,1.38,0.62,9.91,4.44,1.15,9,1,RJF,SuperTrend+RSI
-130.99,35,54.3,19,16,3.52,12.36,17.3,-42.87,-0.66,0.28,168.42,-3.09,-3.74,6,7,RMD,SuperTrend+RSI
12.78,37,59.5,22,15,5.43,7.11,15.85,-16.17,0.12,0.76,56.89,-1.64,0.35,6,4,RL,SuperTrend+RSI
6.97,37,78.4,29,8,0.92,2.45,5.24,-6.02,0.36,0.37,10.13,2.17,0.19,10,2,ROL,SuperTrend+RSI
-29.8,27,59.3,16,11,7.23,13.23,28.68,-34.47,-0.2,0.55,65.6,-0.29,-1.1,5,3,ROK,SuperTrend+RSI
-38.71,28,64.3,18,10,6.71,15.94,19.95,-39.89,-0.24,0.42,100.7,-1.13,-1.38,4,3,ROP,SuperTrend+RSI
28.41,32,78.1,25,7,2.71,5.62,9.76,-19.68,0.72,0.48,19.68,5.62,0.89,12,3,ROST,SuperTrend+RSI
