ticker,entry_date,exit_date,entry_price,entry_rsi,exit_price,exit_rsi,profit,profit_pct,days_held,exit_reason
ALLE,2022-10-27,2022-10-28,103.46,68.1,106.19,72.0,2.73,2.64,1,RSI OB
ALLE,2023-08-31,2023-09-06,113.81,56.1,108.47,51.6,-5.34,-4.69,6,SuperTrend
ALLE,2024-01-22,2024-03-21,125.39,46.7,135.29,72.2,9.9,7.9,59,RSI OB
ALLE,2024-07-12,2024-07-16,122.93,65.2,128.02,75.7,5.09,4.14,4,RSI OB
ALLE,2024-09-13,2024-09-18,141.17,63.3,143.42,71.0,2.25,1.59,5,RSI OB
ALLE,2025-01-21,2025-02-18,135.07,57.8,125.89,36.3,-9.18,-6.8,28,SuperTrend
ALLE,2025-04-24,2025-04-29,139.51,63.6,138.2,73.8,-1.31,-0.94,5,RSI OB
ALLE,2025-06-23,2025-07-01,142.45,59.6,147.65,70.2,5.2,3.65,8,RSI OB
ALLE,2026-01-22,2026-02-04,166.92,66.6,173.04,77.7,6.12,3.67,13,RSI OB
ALLE,2026-06-25,2026-07-23,137.0,59.5,154.57,71.1,17.57,12.82,28,RSI OB
AMAT,2016-02-19,2016-02-26,18.38,56.3,19.0,73.3,0.62,3.37,7,RSI OB
AMAT,2016-07-08,2016-07-15,24.93,62.1,26.34,79.6,1.41,5.66,7,RSI OB
AMAT,2016-11-16,2016-11-22,30.02,59.8,31.67,73.8,1.65,5.5,6,RSI OB
AMAT,2016-12-27,2017-01-24,33.33,68.5,34.03,76.3,0.7,2.1,28,RSI OB
AMAT,2017-04-20,2017-04-26,39.89,59.8,40.71,71.1,0.82,2.06,6,RSI OB
AMAT,2017-07-11,2017-07-18,45.4,59.8,46.62,78.3,1.22,2.69,7,RSI OB
AMAT,2017-09-13,2017-09-14,46.12,64.5,47.05,71.2,0.93,2.02,1,RSI OB
AMAT,2018-01-08,2018-01-17,55.92,66.4,57.34,74.3,1.42,2.54,9,RSI OB
AMAT,2018-02-16,2018-02-26,55.03,49.4,58.81,75.4,3.78,6.87,10,RSI OB
AMAT,2018-05-10,2018-05-14,55.53,68.3,55.26,80.1,-0.27,-0.49,4,RSI OB
AMAT,2018-08-06,2018-08-08,49.48,61.8,50.18,74.0,0.7,1.41,2,RSI OB
AMAT,2018-11-28,2018-12-03,37.11,58.8,38.34,77.8,1.23,3.31,5,RSI OB
AMAT,2019-01-07,2019-01-24,34.3,55.8,37.82,72.2,3.52,10.26,17,RSI OB
AMAT,2019-03-15,2019-04-12,40.39,55.5,42.99,72.0,2.6,6.44,28,RSI OB
AMAT,2019-06-10,2019-07-15,43.14,64.8,46.28,70.6,3.14,7.28,35,RSI OB
AMAT,2019-09-04,2019-09-11,49.51,64.8,51.56,71.5,2.05,4.14,7,RSI OB
AMAT,2019-12-12,2019-12-20,60.36,65.4,61.81,75.2,1.45,2.4,8,RSI OB
AMAT,2020-02-12,2020-02-14,65.37,53.6,66.85,71.3,1.48,2.26,2,RSI OB
AMAT,2020-04-29,2020-06-05,54.34,55.6,60.19,73.2,5.85,10.77,37,RSI OB
AMAT,2020-11-04,2020-11-06,64.86,54.6,70.53,72.4,5.67,8.74,2,RSI OB
AMAT,2021-05-24,2021-06-02,134.58,55.7,139.01,84.8,4.43,3.29,9,RSI OB
AMAT,2021-07-30,2021-08-05,139.93,55.4,142.27,79.5,2.34,1.67,6,RSI OB
AMAT,2021-09-15,2021-09-16,141.23,69.9,144.09,74.5,2.86,2.03,1,RSI OB
AMAT,2021-12-27,2022-01-19,162.72,64.4,143.07,36.8,-19.65,-12.08,23,SuperTrend
AMAT,2022-07-19,2022-07-21,98.23,55.5,103.84,71.0,5.61,5.71,2,RSI OB
AMAT,2022-10-28,2022-10-31,89.72,67.5,88.29,70.9,-1.43,-1.59,3,RSI OB
AMAT,2023-01-09,2023-01-13,106.49,52.8,109.97,76.2,3.48,3.27,4,RSI OB
AMAT,2024-01-19,2024-01-23,167.94,56.2,167.05,70.1,-0.89,-0.53,4,RSI OB
AMAT,2024-05-06,2024-05-10,208.86,49.5,209.73,71.1,0.87,0.42,4,RSI OB
AMAT,2024-09-19,2024-09-26,196.71,53.1,209.61,81.1,12.9,6.56,7,RSI OB
AMAT,2025-01-06,2025-01-16,177.48,60.9,186.48,70.8,9.0,5.07,10,RSI OB
AMAT,2025-04-09,2025-05-07,149.73,46.6,155.81,75.5,6.08,4.06,28,RSI OB
AMAT,2025-06-09,2025-06-12,169.79,56.2,175.0,72.2,5.21,3.07,3,RSI OB
AMAT,2025-09-11,2025-09-18,170.15,66.5,189.76,75.1,19.61,11.53,7,RSI OB
AMAT,2026-02-13,2026-02-24,354.91,61.0,377.93,72.6,23.02,6.49,11,RSI OB
AMAT,2026-04-08,2026-04-16,385.72,62.2,389.9,72.9,4.18,1.08,8,RSI OB
AME,2015-03-18,2015-05-14,53.72,53.4,55.22,78.1,1.5,2.79,57,RSI OB
AME,2015-08-06,2015-08-14,55.04,51.1,56.66,85.0,1.62,2.94,8,RSI OB
AME,2015-10-05,2015-10-08,54.73,57.3,55.91,70.9,1.18,2.16,3,RSI OB
AME,2016-03-01,2016-03-03,47.91,68.2,48.22,78.4,0.31,0.65,2,RSI OB
AME,2016-07-14,2016-07-18,47.11,48.2,47.52,75.1,0.41,0.87,4,RSI OB
AME,2016-08-15,2016-08-22,48.31,58.5,49.21,77.9,0.9,1.86,7,RSI OB
AME,2016-11-09,2016-11-10,46.8,61.6,47.92,70.2,1.12,2.39,1,RSI OB
AME,2018-02-26,2018-03-01,78.4,69.6,74.18,58.7,-4.22,-5.38,3,SuperTrend
AME,2018-03-09,2018-03-21,78.79,59.1,78.13,75.0,-0.66,-0.84,12,RSI OB
AME,2018-05-09,2018-05-17,74.8,43.5,75.33,73.2,0.53,0.71,8,RSI OB
AME,2018-11-02,2018-11-13,72.63,51.0,72.81,75.6,0.18,0.25,11,RSI OB
AME,2019-01-17,2019-01-18,71.23,67.8,72.36,74.4,1.13,1.59,1,RSI OB
AME,2019-06-10,2019-06-20,86.48,55.4,88.58,78.0,2.1,2.43,10,RSI OB
AME,2019-09-05,2019-09-13,88.33,61.6,90.7,70.6,2.37,2.68,8,RSI OB
AME,2020-05-22,2020-05-27,85.9,66.5,91.69,72.0,5.79,6.74,5,RSI OB
AME,2020-07-15,2020-07-29,93.22,67.9,94.35,76.1,1.13,1.21,14,RSI OB
AME,2020-10-06,2020-10-09,104.33,55.2,106.94,84.3,2.61,2.5,3,RSI OB
AME,2020-11-05,2020-11-13,109.05,48.6,117.27,70.3,8.22,7.54,8,RSI OB
AME,2021-02-08,2021-02-16,119.89,52.1,121.23,72.5,1.34,1.12,8,RSI OB
AME,2021-07-23,2021-09-08,137.83,57.0,132.88,41.3,-4.95,-3.59,47,SuperTrend
AME,2021-12-27,2022-01-18,145.33,63.9,139.56,36.9,-5.77,-3.97,22,SuperTrend
AME,2022-03-29,2022-03-30,135.97,64.9,135.43,71.9,-0.54,-0.4,1,RSI OB
AME,2022-07-26,2022-07-28,116.13,61.0,120.65,71.1,4.52,3.89,2,RSI OB
AME,2022-09-09,2022-09-16,125.78,42.9,118.95,41.7,-6.83,-5.43,7,SuperTrend
AME,2022-10-25,2022-10-28,123.04,53.3,129.28,73.0,6.24,5.07,3,RSI OB
AME,2023-03-30,2023-03-31,142.83,66.2,145.33,70.7,2.5,1.75,1,RSI OB
AME,2023-05-02,2023-05-15,145.6,68.1,146.34,72.5,0.74,0.51,13,RSI OB
AME,2023-09-01,2023-09-08,160.65,57.4,153.9,48.4,-6.75,-4.2,7,SuperTrend
AME,2023-11-08,2023-11-09,147.9,65.0,147.46,73.5,-0.44,-0.3,1,RSI OB
AME,2024-01-29,2024-02-14,165.33,59.6,173.41,70.5,8.08,4.89,16,RSI OB
AME,2024-07-15,2024-07-17,172.11,51.9,175.03,74.5,2.92,1.7,2,RSI OB
AME,2025-01-21,2025-01-22,184.7,56.4,188.7,70.0,4.0,2.17,1,RSI OB
AME,2025-04-30,2025-05-08,169.58,64.4,171.57,72.7,1.99,1.17,8,RSI OB
AMD,2015-07-29,2015-08-20,1.96,48.9,1.7,37.6,-0.26,-13.27,22,SuperTrend
AMD,2015-09-11,2015-10-15,2.01,63.9,1.97,71.7,-0.04,-1.99,34,RSI OB
AMD,2015-11-24,2015-12-01,2.34,60.3,2.34,75.0,0.0,0.0,7,RSI OB
AMD,2017-02-01,2017-02-06,12.06,59.2,13.63,88.6,1.57,13.02,5,RSI OB
AMD,2017-05-16,2017-06-07,12.75,45.6,12.38,71.1,-0.37,-2.9,22,RSI OB
AMD,2017-09-20,2017-10-13,13.74,64.8,14.22,82.9,0.48,3.49,23,RSI OB
AMD,2018-04-26,2018-05-09,11.04,67.7,11.95,74.9,0.91,8.24,13,RSI OB
AMD,2019-01-08,2019-01-24,20.75,58.0,20.85,70.6,0.1,0.48,16,RSI OB
AMD,2019-03-19,2019-03-21,26.0,66.7,27.89,71.4,1.89,7.27,2,RSI OB
AMD,2019-08-08,2019-10-08,33.92,54.7,28.23,29.5,-5.69,-16.77,61,SuperTrend
AMD,2020-02-11,2020-02-19,53.8,56.6,58.9,85.6,5.1,9.48,8,RSI OB
AMD,2020-04-14,2020-04-15,54.93,66.3,54.99,70.5,0.06,0.11,1,RSI OB
AMD,2020-07-09,2020-07-20,57.26,61.5,57.46,71.3,0.2,0.35,11,RSI OB
AMD,2020-10-07,2020-10-08,86.69,67.3,86.51,70.8,-0.18,-0.21,1,RSI OB
AMD,2020-11-06,2020-12-01,85.88,57.0,92.63,86.3,6.75,7.86,25,RSI OB
AMD,2021-04-08,2021-05-10,83.35,66.1,75.99,42.8,-7.36,-8.83,32,SuperTrend
AMD,2021-10-13,2021-10-18,109.16,55.4,116.43,78.8,7.27,6.66,5,RSI OB
AMD,2022-02-08,2022-03-07,128.23,50.0,102.95,41.7,-25.28,-19.71,27,SuperTrend
AMD,2022-05-04,2022-06-02,99.42,51.7,108.59,70.7,9.17,9.22,29,RSI OB
AMD,2022-07-19,2022-07-20,85.88,60.1,89.43,71.9,3.55,4.13,1,RSI OB
AMD,2022-11-10,2022-11-11,68.47,66.0,72.37,70.1,3.9,5.7,1,RSI OB
AMD,2023-01-12,2023-01-13,70.8,57.5,71.0,70.6,0.2,0.28,1,RSI OB
AMD,2023-05-08,2023-05-15,95.04,57.6,97.4,70.1,2.36,2.48,7,RSI OB
AMD,2023-10-06,2023-10-11,107.24,58.4,108.31,73.8,1.07,1.0,5,RSI OB
AMD,2023-11-01,2023-11-10,108.04,49.0,118.59,75.3,10.55,9.76,9,RSI OB
AMD,2024-01-16,2024-01-19,158.74,68.6,174.23,72.1,15.49,9.76,3,RSI OB
AMD,2024-05-20,2024-05-21,166.33,58.5,164.66,79.8,-1.67,-1.0,1,RSI OB
AMD,2024-09-19,2024-09-23,156.74,60.1,156.75,73.3,0.01,0.01,4,RSI OB
AMD,2025-03-24,2025-04-03,113.85,68.7,93.8,40.8,-20.05,-17.61,10,SuperTrend
AMD,2026-01-15,2026-01-21,227.92,61.4,249.8,72.3,21.88,9.6,6,RSI OB
AMD,2026-03-25,2026-04-10,220.27,65.7,245.04,73.7,24.77,11.25,16,RSI OB
AMCR,2015-04-15,2015-04-16,53.05,0.0,53.05,0.0,0.0,0.0,1,SuperTrend
AMCR,2015-04-17,2015-04-20,53.05,0.0,53.05,0.0,0.0,0.0,3,SuperTrend
AMCR,2015-05-08,2015-05-22,53.05,50.0,53.05,50.0,0.0,0.0,14,SuperTrend
AMCR,2015-05-26,2015-05-27,53.05,50.0,53.05,50.0,0.0,0.0,1,SuperTrend
AMCR,2015-08-17,2015-08-18,51.5,0.0,51.5,0.0,0.0,0.0,1,SuperTrend
AMCR,2015-08-19,2015-08-20,51.5,0.0,51.5,0.0,0.0,0.0,1,SuperTrend
AMCR,2015-09-11,2015-09-14,47.0,0.0,47.0,0.0,0.0,0.0,3,SuperTrend
AMCR,2015-09-15,2015-09-16,47.0,0.0,47.0,0.0,0.0,0.0,1,SuperTrend
AMCR,2015-12-22,2016-01-05,47.65,36.2,47.2,43.3,-0.45,-0.94,14,SuperTrend
AMCR,2016-01-27,2016-01-28,43.5,0.0,43.5,0.0,0.0,0.0,1,SuperTrend
AMCR,2016-01-29,2016-02-01,43.5,0.0,43.5,0.0,0.0,0.0,3,SuperTrend
AMCR,2016-06-23,2016-06-24,55.9,17.8,55.9,17.8,0.0,0.0,1,SuperTrend
AMCR,2016-06-27,2016-06-28,55.9,0.0,55.9,0.0,0.0,0.0,1,SuperTrend
AMCR,2016-07-18,2016-07-19,55.5,0.0,55.5,0.0,0.0,0.0,1,SuperTrend
AMCR,2016-07-20,2016-07-21,55.5,0.0,55.5,0.0,0.0,0.0,1,SuperTrend
AMCR,2016-12-28,2016-12-29,53.15,0.0,53.15,0.0,0.0,0.0,1,SuperTrend
AMCR,2016-12-30,2017-01-03,53.15,0.0,53.15,0.0,0.0,0.0,4,SuperTrend
AMCR,2017-04-21,2017-04-24,56.25,0.0,56.25,0.0,0.0,0.0,3,SuperTrend
AMCR,2017-04-25,2017-04-27,56.25,0.0,58.55,100.0,2.3,4.09,2,RSI OB
AMCR,2017-06-01,2017-06-02,57.5,61.7,58.75,70.8,1.25,2.17,1,RSI OB
AMCR,2017-07-27,2017-08-02,61.5,34.9,61.5,100.0,0.0,0.0,6,RSI OB
AMCR,2017-10-11,2017-10-12,60.25,0.0,60.25,0.0,0.0,0.0,1,SuperTrend
AMCR,2017-10-13,2017-10-16,60.25,0.0,60.25,0.0,0.0,0.0,3,SuperTrend
AMCR,2017-12-13,2017-12-14,56.5,0.0,56.5,0.0,0.0,0.0,1,SuperTrend
AMCR,2017-12-15,2017-12-18,56.5,0.0,56.5,0.0,0.0,0.0,3,SuperTrend
AMCR,2018-01-24,2018-02-06,58.75,43.2,58.75,94.1,0.0,0.0,13,RSI OB
AMCR,2018-03-16,2018-03-22,55.1,43.1,55.1,100.0,0.0,0.0,6,RSI OB
AMCR,2018-04-10,2018-04-26,53.75,29.9,54.25,84.1,0.5,0.93,16,RSI OB
AMCR,2018-05-09,2018-05-21,52.15,26.1,52.1,95.8,-0.05,-0.1,12,RSI OB
AMCR,2018-05-31,2018-06-07,52.1,0.0,52.5,100.0,0.4,0.77,7,RSI OB
AMCR,2018-06-27,2018-07-03,53.5,57.4,50.75,38.3,-2.75,-5.14,6,SuperTrend
AMCR,2018-07-12,2018-07-24,52.7,66.5,52.7,100.0,0.0,0.0,12,RSI OB
AMCR,2018-09-12,2018-09-19,50.15,24.7,48.75,19.1,-1.4,-2.79,7,SuperTrend
AMCR,2018-09-26,2018-10-03,49.5,30.3,47.75,22.7,-1.75,-3.54,7,SuperTrend
AMCR,2018-11-02,2018-11-05,45.0,0.0,45.0,0.0,0.0,0.0,3,SuperTrend
AMCR,2018-11-06,2018-11-08,47.95,66.3,48.75,100.0,0.8,1.67,2,RSI OB
AMCR,2018-12-28,2019-01-14,46.5,33.9,47.55,72.6,1.05,2.26,17,RSI OB
AMCR,2019-03-12,2019-03-25,52.45,60.8,53.9,92.9,1.45,2.76,13,RSI OB
AMCR,2019-05-03,2019-05-07,58.45,67.2,58.45,72.9,0.0,0.0,4,RSI OB
AMCR,2019-06-25,2019-07-08,57.3,58.3,57.2,71.4,-0.1,-0.17,13,RSI OB
AMCR,2019-11-04,2019-11-18,49.45,58.4,50.1,75.0,0.65,1.31,14,RSI OB
AMCR,2020-02-05,2020-02-13,55.1,59.6,50.8,42.9,-4.3,-7.8,8,SuperTrend
AMCR,2020-03-30,2020-04-13,41.4,45.6,44.5,72.1,3.1,7.49,14,RSI OB
AMCR,2020-07-06,2020-07-17,53.75,64.2,53.85,76.7,0.1,0.19,11,RSI OB
AMCR,2020-08-10,2020-08-17,55.5,57.1,56.55,70.3,1.05,1.89,7,RSI OB
AMCR,2020-10-09,2020-10-13,57.1,61.6,57.05,81.7,-0.05,-0.09,4,RSI OB
AMCR,2020-11-03,2020-11-16,55.7,44.2,60.75,73.0,5.05,9.07,13,RSI OB
AMCR,2021-03-10,2021-05-25,59.65,62.9,58.6,30.6,-1.05,-1.76,76,SuperTrend
AMCR,2021-11-03,2021-11-23,61.5,66.1,58.85,27.0,-2.65,-4.31,20,SuperTrend
AMCR,2022-01-07,2022-01-10,60.6,61.5,60.75,71.7,0.15,0.25,3,RSI OB
AMCR,2022-04-20,2022-04-21,60.05,66.2,59.65,72.1,-0.4,-0.67,1,RSI OB
AMCR,2022-07-26,2022-08-29,64.5,56.9,61.3,47.6,-3.2,-4.96,34,SuperTrend
AMCR,2022-10-25,2022-11-01,57.35,57.1,57.95,70.8,0.6,1.05,7,RSI OB
AMCR,2022-11-14,2022-11-22,58.95,55.9,59.95,80.4,1.0,1.7,8,RSI OB
AMCR,2023-11-03,2023-11-10,45.55,56.7,45.35,71.5,-0.2,-0.44,7,RSI OB
AMCR,2024-03-07,2024-03-18,47.1,67.5,47.1,72.4,0.0,0.0,11,RSI OB
AMCR,2024-07-16,2024-07-25,50.35,57.3,50.75,71.2,0.4,0.79,9,RSI OB
AMCR,2025-01-21,2025-01-24,48.95,67.7,48.8,73.0,-0.15,-0.31,3,RSI OB
AMCR,2025-07-01,2025-07-07,47.35,58.2,48.4,70.1,1.05,2.22,6,RSI OB
AMCR,2025-08-13,2025-08-14,49.7,57.1,43.8,29.8,-5.9,-11.87,1,SuperTrend
AMCR,2025-10-28,2025-10-30,41.75,69.4,39.25,46.7,-2.5,-5.99,2,SuperTrend
AMCR,2025-11-07,2025-11-19,41.85,57.3,42.1,76.1,0.25,0.6,12,RSI OB
AMCR,2026-01-06,2026-01-14,42.85,69.5,44.1,72.0,1.25,2.92,8,RSI OB
AMCR,2026-01-27,2026-02-06,44.72,58.8,48.17,76.9,3.45,7.71,10,RSI OB
AMCR,2026-04-08,2026-04-29,42.37,58.8,37.35,23.2,-5.02,-11.85,21,SuperTrend
AMCR,2026-06-15,2026-06-24,41.11,61.3,41.71,71.6,0.6,1.46,9,RSI OB
AMP,2015-04-22,2015-06-29,131.62,53.3,123.79,42.9,-7.83,-5.95,68,SuperTrend
AMP,2015-10-22,2015-11-02,114.09,65.0,117.21,73.5,3.12,2.73,11,RSI OB
AMP,2016-03-01,2016-03-03,88.01,65.4,89.54,76.2,1.53,1.74,2,RSI OB
AMP,2016-07-15,2016-07-18,96.24,60.2,96.81,80.0,0.57,0.59,3,RSI OB
AMP,2016-11-09,2016-11-14,102.0,57.0,114.26,71.1,12.26,12.02,5,RSI OB
AMP,2017-01-25,2017-02-06,116.95,55.8,123.37,76.4,6.42,5.49,12,RSI OB
AMP,2017-06-12,2017-06-14,127.43,56.8,127.83,70.8,0.4,0.31,2,RSI OB
AMP,2017-09-15,2017-09-25,139.86,53.2,143.15,75.8,3.29,2.35,10,RSI OB
AMP,2018-06-11,2018-06-18,147.46,60.0,148.75,83.3,1.29,0.87,7,RSI OB
AMP,2018-07-26,2018-08-09,148.43,62.6,139.66,50.3,-8.77,-5.91,14,SuperTrend
AMP,2018-09-14,2018-10-10,147.47,68.2,143.54,37.2,-3.93,-2.66,26,SuperTrend
AMP,2019-01-04,2019-01-14,110.73,48.0,114.04,75.6,3.31,2.99,10,RSI OB
AMP,2019-04-01,2019-04-02,132.68,67.5,136.12,71.4,3.44,2.59,1,RSI OB
AMP,2019-06-06,2019-08-01,149.75,57.6,140.56,31.2,-9.19,-6.14,56,SuperTrend
AMP,2019-09-06,2019-09-10,134.75,66.6,144.63,78.7,9.88,7.33,4,RSI OB
AMP,2019-10-18,2019-10-24,142.0,42.4,149.63,71.0,7.63,5.37,6,RSI OB
AMP,2020-02-04,2020-02-14,173.28,56.5,178.82,78.7,5.54,3.2,10,RSI OB
AMP,2020-05-08,2020-05-11,125.61,64.1,123.87,70.4,-1.74,-1.39,3,RSI OB
AMP,2020-08-11,2020-09-08,162.55,57.8,149.51,37.1,-13.04,-8.02,28,SuperTrend
AMP,2020-10-05,2020-10-09,162.66,61.6,170.34,75.3,7.68,4.72,4,RSI OB
AMP,2020-11-05,2020-11-16,172.69,54.0,185.97,73.6,13.28,7.69,11,RSI OB
AMP,2021-02-12,2021-02-19,218.08,56.3,224.49,79.1,6.41,2.94,7,RSI OB
AMP,2021-07-29,2021-08-06,259.21,59.7,265.59,76.9,6.38,2.46,8,RSI OB
AMP,2021-09-27,2021-10-19,277.6,56.9,293.18,72.2,15.58,5.61,22,RSI OB
AMP,2022-01-04,2022-01-10,318.08,68.4,318.65,82.3,0.57,0.18,6,RSI OB
AMP,2022-03-22,2022-03-25,307.48,60.4,314.63,83.3,7.15,2.33,3,RSI OB
AMP,2022-07-21,2022-07-28,245.34,58.1,262.59,70.6,17.25,7.03,7,RSI OB
AMP,2022-09-09,2022-09-22,286.61,51.9,264.48,46.0,-22.13,-7.72,13,SuperTrend
AMP,2022-10-04,2022-11-01,277.69,49.8,314.12,72.7,36.43,13.12,28,RSI OB
AMP,2023-06-02,2023-06-14,313.2,63.7,318.93,71.7,5.73,1.83,12,RSI OB
AMP,2023-11-03,2023-11-10,335.74,53.2,336.36,71.0,0.62,0.18,7,RSI OB
AMP,2024-07-12,2024-07-17,446.27,55.3,421.56,41.0,-24.71,-5.54,5,SuperTrend
AMP,2024-08-16,2024-08-22,431.39,49.6,433.7,74.6,2.31,0.54,6,RSI OB
AMP,2025-01-16,2025-01-28,546.43,54.3,571.84,73.2,25.41,4.65,12,RSI OB
AMP,2025-05-02,2025-05-09,484.48,59.0,492.18,76.6,7.7,1.59,7,RSI OB
AMP,2025-12-05,2025-12-08,477.06,62.8,476.73,81.2,-0.33,-0.07,3,RSI OB
AMP,2026-04-15,2026-04-27,468.15,59.2,477.86,72.7,9.71,2.07,12,RSI OB
AMP,2026-07-01,2026-07-06,479.68,66.5,507.5,72.7,27.82,5.8,5,RSI OB
AMGN,2015-04-21,2015-04-22,168.46,66.5,169.1,75.0,0.64,0.38,1,RSI OB
AMGN,2015-07-16,2015-07-20,163.04,57.1,164.34,76.1,1.3,0.8,4,RSI OB
AMGN,2015-10-12,2015-10-16,153.03,58.8,152.61,77.5,-0.42,-0.27,4,RSI OB
AMGN,2016-05-31,2016-06-07,157.95,51.5,158.89,73.3,0.94,0.6,7,RSI OB
AMGN,2016-07-06,2016-07-12,156.05,57.6,161.96,71.1,5.91,3.79,6,RSI OB
AMGN,2016-09-22,2016-09-29,175.62,61.4,165.45,48.0,-10.17,-5.79,7,SuperTrend
AMGN,2016-11-10,2016-12-29,151.57,42.6,147.78,71.1,-3.79,-2.5,49,RSI OB
AMGN,2017-06-07,2017-06-12,161.66,62.1,164.88,86.2,3.22,1.99,5,RSI OB
AMGN,2017-08-31,2017-09-07,177.77,68.6,180.71,81.6,2.94,1.65,7,RSI OB
AMGN,2017-11-30,2017-12-04,175.66,55.3,178.69,72.2,3.03,1.72,4,RSI OB
AMGN,2019-01-07,2019-01-15,198.07,56.7,199.38,73.5,1.31,0.66,8,RSI OB
AMGN,2019-03-15,2019-04-17,191.24,52.9,182.47,39.1,-8.77,-4.59,33,SuperTrend
AMGN,2019-06-07,2019-06-17,175.51,63.5,178.39,76.2,2.88,1.64,10,RSI OB
AMGN,2019-07-31,2019-08-01,186.58,66.1,186.0,72.9,-0.58,-0.31,1,RSI OB
AMGN,2019-10-14,2019-10-22,202.89,63.7,204.83,84.9,1.94,0.96,8,RSI OB
AMGN,2020-04-08,2020-04-16,219.19,60.3,230.9,70.6,11.71,5.34,8,RSI OB
AMGN,2020-06-19,2020-07-01,238.7,62.9,255.12,78.9,16.42,6.88,12,RSI OB
AMGN,2020-08-26,2020-08-31,250.18,60.4,253.32,74.8,3.14,1.26,5,RSI OB
AMGN,2020-11-05,2020-11-17,231.97,45.0,232.44,71.4,0.47,0.2,12,RSI OB
AMGN,2021-03-15,2021-03-17,235.96,55.7,244.27,74.8,8.31,3.52,2,RSI OB
AMGN,2021-05-06,2021-05-18,251.3,45.4,250.86,74.1,-0.44,-0.18,12,RSI OB
AMGN,2021-11-03,2021-11-26,218.13,69.0,201.09,24.6,-17.04,-7.81,23,SuperTrend
AMGN,2021-12-08,2021-12-15,213.53,61.3,219.25,71.5,5.72,2.68,7,RSI OB
AMGN,2022-03-03,2022-03-07,232.64,56.9,234.36,70.2,1.72,0.74,4,RSI OB
AMGN,2022-07-05,2022-07-08,246.73,66.6,248.48,80.9,1.75,0.71,3,RSI OB
AMGN,2023-01-06,2023-01-24,275.2,66.7,259.7,47.6,-15.5,-5.63,18,SuperTrend
AMGN,2023-03-29,2023-04-05,241.03,67.7,253.37,73.1,12.34,5.12,7,RSI OB
AMGN,2023-07-18,2023-07-20,232.57,66.9,233.23,70.3,0.66,0.28,2,RSI OB
AMGN,2023-11-08,2023-12-12,273.26,43.4,273.99,73.0,0.73,0.27,34,RSI OB
AMGN,2025-01-17,2025-01-22,272.11,62.8,273.44,70.2,1.33,0.49,5,RSI OB
AMGN,2025-07-03,2025-07-14,298.24,50.8,297.03,73.3,-1.21,-0.41,11,RSI OB
AMGN,2025-10-01,2025-10-15,298.5,61.9,297.32,77.0,-1.18,-0.4,14,RSI OB
AMGN,2026-01-07,2026-01-26,341.64,66.0,349.69,71.2,8.05,2.36,19,RSI OB
AMGN,2026-06-04,2026-06-05,345.6,58.2,349.58,72.9,3.98,1.15,1,RSI OB
AON,2015-05-18,2015-05-20,101.05,61.1,102.21,73.4,1.16,1.15,2,RSI OB
AON,2015-10-28,2015-10-29,94.79,65.7,94.83,70.9,0.04,0.04,1,RSI OB
AON,2016-05-02,2016-05-27,106.62,66.9,108.63,72.1,2.01,1.89,25,RSI OB
AON,2016-06-30,2016-07-18,109.23,49.7,110.52,83.9,1.29,1.18,18,RSI OB
AON,2016-08-29,2016-09-02,111.44,60.8,112.1,72.0,0.66,0.59,4,RSI OB
AON,2016-11-08,2016-11-25,112.15,54.2,113.81,71.5,1.66,1.48,17,RSI OB
AON,2017-07-17,2017-07-18,136.84,69.3,137.41,74.1,0.57,0.42,1,RSI OB
AON,2018-01-24,2018-01-26,138.83,67.0,143.47,70.2,4.64,3.34,2,RSI OB
AON,2018-07-09,2018-07-12,142.53,57.3,143.88,76.5,1.35,0.95,3,RSI OB
AON,2018-08-29,2018-08-31,146.14,62.9,145.56,70.0,-0.58,-0.4,2,RSI OB
AON,2018-10-30,2018-11-07,158.7,63.7,163.05,72.7,4.35,2.74,8,RSI OB
AON,2019-04-01,2019-04-09,173.44,68.0,172.0,73.4,-1.44,-0.83,8,RSI OB
AON,2019-11-13,2019-11-14,196.44,61.8,198.35,73.2,1.91,0.97,1,RSI OB
AON,2020-03-04,2020-03-09,225.48,45.9,178.93,24.0,-46.55,-20.64,5,SuperTrend
AON,2020-04-08,2020-04-09,187.96,69.3,192.05,71.7,4.09,2.18,1,RSI OB
AON,2020-07-14,2020-07-15,199.05,65.7,200.99,70.8,1.94,0.97,1,RSI OB
AON,2020-09-01,2020-09-02,202.65,69.4,209.73,73.8,7.08,3.49,1,RSI OB
AON,2020-11-10,2020-11-19,200.08,43.5,202.92,73.5,2.84,1.42,9,RSI OB
AON,2021-07-26,2021-07-27,251.56,66.0,259.58,70.6,8.02,3.19,1,RSI OB
AON,2021-10-14,2021-10-20,308.35,58.4,313.89,78.5,5.54,1.8,6,RSI OB
AON,2022-02-09,2022-03-15,293.77,67.0,307.62,70.1,13.85,4.71,34,RSI OB
AON,2022-06-24,2022-07-01,271.74,52.9,273.92,71.7,2.18,0.8,7,RSI OB
AON,2022-10-28,2022-11-22,289.2,56.7,303.79,73.6,14.59,5.04,25,RSI OB
AON,2023-03-21,2023-03-31,304.83,53.3,315.29,72.4,10.46,3.43,10,RSI OB
AON,2023-11-09,2023-11-10,331.78,69.7,334.04,72.1,2.26,0.68,1,RSI OB
