ticker,entry_date,exit_date,entry_price,entry_rsi,exit_price,exit_rsi,profit,profit_pct,days_held,exit_reason
IR,2020-02-05,2020-02-10,36.75,66.8,37.56,76.7,0.81,2.2,5,RSI OB
IR,2020-04-24,2020-04-28,27.82,69.8,29.27,72.6,1.45,5.21,4,RSI OB
IR,2020-05-26,2020-06-03,30.41,61.1,30.79,70.2,0.38,1.25,8,RSI OB
IR,2020-11-03,2020-11-09,38.75,57.0,42.78,70.4,4.03,10.4,6,RSI OB
IR,2021-02-23,2021-02-24,45.58,65.8,48.1,74.4,2.52,5.53,1,RSI OB
IR,2021-06-25,2021-07-09,48.98,54.1,49.38,72.4,0.4,0.82,14,RSI OB
IR,2021-08-04,2021-08-06,50.32,60.9,49.82,70.8,-0.5,-0.99,2,RSI OB
IR,2021-10-19,2021-10-20,53.57,63.3,53.56,72.1,-0.01,-0.02,1,RSI OB
IR,2022-07-20,2022-07-28,44.07,58.5,48.16,73.6,4.09,9.28,8,RSI OB
IR,2022-10-25,2022-11-03,48.89,57.4,51.37,73.4,2.48,5.07,9,RSI OB
IR,2023-01-09,2023-01-10,55.78,69.5,56.43,76.5,0.65,1.17,1,RSI OB
IR,2023-03-03,2023-03-10,59.47,67.2,55.74,40.9,-3.73,-6.27,7,SuperTrend
IR,2023-03-31,2023-04-26,58.18,63.3,53.41,39.0,-4.77,-8.2,26,SuperTrend
IR,2023-05-05,2023-05-15,59.17,65.5,58.93,72.4,-0.24,-0.41,10,RSI OB
IR,2023-11-02,2023-11-08,65.59,54.4,66.05,72.0,0.46,0.7,6,RSI OB
IR,2024-05-21,2024-05-23,95.2,56.0,95.1,79.2,-0.1,-0.11,2,RSI OB
IR,2024-07-11,2024-07-16,95.5,59.1,100.34,86.5,4.84,5.07,5,RSI OB
IR,2024-09-17,2024-09-23,93.97,60.5,97.49,80.1,3.52,3.75,6,RSI OB
IR,2024-11-06,2024-11-12,102.98,55.2,104.23,71.4,1.25,1.21,6,RSI OB
IR,2025-01-21,2025-01-31,94.08,57.9,93.8,74.6,-0.28,-0.3,10,RSI OB
IR,2025-10-01,2025-10-02,83.5,60.1,84.18,75.2,0.68,0.81,1,RSI OB
IR,2025-11-25,2025-12-08,79.46,54.0,79.31,75.3,-0.15,-0.19,13,RSI OB
IR,2026-04-09,2026-04-29,87.03,60.0,77.46,29.7,-9.57,-11.0,20,SuperTrend
IR,2026-06-15,2026-06-16,76.77,61.7,78.52,70.0,1.75,2.28,1,RSI OB
IQV,2015-09-11,2015-09-25,75.89,57.8,73.36,52.2,-2.53,-3.33,14,SuperTrend
IQV,2016-02-17,2016-02-26,63.17,53.7,63.35,71.7,0.18,0.28,9,RSI OB
IQV,2016-07-01,2016-07-08,66.86,55.7,71.41,76.0,4.55,6.81,7,RSI OB
IQV,2016-11-08,2016-11-10,75.94,54.0,78.34,70.8,2.4,3.16,2,RSI OB
IQV,2016-12-15,2017-02-10,80.54,49.9,79.56,71.5,-0.98,-1.22,57,RSI OB
IQV,2017-08-16,2017-08-25,92.59,53.9,98.82,71.0,6.23,6.73,9,RSI OB
IQV,2018-02-14,2018-03-13,104.68,50.2,105.68,70.1,1.0,0.96,27,RSI OB
IQV,2018-05-11,2018-05-14,103.02,68.7,102.89,75.1,-0.13,-0.13,3,RSI OB
IQV,2018-07-11,2018-07-16,104.21,45.0,107.69,77.4,3.48,3.34,5,RSI OB
IQV,2018-12-03,2018-12-17,127.38,64.5,115.66,43.1,-11.72,-9.2,14,SuperTrend
IQV,2019-01-08,2019-01-15,119.63,55.5,122.88,75.8,3.25,2.72,7,RSI OB
IQV,2019-06-17,2019-06-18,141.45,65.2,145.66,77.5,4.21,2.98,1,RSI OB
IQV,2020-04-17,2020-04-22,131.57,68.3,125.55,70.8,-6.02,-4.58,5,RSI OB
IQV,2020-10-05,2020-10-09,160.62,43.8,166.76,70.3,6.14,3.82,4,RSI OB
IQV,2020-11-04,2020-11-17,170.9,59.0,172.21,70.9,1.31,0.77,13,RSI OB
IQV,2021-02-08,2021-02-17,186.91,47.3,188.93,73.1,2.02,1.08,9,RSI OB
IQV,2022-06-07,2022-06-08,225.23,64.9,220.71,70.5,-4.52,-2.01,1,RSI OB
IQV,2022-06-27,2022-07-07,216.51,46.2,218.85,70.6,2.34,1.08,10,RSI OB
IQV,2022-09-12,2022-09-15,226.74,45.6,207.37,29.4,-19.37,-8.54,3,SuperTrend
IQV,2022-10-25,2022-10-28,197.65,53.6,208.16,73.4,10.51,5.32,3,RSI OB
IQV,2023-08-29,2023-09-08,225.14,63.2,213.53,49.2,-11.61,-5.16,10,SuperTrend
IQV,2023-11-03,2023-11-16,197.2,48.4,204.79,72.6,7.59,3.85,13,RSI OB
IQV,2024-07-11,2024-07-16,219.44,58.9,232.97,79.9,13.53,6.17,5,RSI OB
IQV,2025-01-27,2025-02-13,207.0,64.4,196.05,40.3,-10.95,-5.29,17,SuperTrend
IQV,2025-06-06,2025-06-11,152.32,63.4,158.83,81.8,6.51,4.27,5,RSI OB
IQV,2025-10-01,2025-10-03,203.79,62.8,206.63,71.0,2.84,1.39,2,RSI OB
IQV,2026-05-07,2026-05-19,178.64,52.2,173.18,70.7,-5.46,-3.06,12,RSI OB
IRM,2015-03-18,2015-03-25,38.57,65.0,36.43,48.8,-2.14,-5.55,7,SuperTrend
IRM,2015-05-18,2015-05-19,37.22,49.6,37.6,70.8,0.38,1.02,1,RSI OB
IRM,2016-01-29,2016-02-16,27.54,68.5,28.63,71.8,1.09,3.96,18,RSI OB
IRM,2016-12-07,2016-12-08,34.72,66.8,34.99,70.2,0.27,0.78,1,RSI OB
IRM,2017-01-04,2017-01-05,33.91,58.2,33.98,73.7,0.07,0.21,1,RSI OB
IRM,2018-04-04,2018-04-13,33.3,52.6,33.35,74.1,0.05,0.15,9,RSI OB
IRM,2018-06-04,2018-06-05,34.57,61.2,34.43,70.5,-0.14,-0.4,1,RSI OB
IRM,2019-04-02,2019-04-05,35.78,57.8,36.36,74.8,0.58,1.62,3,RSI OB
IRM,2019-06-17,2019-06-20,32.39,64.4,32.55,71.2,0.16,0.49,3,RSI OB
IRM,2019-08-02,2019-09-04,31.44,60.4,32.92,72.4,1.48,4.71,33,RSI OB
IRM,2019-10-18,2019-10-22,33.5,64.3,33.97,74.4,0.47,1.4,4,RSI OB
IRM,2021-01-14,2021-01-25,30.19,57.8,32.11,75.1,1.92,6.36,11,RSI OB
IRM,2021-07-12,2021-08-06,44.5,43.1,44.97,70.9,0.47,1.06,25,RSI OB
IRM,2021-10-20,2021-10-26,45.54,69.1,46.24,70.3,0.7,1.54,6,RSI OB
IRM,2022-02-25,2022-03-03,48.67,61.5,51.73,77.3,3.06,6.29,6,RSI OB
IRM,2022-05-27,2022-06-13,54.94,55.8,48.37,40.7,-6.57,-11.96,17,SuperTrend
IRM,2022-08-01,2022-08-03,48.83,57.0,48.36,81.3,-0.47,-0.96,2,RSI OB
IRM,2023-03-03,2023-03-17,54.63,57.6,50.29,39.0,-4.34,-7.94,14,SuperTrend
IRM,2023-06-06,2023-06-14,55.72,60.5,56.72,79.8,1.0,1.79,8,RSI OB
IRM,2023-07-03,2023-07-12,57.27,55.6,59.35,72.1,2.08,3.63,9,RSI OB
IRM,2023-08-28,2023-09-05,62.05,57.7,63.28,70.9,1.23,1.98,8,RSI OB
IRM,2023-10-16,2023-11-27,61.67,58.4,63.6,70.1,1.93,3.13,42,RSI OB
IRM,2024-02-22,2024-02-26,72.1,61.1,75.37,72.9,3.27,4.54,4,RSI OB
IRM,2024-05-09,2024-06-12,79.59,67.5,87.3,73.6,7.71,9.69,34,RSI OB
IRM,2025-01-16,2025-01-28,110.25,60.2,98.78,43.0,-11.47,-10.4,12,SuperTrend
IRM,2025-09-09,2025-09-11,96.67,64.4,98.83,71.9,2.16,2.23,2,RSI OB
IRM,2026-04-09,2026-04-10,108.69,57.4,109.37,73.4,0.68,0.63,1,RSI OB
IRM,2026-08-17,2026-08-31,129.9,56.8,115.35,37.1,-14.55,-11.2,14,SuperTrend
ISRG,2015-04-06,2015-04-13,57.15,58.7,60.26,73.8,3.11,5.44,7,RSI OB
ISRG,2015-07-21,2015-07-22,56.12,67.7,61.1,81.5,4.98,8.87,1,RSI OB
ISRG,2015-09-08,2015-09-25,57.85,45.6,52.88,31.4,-4.97,-8.59,17,SuperTrend
ISRG,2016-02-26,2016-02-29,63.05,65.6,62.56,86.9,-0.49,-0.78,3,RSI OB
ISRG,2016-07-01,2016-07-18,74.03,61.4,74.5,79.2,0.47,0.63,17,RSI OB
ISRG,2016-09-21,2016-09-29,78.12,60.7,80.0,73.6,1.88,2.41,8,RSI OB
ISRG,2017-01-10,2017-01-11,73.58,65.3,75.35,74.2,1.77,2.41,1,RSI OB
ISRG,2017-06-20,2017-08-16,104.48,62.0,109.88,74.2,5.39,5.16,57,RSI OB
ISRG,2018-01-08,2018-01-10,130.62,67.0,141.25,81.3,10.63,8.14,2,RSI OB
ISRG,2018-03-09,2018-03-23,146.82,66.4,133.05,32.1,-13.77,-9.38,14,SuperTrend
ISRG,2018-12-03,2018-12-17,182.98,65.4,160.58,43.9,-22.39,-12.24,14,SuperTrend
ISRG,2019-01-09,2019-01-15,172.37,59.3,171.82,73.9,-0.55,-0.32,6,RSI OB
ISRG,2019-06-07,2019-06-20,166.35,54.7,177.68,79.6,11.34,6.82,13,RSI OB
ISRG,2019-09-17,2019-09-23,176.72,68.9,175.99,75.8,-0.74,-0.42,6,RSI OB
ISRG,2019-10-18,2019-10-28,188.75,60.1,186.22,71.0,-2.53,-1.34,10,RSI OB
ISRG,2020-03-04,2020-03-09,194.3,46.9,170.22,28.9,-24.08,-12.39,5,SuperTrend
ISRG,2020-04-17,2020-05-22,175.44,59.4,187.6,70.2,12.16,6.93,35,RSI OB
ISRG,2020-10-07,2020-10-08,240.09,60.9,241.01,71.3,0.91,0.38,1,RSI OB
ISRG,2020-11-09,2020-12-14,257.82,59.9,254.93,71.0,-2.89,-1.12,35,RSI OB
ISRG,2021-04-05,2021-04-08,255.31,61.3,256.78,80.3,1.47,0.58,3,RSI OB
ISRG,2021-12-22,2021-12-23,362.21,69.1,363.94,74.2,1.73,0.48,1,RSI OB
ISRG,2022-03-04,2022-03-08,302.28,64.7,269.32,38.6,-32.96,-10.9,4,SuperTrend
ISRG,2022-03-29,2022-04-01,302.0,63.0,305.54,75.0,3.54,1.17,3,RSI OB
ISRG,2022-07-19,2022-07-21,214.44,64.9,224.75,74.2,10.31,4.81,2,RSI OB
ISRG,2022-09-12,2022-09-19,222.02,53.3,202.21,42.9,-19.81,-8.92,7,SuperTrend
ISRG,2022-10-19,2022-10-25,211.14,65.5,237.87,72.2,26.73,12.66,6,RSI OB
ISRG,2023-03-16,2023-03-21,240.5,61.4,246.68,70.2,6.18,2.57,5,RSI OB
ISRG,2023-06-05,2023-06-13,317.49,62.9,315.45,70.3,-2.04,-0.64,8,RSI OB
ISRG,2023-08-29,2023-09-20,310.39,55.5,291.96,23.3,-18.43,-5.94,22,SuperTrend
ISRG,2024-07-19,2024-08-14,455.01,55.1,471.21,70.9,16.2,3.56,26,RSI OB
ISRG,2025-04-09,2025-05-05,522.95,57.4,531.82,73.4,8.87,1.7,26,RSI OB
ISRG,2026-08-10,2026-08-11,393.38,68.9,401.23,76.8,7.85,2.0,1,RSI OB
ITW,2015-10-05,2015-10-22,85.63,54.5,89.53,72.2,3.9,4.55,17,RSI OB
ITW,2016-01-28,2016-02-01,88.76,62.7,89.92,71.4,1.16,1.31,4,RSI OB
ITW,2016-07-07,2016-07-15,105.92,51.5,111.22,77.5,5.3,5.0,8,RSI OB
ITW,2016-11-08,2016-11-09,117.74,57.5,121.15,77.4,3.41,2.9,1,RSI OB
ITW,2017-05-25,2017-06-01,140.5,54.0,143.34,71.0,2.84,2.02,7,RSI OB
ITW,2018-03-09,2018-03-21,170.3,65.9,168.22,74.7,-2.08,-1.22,12,RSI OB
ITW,2018-07-19,2018-07-20,145.46,69.0,146.86,71.3,1.4,0.96,1,RSI OB
ITW,2018-09-10,2018-09-12,142.45,67.0,141.67,74.8,-0.78,-0.55,2,RSI OB
ITW,2018-11-07,2018-11-13,133.81,59.8,132.98,79.0,-0.83,-0.62,6,RSI OB
ITW,2019-06-06,2019-06-20,148.05,41.1,152.18,74.6,4.13,2.79,14,RSI OB
ITW,2019-09-10,2019-09-13,157.36,58.9,159.77,75.9,2.41,1.53,3,RSI OB
ITW,2019-10-17,2019-10-22,156.96,53.6,161.58,76.1,4.62,2.94,5,RSI OB
ITW,2020-02-04,2020-02-13,182.03,56.0,189.07,70.7,7.04,3.87,9,RSI OB
ITW,2020-04-28,2020-06-02,166.48,64.2,172.28,71.2,5.8,3.48,35,RSI OB
ITW,2020-07-15,2020-07-17,182.21,70.0,182.08,74.6,-0.13,-0.07,2,RSI OB
ITW,2020-11-06,2021-01-27,209.42,56.8,195.34,16.2,-14.08,-6.72,82,SuperTrend
ITW,2021-03-03,2021-03-08,207.56,56.9,213.4,77.2,5.84,2.81,5,RSI OB
ITW,2021-08-11,2021-09-07,233.83,61.8,221.58,19.7,-12.25,-5.24,27,SuperTrend
ITW,2021-10-14,2021-10-20,221.43,58.8,223.67,82.4,2.24,1.01,6,RSI OB
ITW,2021-12-29,2022-01-21,247.07,61.0,237.45,30.8,-9.62,-3.89,23,SuperTrend
ITW,2022-04-21,2022-06-13,208.29,47.9,188.62,32.1,-19.67,-9.44,53,SuperTrend
ITW,2022-07-20,2022-07-28,188.32,62.5,203.5,79.5,15.18,8.06,8,RSI OB
ITW,2022-10-24,2022-10-27,200.78,59.0,206.86,72.3,6.08,3.03,3,RSI OB
ITW,2023-01-12,2023-01-13,232.32,67.8,233.24,74.3,0.92,0.4,1,RSI OB
ITW,2023-02-01,2023-03-10,239.55,62.1,230.27,31.0,-9.28,-3.87,37,SuperTrend
ITW,2023-03-31,2023-04-05,243.45,69.7,229.41,48.8,-14.04,-5.77,5,SuperTrend
ITW,2023-06-07,2023-06-13,236.44,58.3,244.6,74.6,8.16,3.45,6,RSI OB
ITW,2023-08-30,2023-08-31,248.27,61.6,247.35,70.4,-0.92,-0.37,1,RSI OB
ITW,2024-01-25,2024-02-07,262.18,55.4,254.09,52.0,-8.09,-3.09,13,SuperTrend
ITW,2024-07-12,2024-07-16,245.93,58.8,253.49,74.1,7.56,3.07,4,RSI OB
ITW,2025-01-21,2025-03-12,261.39,57.4,251.3,38.9,-10.09,-3.86,50,SuperTrend
ITW,2025-12-10,2025-12-11,253.53,68.3,257.41,71.6,3.88,1.53,1,RSI OB
ITW,2026-01-13,2026-02-03,256.76,57.9,278.91,72.8,22.15,8.63,21,RSI OB
ITW,2026-06-15,2026-06-16,262.51,67.4,265.78,70.5,3.27,1.25,1,RSI OB
IT,2015-03-23,2015-03-30,83.78,60.2,84.2,73.5,0.42,0.5,7,RSI OB
IT,2015-08-04,2015-08-14,89.22,62.7,91.09,75.0,1.87,2.1,10,RSI OB
IT,2015-10-22,2015-10-26,87.7,69.5,88.47,72.7,0.77,0.88,4,RSI OB
IT,2015-11-23,2015-11-25,90.25,50.2,92.22,75.5,1.97,2.18,2,RSI OB
IT,2016-03-22,2016-03-29,86.84,65.6,87.9,72.0,1.06,1.22,7,RSI OB
IT,2016-07-22,2016-08-04,99.5,64.2,95.34,38.0,-4.16,-4.18,13,SuperTrend
IT,2017-02-15,2017-02-17,102.84,57.4,103.13,70.4,0.29,0.28,2,RSI OB
IT,2017-09-07,2017-09-08,122.59,62.4,124.37,74.0,1.78,1.45,1,RSI OB
IT,2017-11-30,2017-12-13,120.89,62.7,121.33,70.4,0.44,0.36,13,RSI OB
IT,2018-03-07,2018-03-13,122.96,55.1,124.33,71.2,1.37,1.11,6,RSI OB
IT,2018-07-10,2018-07-16,140.0,57.8,139.66,70.3,-0.34,-0.24,6,RSI OB
IT,2018-08-03,2018-08-21,138.2,46.9,144.13,78.6,5.93,4.29,18,RSI OB
IT,2019-06-07,2019-06-18,157.48,59.1,159.43,72.1,1.95,1.24,11,RSI OB
IT,2020-04-27,2020-05-07,113.95,68.2,123.81,71.3,9.86,8.65,10,RSI OB
IT,2020-08-05,2020-08-06,129.39,64.1,130.66,72.0,1.27,0.98,1,RSI OB
IT,2020-11-03,2020-11-06,140.8,66.2,147.98,75.9,7.18,5.1,3,RSI OB
IT,2021-02-08,2021-02-09,168.11,61.1,183.72,71.0,15.61,9.29,1,RSI OB
IT,2022-03-18,2022-03-25,298.35,58.9,295.42,72.8,-2.93,-0.98,7,RSI OB
IT,2022-06-24,2022-08-01,251.29,39.9,269.1,79.4,17.81,7.09,38,RSI OB
IT,2022-09-12,2022-09-21,311.32,56.7,287.6,51.9,-23.72,-7.62,9,SuperTrend
IT,2022-11-01,2022-11-03,325.0,70.0,319.3,73.6,-5.7,-1.75,2,RSI OB
IT,2023-02-01,2023-02-27,347.28,60.7,327.39,39.6,-19.89,-5.73,26,SuperTrend
IT,2023-07-12,2023-07-14,358.28,58.4,362.67,81.6,4.39,1.23,2,RSI OB
IT,2023-08-28,2023-09-05,344.49,60.4,350.35,72.8,5.86,1.7,8,RSI OB
IT,2023-11-03,2023-11-06,386.71,66.4,392.57,70.5,5.86,1.52,3,RSI OB
IT,2024-01-12,2024-01-23,454.21,58.4,466.22,74.8,12.01,2.64,11,RSI OB
IT,2024-03-01,2024-03-12,471.48,55.8,476.16,74.9,4.68,0.99,11,RSI OB
IT,2024-06-18,2024-06-20,446.3,64.4,450.48,82.4,4.18,0.94,2,RSI OB
IT,2024-11-06,2024-11-13,536.9,53.1,551.8,72.7,14.9,2.78,7,RSI OB
IT,2025-09-22,2025-09-24,260.13,56.8,262.82,71.6,2.69,1.03,2,RSI OB
IT,2025-12-15,2025-12-17,246.35,69.1,251.29,76.4,4.94,2.01,2,RSI OB
IT,2026-03-05,2026-03-13,170.98,65.9,166.74,73.9,-4.24,-2.48,8,RSI OB
IT,2026-07-27,2026-07-29,147.45,55.3,165.65,72.6,18.2,12.34,2,RSI OB
IVZ,2015-07-30,2015-08-19,38.99,67.8,36.66,25.2,-2.33,-5.98,20,SuperTrend
IVZ,2015-10-23,2015-12-04,33.9,59.2,33.83,77.4,-0.07,-0.21,42,RSI OB
IVZ,2016-03-04,2016-03-14,29.09,67.0,29.96,77.6,0.87,2.99,10,RSI OB
IVZ,2016-05-24,2016-06-01,30.73,59.2,31.31,73.0,0.58,1.89,8,RSI OB
IVZ,2016-06-23,2016-06-24,29.62,43.0,25.57,23.4,-4.05,-13.67,1,SuperTrend
IVZ,2016-11-09,2016-11-17,30.09,52.4,31.9,76.6,1.81,6.02,8,RSI OB
IVZ,2017-02-09,2017-02-15,31.5,57.6,32.71,72.2,1.21,3.84,6,RSI OB
IVZ,2017-04-24,2017-04-26,32.03,65.3,32.44,72.4,0.41,1.28,2,RSI OB
IVZ,2017-06-01,2017-06-07,32.92,56.4,33.41,78.4,0.49,1.49,6,RSI OB
IVZ,2017-09-18,2017-09-25,33.44,61.5,34.23,80.5,0.79,2.36,7,RSI OB
IVZ,2017-11-28,2017-12-04,36.0,55.0,36.88,83.3,0.88,2.44,6,RSI OB
IVZ,2018-03-09,2018-03-22,34.52,54.5,31.45,44.4,-3.07,-8.89,13,SuperTrend
IVZ,2018-07-30,2018-08-02,27.36,51.0,24.96,45.3,-2.4,-8.77,3,SuperTrend
IVZ,2019-04-10,2019-04-11,20.79,63.1,20.85,78.4,0.06,0.29,1,RSI OB
IVZ,2019-12-16,2019-12-23,17.9,52.3,18.18,73.8,0.28,1.56,7,RSI OB
IVZ,2020-02-11,2020-02-24,18.89,55.1,16.78,44.9,-2.11,-11.17,13,SuperTrend
IVZ,2020-05-27,2020-06-03,8.37,59.3,9.15,79.3,0.78,9.32,7,RSI OB
IVZ,2020-09-04,2020-10-08,11.39,61.5,12.95,74.2,1.56,13.7,34,RSI OB
IVZ,2021-08-27,2021-09-20,25.69,56.2,23.97,41.7,-1.72,-6.7,24,SuperTrend
IVZ,2021-11-01,2021-11-19,26.53,68.6,24.15,24.5,-2.38,-8.97,18,SuperTrend
IVZ,2022-01-04,2022-01-10,24.31,66.2,24.16,72.0,-0.15,-0.62,6,RSI OB
IVZ,2022-07-28,2022-07-29,17.25,63.3,17.74,76.3,0.49,2.84,1,RSI OB
IVZ,2022-09-12,2022-09-16,17.82,52.7,16.09,36.8,-1.73,-9.71,4,SuperTrend
IVZ,2022-11-04,2022-11-08,15.73,65.7,16.51,76.6,0.78,4.96,4,RSI OB
IVZ,2023-01-10,2023-02-21,19.52,66.2,17.72,44.0,-1.8,-9.22,42,SuperTrend
IVZ,2023-06-06,2023-06-13,15.79,63.1,16.5,70.3,0.71,4.5,7,RSI OB
IVZ,2023-11-03,2023-11-30,13.88,57.6,14.27,81.2,0.39,2.81,27,RSI OB
IVZ,2024-03-27,2024-04-04,16.45,63.2,16.53,72.1,0.08,0.49,8,RSI OB
IVZ,2024-05-10,2024-05-13,15.59,50.2,15.79,74.3,0.2,1.28,3,RSI OB
IVZ,2024-09-19,2024-09-26,17.35,56.5,17.74,80.3,0.39,2.25,7,RSI OB
IVZ,2025-01-24,2025-01-28,17.63,49.7,19.34,71.4,1.71,9.7,4,RSI OB
IVZ,2025-12-04,2025-12-05,25.21,60.7,26.24,71.5,1.03,4.09,1,RSI OB
IVZ,2026-04-22,2026-04-24,25.56,58.8,25.51,72.2,-0.05,-0.2,2,RSI OB
J,2015-07-29,2015-08-06,35.31,66.9,35.97,72.5,0.66,1.87,8,RSI OB
J,2015-10-06,2015-10-08,32.89,53.1,34.13,70.8,1.24,3.77,2,RSI OB
J,2016-04-26,2016-04-27,36.71,66.0,37.18,83.8,0.47,1.28,1,RSI OB
J,2016-07-11,2016-07-18,42.89,47.9,43.52,79.8,0.64,1.49,7,RSI OB
J,2016-10-06,2016-11-04,43.33,69.9,40.74,42.1,-2.6,-5.99,29,SuperTrend
J,2016-11-09,2016-11-10,45.42,68.3,46.23,71.5,0.81,1.78,1,RSI OB
J,2017-01-24,2017-02-08,49.73,59.7,46.84,46.0,-2.89,-5.81,15,SuperTrend
J,2017-06-09,2017-08-15,45.45,65.4,42.66,42.1,-2.8,-6.15,67,SuperTrend
J,2017-08-29,2017-09-06,43.98,43.8,45.07,71.8,1.09,2.48,8,RSI OB
J,2018-05-08,2018-05-16,51.37,56.4,52.51,71.6,1.14,2.22,8,RSI OB
J,2018-10-22,2018-11-19,63.86,50.0,60.32,46.8,-3.54,-5.54,28,SuperTrend
J,2019-06-04,2019-06-18,65.28,58.8,66.06,74.7,0.78,1.19,14,RSI OB
J,2019-08-06,2019-09-04,69.62,48.0,75.16,83.2,5.54,7.96,29,RSI OB
J,2019-10-17,2019-10-22,77.14,58.4,77.36,73.7,0.22,0.28,5,RSI OB
J,2020-01-14,2020-01-17,76.58,62.2,77.75,76.4,1.17,1.53,3,RSI OB
J,2020-03-04,2020-03-12,83.78,53.7,65.44,26.0,-18.34,-21.89,8,SuperTrend
J,2020-05-26,2020-06-02,66.68,48.4,70.61,72.7,3.93,5.89,7,RSI OB
J,2020-11-03,2020-11-24,84.32,58.0,88.94,74.2,4.62,5.48,21,RSI OB
J,2021-02-09,2021-02-19,92.67,50.1,92.98,78.8,0.31,0.33,10,RSI OB
J,2021-08-12,2021-09-17,115.44,62.6,107.98,38.5,-7.45,-6.46,36,SuperTrend
J,2021-09-27,2021-10-22,114.37,57.9,113.26,73.4,-1.11,-0.97,25,RSI OB
J,2022-01-04,2022-01-10,117.91,55.5,110.47,51.6,-7.44,-6.31,6,SuperTrend
J,2022-03-03,2022-03-15,105.73,57.3,108.53,73.7,2.8,2.64,12,RSI OB
J,2022-08-19,2022-08-30,112.43,66.0,102.93,44.7,-9.5,-8.45,11,SuperTrend
J,2022-11-10,2022-11-11,103.98,66.9,103.99,77.1,0.01,0.01,1,RSI OB
J,2023-05-05,2023-05-31,98.54,61.7,90.66,35.7,-7.88,-8.0,26,SuperTrend
J,2023-06-08,2023-07-06,96.5,50.5,100.23,71.9,3.73,3.87,28,RSI OB
J,2024-01-09,2024-01-11,108.41,63.5,109.47,72.7,1.06,0.98,2,RSI OB
J,2024-07-12,2024-07-16,119.05,57.9,124.68,74.2,5.63,4.73,4,RSI OB
J,2024-09-24,2024-09-25,124.45,58.7,127.45,73.4,2.99,2.41,1,RSI OB
J,2025-01-16,2025-01-22,136.96,58.0,140.24,77.4,3.28,2.39,6,RSI OB
J,2026-01-09,2026-02-09,139.95,69.4,150.96,72.8,11.01,7.87,31,RSI OB
J,2026-07-02,2026-07-28,127.89,53.1,140.61,72.5,12.72,9.95,26,RSI OB
JCI,2015-05-21,2015-06-25,42.82,66.8,41.06,36.2,-1.76,-4.11,35,SuperTrend
JCI,2015-07-31,2015-08-21,39.78,48.4,37.62,27.4,-2.16,-5.42,21,SuperTrend
JCI,2015-10-07,2015-10-16,37.26,42.6,38.19,82.6,0.93,2.5,9,RSI OB
JCI,2016-01-25,2016-01-28,35.76,64.2,35.06,71.0,-0.7,-1.96,3,RSI OB
JCI,2016-04-14,2016-04-22,38.77,61.2,41.04,70.1,2.26,5.83,8,RSI OB
JCI,2016-05-16,2016-05-20,42.13,56.2,43.07,74.0,0.94,2.24,4,RSI OB
JCI,2016-07-13,2016-07-18,45.35,49.2,45.18,74.6,-0.17,-0.37,5,RSI OB
JCI,2016-09-30,2016-10-13,46.53,53.0,43.49,43.5,-3.04,-6.53,13,SuperTrend
JCI,2016-11-08,2016-11-18,43.94,47.8,44.71,77.1,0.77,1.75,10,RSI OB
JCI,2017-01-10,2017-01-26,43.61,60.6,44.3,72.9,0.69,1.58,16,RSI OB
JCI,2017-06-19,2017-07-12,42.54,56.0,43.4,70.4,0.86,2.02,23,RSI OB
JCI,2017-08-30,2017-09-05,39.14,52.7,40.0,74.9,0.86,2.2,6,RSI OB
JCI,2018-01-03,2018-01-04,38.96,60.6,39.85,80.0,0.89,2.28,1,RSI OB
JCI,2018-03-12,2018-03-20,38.7,55.6,35.85,43.3,-2.85,-7.36,8,SuperTrend
JCI,2018-05-01,2018-05-14,35.94,61.8,36.48,72.1,0.54,1.5,13,RSI OB
JCI,2018-07-17,2018-07-19,35.31,60.5,35.85,74.9,0.54,1.53,2,RSI OB
JCI,2018-11-08,2018-11-13,34.48,59.7,34.78,73.3,0.3,0.87,5,RSI OB
JCI,2020-02-14,2020-02-21,41.96,63.0,42.45,80.0,0.49,1.17,7,RSI OB
JCI,2020-05-26,2020-06-02,31.07,62.0,32.35,75.9,1.28,4.12,7,RSI OB
JCI,2020-11-16,2020-11-24,45.36,63.8,46.66,77.9,1.3,2.87,8,RSI OB
JCI,2021-02-11,2021-02-17,52.89,52.8,55.2,87.5,2.31,4.37,6,RSI OB
JCI,2021-12-28,2022-01-14,80.39,55.3,76.56,38.8,-3.83,-4.76,17,SuperTrend
JCI,2022-07-21,2022-07-27,50.76,67.6,51.71,75.9,0.95,1.87,6,RSI OB
JCI,2022-09-12,2022-09-16,58.86,65.4,53.61,45.9,-5.25,-8.92,4,SuperTrend
JCI,2022-10-24,2022-10-27,54.95,54.8,57.68,74.4,2.73,4.97,3,RSI OB
JCI,2023-01-12,2023-01-13,68.38,68.5,68.83,73.2,0.45,0.66,1,RSI OB
JCI,2023-12-22,2024-01-08,56.74,59.9,57.2,79.5,0.46,0.81,17,RSI OB
JCI,2024-05-08,2024-05-21,65.24,55.7,72.86,98.8,7.62,11.68,13,RSI OB
JCI,2024-09-19,2024-09-23,74.23,61.7,75.27,70.7,1.04,1.4,4,RSI OB
JCI,2025-02-05,2025-02-14,86.01,65.1,89.77,82.3,3.76,4.37,9,RSI OB
JCI,2025-10-15,2025-10-30,110.82,65.9,114.21,72.1,3.39,3.06,15,RSI OB
